Term: analytics                      Term Frequency: 48        
Term: seemingly                      Term Frequency: 1         
Term: resources                      Term Frequency: 1         
Term: fairly                         Term Frequency: 1         
Term: interventions                  Term Frequency: 1         
Term: citizens                       Term Frequency: 1         
Term: red                            Term Frequency: 1         
Term: post                           Term Frequency: 1         
Term: its                            Term Frequency: 1         
Term: prevent                        Term Frequency: 1         
Term: scope                          Term Frequency: 1         
Term: handle                         Term Frequency: 1         
Term: impacts                        Term Frequency: 1         
Term: algorithms                     Term Frequency: 1         
Term: retail                         Term Frequency: 1         
Term: healthcare                     Term Frequency: 1         
Term: removed                        Term Frequency: 1         
Term: spur                           Term Frequency: 1         
Term: mode                           Term Frequency: 1         
Term: amongst                        Term Frequency: 1         
Term: maintained                     Term Frequency: 1         
Term: already                        Term Frequency: 1         
Term: conducted                      Term Frequency: 1         
Term: hybrid                         Term Frequency: 1         
Term: semesters                      Term Frequency: 1         
Term: niall.sclater                  Term Frequency: 1         
Term: negatively                     Term Frequency: 1         
Term: categorization                 Term Frequency: 1         
Term: annual                         Term Frequency: 1         
Term: initiatives                    Term Frequency: 1         
Term: completed                      Term Frequency: 1         
Term: grade                          Term Frequency: 1         
Term: annually                       Term Frequency: 1         
Term: 10.1007                        Term Frequency: 1         
Term: 016                            Term Frequency: 1         
Term: armed                          Term Frequency: 1         
Term: centered                       Term Frequency: 1         
Term: offices                        Term Frequency: 1         
Term: individuals                    Term Frequency: 1         
Term: view                           Term Frequency: 1         
Term: benefits                       Term Frequency: 1         
Term: show                           Term Frequency: 1         
Term: negative                       Term Frequency: 1         
Term: hence                          Term Frequency: 1         
Term: learner                        Term Frequency: 1         
Term: usage                          Term Frequency: 1         
Term: collected                      Term Frequency: 1         
Term: case                           Term Frequency: 1         
Term: item                           Term Frequency: 1         
Term: failing                        Term Frequency: 1         
Term: participation                  Term Frequency: 1         
Term: architecture                   Term Frequency: 1         
Term: consulted                      Term Frequency: 1         
Term: ethicists                      Term Frequency: 1         
Term: important                      Term Frequency: 1         
Term: highlight                      Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: safeguards                     Term Frequency: 1         
Term: amount                         Term Frequency: 1         
Term: enough                         Term Frequency: 1         
Term: projects                       Term Frequency: 1         
Term: complex                        Term Frequency: 1         
Term: 916                            Term Frequency: 1         
Term: posit                          Term Frequency: 1         
Term: hesitation                     Term Frequency: 1         
Term: 4870                           Term Frequency: 1         
Term: see                            Term Frequency: 1         
Term: completion                     Term Frequency: 1         
Term: practices                      Term Frequency: 1         
Term: related                        Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: six                            Term Frequency: 1         
Term: undermined                     Term Frequency: 1         
Term: nations                        Term Frequency: 1         
Term: bit                            Term Frequency: 1         
Term: realised                       Term Frequency: 1         
Term: discovery                      Term Frequency: 1         
Term: stands                         Term Frequency: 1         
Term: administered                   Term Frequency: 1         
Term: level                          Term Frequency: 1         
Term: focused                        Term Frequency: 1         
Term: box                            Term Frequency: 1         
Term: switch                         Term Frequency: 1         
Term: total                          Term Frequency: 1         
Term: initiative                     Term Frequency: 1         
Term: 105                            Term Frequency: 1         
Term: 117                            Term Frequency: 1         
Term: 119                            Term Frequency: 1         
Term: exhibit                        Term Frequency: 1         
Term: inadequate                     Term Frequency: 1         
Term: 125                            Term Frequency: 1         
Term: 129                            Term Frequency: 1         
Term: interpreted                    Term Frequency: 1         
Term: actively                       Term Frequency: 1         
Term: makes                          Term Frequency: 1         
Term: 143                            Term Frequency: 1         
Term: contexts                       Term Frequency: 1         
Term: interviews                     Term Frequency: 1         
Term: 159                            Term Frequency: 1         
Term: especially                     Term Frequency: 1         
Term: demonstrate                    Term Frequency: 1         
Term: 176                            Term Frequency: 1         
Term: normal                         Term Frequency: 1         
Term: ones                           Term Frequency: 1         
Term: comparative                    Term Frequency: 1         
Term: hesitant                       Term Frequency: 1         
Term: triage                         Term Frequency: 1         
Term: substantially                  Term Frequency: 1         
Term: range                          Term Frequency: 1         
Term: seeing                         Term Frequency: 1         
Term: regular                        Term Frequency: 1         
Term: informed                       Term Frequency: 1         
Term: responses                      Term Frequency: 1         
Term: scarce                         Term Frequency: 1         
Term: argument                       Term Frequency: 1         
Term: adequate                       Term Frequency: 1         
Term: deciding                       Term Frequency: 1         
Term: only                           Term Frequency: 1         
Term: individual                     Term Frequency: 1         
Term: departure                      Term Frequency: 1         
Term: potentially                    Term Frequency: 1         
Term: week                           Term Frequency: 1         
Term: greatest                       Term Frequency: 1         
Term: response                       Term Frequency: 1         
Term: arguments                      Term Frequency: 1         
Term: 3027385.3027392LAK             Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: W                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Academic                       Term Frequency: 0         
Term: All                            Term Frequency: 0         
Term: Copyright                      Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Their                          Term Frequency: 0         
Term: BS2                            Term Frequency: 0         
Term: Malaysian                      Term Frequency: 0         
Term: Code                           Term Frequency: 0         
Term: Midwestern                     Term Frequency: 0         
Term: Wisconsin                      Term Frequency: 0         
Term: They                           Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: Bristol                        Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: RESULTSOverall                 Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: OutImproving                   Term Frequency: 0         
Term: Thirty                         Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Ownership                      Term Frequency: 0         
Term: Perceptions                    Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: CCS                            Term Frequency: 0         
Term: THE                            Term Frequency: 0         
Term: October                        Term Frequency: 0         
Term: Laat                           Term Frequency: 0         
Term: Castlepark                     Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: Early                          Term Frequency: 0         
Term: Despite                        Term Frequency: 0         
Term: LIMITATIONSThe                 Term Frequency: 0         
Term: Canada                         Term Frequency: 0         
Term: Explained                      Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: 100Dropping                    Term Frequency: 0         
Term: DELICATE                       Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: Percent                        Term Frequency: 0         
Term: Neither                        Term Frequency: 0         
Term: 2Compared                      Term Frequency: 0         
Term: Security                       Term Frequency: 0         
Term: Interactive                    Term Frequency: 0         
Term: Americans                      Term Frequency: 0         
Term: Basic                          Term Frequency: 0         
Term: Since                          Term Frequency: 0         
Term: AT                             Term Frequency: 0         
Term: BC                             Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: At                             Term Frequency: 0         
Term: Putting                        Term Frequency: 0         
Term: Meanwhile                      Term Frequency: 0         
Term: Leaning                        Term Frequency: 0         
Term: FE                             Term Frequency: 0         
Term: During                         Term Frequency: 0         
Term: HE                             Term Frequency: 0         
Term: DOI                            Term Frequency: 0         
Term: IN                             Term Frequency: 0         
Term: Publication                    Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: Learners                       Term Frequency: 0         
Term: LA                             Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Ireland                        Term Frequency: 0         
Term: OF                             Term Frequency: 0         
Term: Behavioral                     Term Frequency: 0         
Term: No                             Term Frequency: 0         
Term: Specific                       Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: UWS                            Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: Two                            Term Frequency: 0         
Term: ANALYTICS                      Term Frequency: 0         
Term: Ethical                        Term Frequency: 0         
Term: Ifenthaler                     Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: UK                             Term Frequency: 0         
Term: Drive                          Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: UW                             Term Frequency: 0         
Term: System                         Term Frequency: 0         
Term: WI                             Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Privacy                        Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Slade                          Term Frequency: 0         
Term: Schumacher                     Term Frequency: 0         
Term: Peasgood                       Term Frequency: 0         
Term: Sclater                        Term Frequency: 0         
Term: Scientist                      Term Frequency: 0         
Term: Fall                           Term Frequency: 0         
Term: Questions                      Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Pardo                          Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: F16                            Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: Scientistalso                  Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: States                         Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: Jones                          Term Frequency: 0         
Term: Additionally                   Term Frequency: 0         
Term: Sixth                          Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: Another                        Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Request                        Term Frequency: 0         
Term: Extension                      Term Frequency: 0         
Term: Dropping                       Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: LEARNING                       Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Most                           Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: England                        Term Frequency: 0         
Term: Therefore                      Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Linden                         Term Frequency: 0         
Term: Social                         Term Frequency: 0         
Term: Combined                       Term Frequency: 0         
Term: Campbell                       Term Frequency: 0         
Term: Over                           Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Era                            Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: American                       Term Frequency: 0         
Term: Percentage                     Term Frequency: 0         
Term: Freshman                       Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Fifth                          Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Greller                        Term Frequency: 0         
Term: Obtaining                      Term Frequency: 0         
Term: GradesComparisonUW             Term Frequency: 0         
Term: Wales                          Term Frequency: 0         
Term: Oblinger                       Term Frequency: 0         
Term: Tower                          Term Frequency: 0         
Term: Hill                           Term Frequency: 0         
Term: Would                          Term Frequency: 0         
Term: Nor                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Development                    Term Frequency: 0         
Term: Ellis                          Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: Arnold                         Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: ETHICS                         Term Frequency: 0         
Term: DeBlois                        Term Frequency: 0         
Term: SYSTEM                         Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: visualizationKeywordsLearning  Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Siemens                        Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Higher                         Term Frequency: 0         
Term: Practice                       Term Frequency: 0         
Term: Mullan                         Term Frequency: 0         
Term: ABSTRACT                       Term Frequency: 0         
Term: Northern                       Term Frequency: 0         
Term: United                         Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: Concepts                       Term Frequency: 0         
Term: Routledge                      Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Context                        Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: M.Z.A                          Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Out                            Term Frequency: 0         
Term: Society                        Term Frequency: 0         
Term: PRIVACY                        Term Frequency: 0         
Term: METHODOLOGY                    Term Frequency: 0         
Term: Z.M                            Term Frequency: 0         
Term: LMSs                           Term Frequency: 0         
Term: Haythornthwaite                Term Frequency: 0         
Term: Rubel                          Term Frequency: 0         
Term: Grades                         Term Frequency: 0         
Term: HEFigure                       Term Frequency: 0         
Term: Applications                   Term Frequency: 0         
Term: Opting                         Term Frequency: 0         
Term: Indeed                         Term Frequency: 0         
Term: Prejudicial                    Term Frequency: 0         
Term: Niall                          Term Frequency: 0         
Term: April                          Term Frequency: 0         
Term: Madison                        Term Frequency: 0         
Term: Format                         Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Manheim                        Term Frequency: 0         
Term: Spring                         Term Frequency: 0         
Term: Written                        Term Frequency: 0         
Term: Certainly                      Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Many                           Term Frequency: 0         
Term: Permissions                    Term Frequency: 0         
Term: Yes                            Term Frequency: 0         
Term: Ethics                         Term Frequency: 0         
Term: Broadening                     Term Frequency: 0         
Term: Wook                           Term Frequency: 0         
Term: Prinsloo                       Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: Drachsler                      Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: Applied                        Term Frequency: 0         
Term: Jisc                           Term Frequency: 0         
Term: Institutions                   Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Scotland                       Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Concerns                       Term Frequency: 0         
Term: WISCONSIN                      Term Frequency: 0         
Term: Nazri                          Term Frequency: 0         
Term: Developing                     Term Frequency: 0         
Term: 0JA                            Term Frequency: 0         
Term: Tool                           Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: S16                            Term Frequency: 0         
Term: Yusof                          Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: 5Improving                     Term Frequency: 0         
Term: UNIVERSITY                     Term Frequency: 0         
Term: ApplicationsKimberly           Term Frequency: 0         
Term: British                        Term Frequency: 0         
Term: Kingdom                        Term Frequency: 0         
Term: Further                        Term Frequency: 0         
Term: DISCUSSIONWhile                Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Methodology                    Term Frequency: 0         
Term: K.E                            Term Frequency: 0         
Term: Reference                      Term Frequency: 0         
Term: EDUCAUSE                       Term Frequency: 0         
Term: acm.org.LAK                    Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: JISC                           Term Frequency: 0         
