Term: data                           Term Frequency: 182       
Term: grooming                       Term Frequency: 2         
Term: date                           Term Frequency: 2         
Term: blog                           Term Frequency: 2         
Term: regimes                        Term Frequency: 2         
Term: readability                    Term Frequency: 2         
Term: neutral                        Term Frequency: 2         
Term: combined                       Term Frequency: 2         
Term: analyses                       Term Frequency: 2         
Term: wish                           Term Frequency: 2         
Term: enormous                       Term Frequency: 2         
Term: manner                         Term Frequency: 2         
Term: safeguard                      Term Frequency: 2         
Term: emerging                       Term Frequency: 2         
Term: put                            Term Frequency: 2         
Term: identified                     Term Frequency: 2         
Term: struggle                       Term Frequency: 2         
Term: governing                      Term Frequency: 2         
Term: hold                           Term Frequency: 2         
Term: trail                          Term Frequency: 2         
Term: take                           Term Frequency: 2         
Term: additional                     Term Frequency: 2         
Term: 2011                           Term Frequency: 2         
Term: primarily                      Term Frequency: 2         
Term: 2008                           Term Frequency: 2         
Term: 2005                           Term Frequency: 2         
Term: 2003                           Term Frequency: 2         
Term: just                           Term Frequency: 2         
Term: 2015                           Term Frequency: 2         
Term: owned                          Term Frequency: 2         
Term: answers                        Term Frequency: 2         
Term: member                         Term Frequency: 2         
Term: seriously                      Term Frequency: 2         
Term: dangerous                      Term Frequency: 2         
Term: appears                        Term Frequency: 2         
Term: processing                     Term Frequency: 2         
Term: collecting                     Term Frequency: 2         
Term: adjusting                      Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: dependent                      Term Frequency: 2         
Term: uniform                        Term Frequency: 2         
Term: downstream                     Term Frequency: 2         
Term: covered                        Term Frequency: 2         
Term: aggregate                      Term Frequency: 2         
Term: network                        Term Frequency: 2         
Term: track                          Term Frequency: 2         
Term: targeted                       Term Frequency: 2         
Term: cultures                       Term Frequency: 2         
Term: obfuscation                    Term Frequency: 2         
Term: embrace                        Term Frequency: 2         
Term: albeit                         Term Frequency: 2         
Term: outcome                        Term Frequency: 2         
Term: movement                       Term Frequency: 2         
Term: always                         Term Frequency: 2         
Term: informing                      Term Frequency: 2         
Term: until                          Term Frequency: 2         
Term: rss                            Term Frequency: 2         
Term: broader                        Term Frequency: 2         
Term: bold                           Term Frequency: 2         
Term: discourse                      Term Frequency: 2         
Term: broad                          Term Frequency: 2         
Term: greater                        Term Frequency: 2         
Term: exercise                       Term Frequency: 2         
Term: people’s                       Term Frequency: 2         
Term: accounts                       Term Frequency: 2         
Term: simple                         Term Frequency: 2         
Term: disclosed                      Term Frequency: 2         
Term: latter                         Term Frequency: 2         
Term: underestimate                  Term Frequency: 2         
Term: regulatory                     Term Frequency: 2         
Term: model                          Term Frequency: 2         
Term: amidst                         Term Frequency: 2         
Term: systematic                     Term Frequency: 2         
Term: behavioural                    Term Frequency: 2         
Term: geography                      Term Frequency: 2         
Term: makes                          Term Frequency: 2         
Term: 141                            Term Frequency: 2         
Term: encourages                     Term Frequency: 2         
Term: growing                        Term Frequency: 2         
Term: nauseum                        Term Frequency: 2         
Term: goes                           Term Frequency: 2         
Term: towards                        Term Frequency: 2         
Term: really                         Term Frequency: 2         
Term: cancel                         Term Frequency: 1         
Term: impersonation                  Term Frequency: 1         
Term: energy                         Term Frequency: 1         
Term: subjectivity                   Term Frequency: 1         
Term: scratch                        Term Frequency: 1         
Term: authenticate                   Term Frequency: 1         
Term: postings                       Term Frequency: 1         
Term: hand                           Term Frequency: 1         
Term: readers                        Term Frequency: 1         
Term: x                              Term Frequency: 1         
Term: cndls.georgetown.edu           Term Frequency: 1         
Term: serious                        Term Frequency: 1         
Term: 1033                           Term Frequency: 1         
Term: 2375                           Term Frequency: 1         
Term: 2366                           Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: ranging                        Term Frequency: 1         
Term: permissible                    Term Frequency: 1         
Term: 86such                         Term Frequency: 1         
Term: block                          Term Frequency: 1         
Term: globalisation                  Term Frequency: 1         
Term: krusepongsajapan.pdf           Term Frequency: 1         
Term: picture                        Term Frequency: 1         
Term: 2.1                            Term Frequency: 1         
Term: 2.2                            Term Frequency: 1         
Term: disable                        Term Frequency: 1         
Term: con                            Term Frequency: 1         
Term: abilities                      Term Frequency: 1         
Term: academia                       Term Frequency: 1         
Term: circumstances                  Term Frequency: 1         
Term: markets                        Term Frequency: 1         
Term: obligation                     Term Frequency: 1         
Term: 209                            Term Frequency: 1         
Term: 210                            Term Frequency: 1         
Term: effective                      Term Frequency: 1         
Term: direction                      Term Frequency: 1         
Term: 220                            Term Frequency: 1         
Term: 225                            Term Frequency: 1         
Term: 239                            Term Frequency: 1         
Term: defined                        Term Frequency: 1         
Term: cue                            Term Frequency: 1         
Term: creating                       Term Frequency: 1         
Term: jurisdiction                   Term Frequency: 1         
Term: untrue                         Term Frequency: 1         
Term: 250                            Term Frequency: 1         
Term: reported                       Term Frequency: 1         
Term: worried                        Term Frequency: 1         
Term: participate                    Term Frequency: 1         
Term: socio                          Term Frequency: 1         
Term: 267                            Term Frequency: 1         
Term: thing                          Term Frequency: 1         
Term: 270                            Term Frequency: 1         
Term: 273                            Term Frequency: 1         
Term: glass                          Term Frequency: 1         
Term: reflection                     Term Frequency: 1         
Term: widely                         Term Frequency: 1         
Term: concept                        Term Frequency: 1         
Term: offerings                      Term Frequency: 1         
Term: measures                       Term Frequency: 1         
Term: specifically                   Term Frequency: 1         
Term: attain                         Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: unknown                        Term Frequency: 1         
Term: shows                          Term Frequency: 1         
Term: shown                          Term Frequency: 1         
Term: open.ac.uk                     Term Frequency: 1         
Term: velocity                       Term Frequency: 1         
Term: areas                          Term Frequency: 1         
Term: 1102                           Term Frequency: 1         
Term: mentions                       Term Frequency: 1         
Term: compare                        Term Frequency: 1         
Term: 1112                           Term Frequency: 1         
Term: staff                          Term Frequency: 1         
Term: 1130                           Term Frequency: 1         
Term: stage                          Term Frequency: 1         
Term: did                            Term Frequency: 1         
Term: forgotten                      Term Frequency: 1         
Term: publicly                       Term Frequency: 1         
Term: enforceable                    Term Frequency: 1         
Term: construct                      Term Frequency: 1         
Term: thick                          Term Frequency: 1         
Term: balance                        Term Frequency: 1         
Term: framing                        Term Frequency: 1         
Term: 3.2                            Term Frequency: 1         
Term: warned                         Term Frequency: 1         
Term: ombudsperson                   Term Frequency: 1         
Term: scattered                      Term Frequency: 1         
Term: reconsidering                  Term Frequency: 1         
Term: 303                            Term Frequency: 1         
Term: 308                            Term Frequency: 1         
Term: networking                     Term Frequency: 1         
Term: 313                            Term Frequency: 1         
Term: 319                            Term Frequency: 1         
Term: understandings                 Term Frequency: 1         
Term: 321                            Term Frequency: 1         
Term: 324                            Term Frequency: 1         
Term: www.elmhurst.edu               Term Frequency: 1         
Term: 340                            Term Frequency: 1         
Term: stake                          Term Frequency: 1         
Term: witness                        Term Frequency: 1         
Term: 347                            Term Frequency: 1         
Term: 02                             Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: 04                             Term Frequency: 1         
Term: 05                             Term Frequency: 1         
Term: commit                         Term Frequency: 1         
Term: empirical                      Term Frequency: 1         
Term: meaning                        Term Frequency: 1         
Term: released                       Term Frequency: 1         
Term: breached                       Term Frequency: 1         
Term: 10.1111                        Term Frequency: 1         
Term: 369                            Term Frequency: 1         
Term: examine                        Term Frequency: 1         
Term: 376                            Term Frequency: 1         
Term: 377                            Term Frequency: 1         
Term: 33                             Term Frequency: 1         
Term: 385                            Term Frequency: 1         
Term: 386                            Term Frequency: 1         
Term: extensive                      Term Frequency: 1         
Term: rapid                          Term Frequency: 1         
Term: 392                            Term Frequency: 1         
Term: 394                            Term Frequency: 1         
Term: user’s                         Term Frequency: 1         
Term: mass                           Term Frequency: 1         
Term: revoke                         Term Frequency: 1         
Term: 73                             Term Frequency: 1         
Term: 74                             Term Frequency: 1         
Term: 76                             Term Frequency: 1         
Term: 79                             Term Frequency: 1         
Term: histories                      Term Frequency: 1         
Term: foreseen                       Term Frequency: 1         
Term: base                           Term Frequency: 1         
Term: 87                             Term Frequency: 1         
Term: transnational                  Term Frequency: 1         
Term: disconnect                     Term Frequency: 1         
Term: 89                             Term Frequency: 1         
Term: impediments                    Term Frequency: 1         
Term: lost                           Term Frequency: 1         
Term: 90                             Term Frequency: 1         
Term: 92                             Term Frequency: 1         
Term: 95                             Term Frequency: 1         
Term: lose                           Term Frequency: 1         
Term: terminate                      Term Frequency: 1         
Term: site’s                         Term Frequency: 1         
Term: stated                         Term Frequency: 1         
Term: across                         Term Frequency: 1         
Term: usernames                      Term Frequency: 1         
Term: regulations                    Term Frequency: 1         
Term: 10.1145                        Term Frequency: 1         
Term: www.nytimes.com                Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: fairness                       Term Frequency: 1         
Term: 89might                        Term Frequency: 1         
Term: learn                          Term Frequency: 1         
Term: 1250                           Term Frequency: 1         
Term: intrusion                      Term Frequency: 1         
Term: exploit                        Term Frequency: 1         
Term: notes                          Term Frequency: 1         
Term: typographic                    Term Frequency: 1         
Term: 1263                           Term Frequency: 1         
Term: autonomy                       Term Frequency: 1         
Term: generated                      Term Frequency: 1         
Term: excluding                      Term Frequency: 1         
Term: obtaining                      Term Frequency: 1         
Term: sharon.slade                   Term Frequency: 1         
Term: emc                            Term Frequency: 1         
Term: useful                         Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: precisely                      Term Frequency: 1         
Term: 1277                           Term Frequency: 1         
Term: subheadings                    Term Frequency: 1         
Term: 1288                           Term Frequency: 1         
Term: charter                        Term Frequency: 1         
Term: responding                     Term Frequency: 1         
Term: narrow                         Term Frequency: 1         
Term: specify                        Term Frequency: 1         
Term: valid                          Term Frequency: 1         
Term: envisions                      Term Frequency: 1         
Term: administer                     Term Frequency: 1         
Term: 2nd                            Term Frequency: 1         
Term: 421                            Term Frequency: 1         
Term: about.futurelearn.com          Term Frequency: 1         
Term: journeys                       Term Frequency: 1         
Term: nytopinion                     Term Frequency: 1         
Term: 431                            Term Frequency: 1         
Term: etc                            Term Frequency: 1         
Term: 08923647.2014.896587           Term Frequency: 1         
Term: 453                            Term Frequency: 1         
Term: rates                          Term Frequency: 1         
Term: requirement                    Term Frequency: 1         
Term: 460                            Term Frequency: 1         
Term: strategy                       Term Frequency: 1         
Term: establishing                   Term Frequency: 1         
Term: expertise                      Term Frequency: 1         
Term: 471                            Term Frequency: 1         
Term: remain                         Term Frequency: 1         
Term: expected                       Term Frequency: 1         
Term: wanted                         Term Frequency: 1         
Term: referencing                    Term Frequency: 1         
Term: argued                         Term Frequency: 1         
Term: structured                     Term Frequency: 1         
Term: describe                       Term Frequency: 1         
Term: remains                        Term Frequency: 1         
Term: incomplete                     Term Frequency: 1         
Term: openly                         Term Frequency: 1         
Term: huge                           Term Frequency: 1         
Term: organisations                  Term Frequency: 1         
Term: voiced                         Term Frequency: 1         
Term: factor                         Term Frequency: 1         
Term: grained                        Term Frequency: 1         
Term: ensured                        Term Frequency: 1         
Term: netcaucus.org                  Term Frequency: 1         
Term: edx.org                        Term Frequency: 1         
Term: priorities                     Term Frequency: 1         
Term: feasibility                    Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: suit                           Term Frequency: 1         
Term: 5.2.1                          Term Frequency: 1         
Term: 5.2.2                          Term Frequency: 1         
Term: gain                           Term Frequency: 1         
Term: explore                        Term Frequency: 1         
Term: climate                        Term Frequency: 1         
Term: great                          Term Frequency: 1         
Term: meanings                       Term Frequency: 1         
Term: proactively                    Term Frequency: 1         
Term: economic                       Term Frequency: 1         
Term: politics                       Term Frequency: 1         
Term: game                           Term Frequency: 1         
Term: denies                         Term Frequency: 1         
Term: barriers                       Term Frequency: 1         
Term: prohibitively                  Term Frequency: 1         
Term: fit                            Term Frequency: 1         
Term: 0003                           Term Frequency: 1         
Term: assumption                     Term Frequency: 1         
Term: interpretation                 Term Frequency: 1         
Term: co                             Term Frequency: 1         
Term: gaps                           Term Frequency: 1         
Term: partner                        Term Frequency: 1         
Term: 1365                           Term Frequency: 1         
Term: font                           Term Frequency: 1         
Term: 1380                           Term Frequency: 1         
Term: needs                          Term Frequency: 1         
Term: never                          Term Frequency: 1         
Term: 5.1                            Term Frequency: 1         
Term: 5.2                            Term Frequency: 1         
Term: 5.3                            Term Frequency: 1         
Term: 5.4                            Term Frequency: 1         
Term: 5.6                            Term Frequency: 1         
Term: waived                         Term Frequency: 1         
Term: contrary                       Term Frequency: 1         
Term: thwart                         Term Frequency: 1         
Term: interpretative                 Term Frequency: 1         
Term: he                             Term Frequency: 1         
Term: collaborators                  Term Frequency: 1         
Term: dismissed                      Term Frequency: 1         
Term: progressively                  Term Frequency: 1         
Term: disposal                       Term Frequency: 1         
Term: sending                        Term Frequency: 1         
Term: belief                         Term Frequency: 1         
Term: suggestion                     Term Frequency: 1         
Term: disposition                    Term Frequency: 1         
Term: troublesome                    Term Frequency: 1         
Term: conscious                      Term Frequency: 1         
Term: second                         Term Frequency: 1         
Term: license                        Term Frequency: 1         
Term: 569                            Term Frequency: 1         
Term: privacy2001                    Term Frequency: 1         
Term: problematic                    Term Frequency: 1         
Term: 587                            Term Frequency: 1         
Term: subversive                     Term Frequency: 1         
Term: discipline                     Term Frequency: 1         
Term: concepts                       Term Frequency: 1         
Term: adopt                          Term Frequency: 1         
Term: pdf.aminer.org                 Term Frequency: 1         
Term: discovered                     Term Frequency: 1         
Term: se                             Term Frequency: 1         
Term: compelled                      Term Frequency: 1         
Term: origins                        Term Frequency: 1         
Term: exported                       Term Frequency: 1         
Term: 08832320109599647              Term Frequency: 1         
Term: single                         Term Frequency: 1         
Term: tw                             Term Frequency: 1         
Term: separate                       Term Frequency: 1         
Term: reasonable                     Term Frequency: 1         
Term: willingly                      Term Frequency: 1         
Term: previous                       Term Frequency: 1         
Term: webpages                       Term Frequency: 1         
Term: held                           Term Frequency: 1         
Term: type                           Term Frequency: 1         
Term: confidences                    Term Frequency: 1         
Term: procedural                     Term Frequency: 1         
Term: antecedents                    Term Frequency: 1         
Term: insight                        Term Frequency: 1         
Term: force                          Term Frequency: 1         
Term: predetermine                   Term Frequency: 1         
Term: 0268580904042899               Term Frequency: 1         
Term: sell                           Term Frequency: 1         
Term: 1400                           Term Frequency: 1         
Term: techniques                     Term Frequency: 1         
Term: 4334719                        Term Frequency: 1         
Term: engaging                       Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: stating                        Term Frequency: 1         
Term: emphasise                      Term Frequency: 1         
Term: analyse                        Term Frequency: 1         
Term: audience                       Term Frequency: 1         
Term: bugs                           Term Frequency: 1         
Term: capitals                       Term Frequency: 1         
Term: 6.1                            Term Frequency: 1         
Term: 6.3                            Term Frequency: 1         
Term: 6.4                            Term Frequency: 1         
Term: reader                         Term Frequency: 1         
Term: tracing                        Term Frequency: 1         
Term: visibility                     Term Frequency: 1         
Term: clearer                        Term Frequency: 1         
Term: authority                      Term Frequency: 1         
Term: longitudinal                   Term Frequency: 1         
Term: mobile                         Term Frequency: 1         
Term: 624                            Term Frequency: 1         
Term: entire                         Term Frequency: 1         
Term: referential                    Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: enrolment                      Term Frequency: 1         
Term: 659                            Term Frequency: 1         
Term: discussed                      Term Frequency: 1         
Term: names                          Term Frequency: 1         
Term: entity                         Term Frequency: 1         
Term: theses                         Term Frequency: 1         
Term: connotations                   Term Frequency: 1         
Term: 671                            Term Frequency: 1         
Term: codification                   Term Frequency: 1         
Term: 683                            Term Frequency: 1         
Term: 695                            Term Frequency: 1         
Term: rationality                    Term Frequency: 1         
Term: nonsensical                    Term Frequency: 1         
Term: welcome                        Term Frequency: 1         
Term: critically                     Term Frequency: 1         
Term: difference                     Term Frequency: 1         
Term: circle                         Term Frequency: 1         
Term: currency                       Term Frequency: 1         
Term: limits                         Term Frequency: 1         
Term: combining                      Term Frequency: 1         
Term: automated                      Term Frequency: 1         
Term: 13562517.2013.827653           Term Frequency: 1         
Term: basically                      Term Frequency: 1         
Term: 1049732305276687               Term Frequency: 1         
Term: interdependencies              Term Frequency: 1         
Term: last                           Term Frequency: 1         
Term: dx.doi.org                     Term Frequency: 1         
Term: warn                           Term Frequency: 1         
Term: measure                        Term Frequency: 1         
Term: public’s                       Term Frequency: 1         
Term: updated                        Term Frequency: 1         
Term: thoughtpaper                   Term Frequency: 1         
Term: yet                            Term Frequency: 1         
Term: initially                      Term Frequency: 1         
Term: universities                   Term Frequency: 1         
Term: laws                           Term Frequency: 1         
Term: consistent                     Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: tos.php                        Term Frequency: 1         
Term: reveals                        Term Frequency: 1         
Term: affiliated                     Term Frequency: 1         
Term: visits                         Term Frequency: 1         
Term: alternative                    Term Frequency: 1         
Term: 019722498128809                Term Frequency: 1         
Term: attendance                     Term Frequency: 1         
Term: 84that                         Term Frequency: 1         
Term: 1948550612455931               Term Frequency: 1         
Term: strict                         Term Frequency: 1         
Term: preference                     Term Frequency: 1         
Term: active                         Term Frequency: 1         
Term: disregarded                    Term Frequency: 1         
Term: defaults                       Term Frequency: 1         
Term: 7.4                            Term Frequency: 1         
Term: 5.6.1                          Term Frequency: 1         
Term: mega                           Term Frequency: 1         
Term: 5.6.2                          Term Frequency: 1         
Term: 5.6.3                          Term Frequency: 1         
Term: 5.6.4                          Term Frequency: 1         
Term: answer                         Term Frequency: 1         
Term: deans                          Term Frequency: 1         
Term: sometimes                      Term Frequency: 1         
Term: prerequisite                   Term Frequency: 1         
Term: vision                         Term Frequency: 1         
Term: beginning                      Term Frequency: 1         
Term: softer                         Term Frequency: 1         
Term: blogs.hbr.org                  Term Frequency: 1         
Term: contracting                    Term Frequency: 1         
Term: tracking                       Term Frequency: 1         
Term: 2149364                        Term Frequency: 1         
Term: sellers                        Term Frequency: 1         
Term: explores                       Term Frequency: 1         
Term: topics                         Term Frequency: 1         
Term: trigger                        Term Frequency: 1         
Term: 784                            Term Frequency: 1         
Term: selectively                    Term Frequency: 1         
Term: regardless                     Term Frequency: 1         
Term: corporations                   Term Frequency: 1         
Term: www.open.ac.uk                 Term Frequency: 1         
Term: brokering                      Term Frequency: 1         
Term: intensely                      Term Frequency: 1         
Term: impacting                      Term Frequency: 1         
Term: quoted                         Term Frequency: 1         
Term: cover                          Term Frequency: 1         
Term: reflect                        Term Frequency: 1         
Term: miners                         Term Frequency: 1         
Term: intention                      Term Frequency: 1         
Term: papers.cfm                     Term Frequency: 1         
Term: understandable                 Term Frequency: 1         
Term: fundamental                    Term Frequency: 1         
Term: pieces                         Term Frequency: 1         
Term: thorough                       Term Frequency: 1         
Term: evolve                         Term Frequency: 1         
Term: circumvent                     Term Frequency: 1         
Term: whenever                       Term Frequency: 1         
Term: exhaustive                     Term Frequency: 1         
Term: revealing                      Term Frequency: 1         
Term: finding                        Term Frequency: 1         
Term: detect                         Term Frequency: 1         
Term: illusory                       Term Frequency: 1         
Term: discussions                    Term Frequency: 1         
Term: safety                         Term Frequency: 1         
Term: facilitating                   Term Frequency: 1         
Term: fail                           Term Frequency: 1         
Term: steer                          Term Frequency: 1         
Term: innocuous                      Term Frequency: 1         
Term: nuances                        Term Frequency: 1         
Term: perfect                        Term Frequency: 1         
Term: coerced                        Term Frequency: 1         
Term: concealed                      Term Frequency: 1         
Term: growth                         Term Frequency: 1         
Term: debriefing                     Term Frequency: 1         
Term: categorisation                 Term Frequency: 1         
Term: resolution                     Term Frequency: 1         
Term: harms                          Term Frequency: 1         
Term: unlikely                       Term Frequency: 1         
Term: virtually                      Term Frequency: 1         
Term: persons                        Term Frequency: 1         
Term: linked                         Term Frequency: 1         
Term: 01587919.2014.917706           Term Frequency: 1         
Term: 821                            Term Frequency: 1         
Term: 826                            Term Frequency: 1         
Term: theorized                      Term Frequency: 1         
Term: blush                          Term Frequency: 1         
Term: 837                            Term Frequency: 1         
Term: buyers                         Term Frequency: 1         
Term: previously                     Term Frequency: 1         
Term: hyperlinks                     Term Frequency: 1         
Term: impressionistic                Term Frequency: 1         
Term: volumes                        Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: handle                         Term Frequency: 1         
Term: impacts                        Term Frequency: 1         
Term: 886                            Term Frequency: 1         
Term: yield                          Term Frequency: 1         
Term: satisfaction                   Term Frequency: 1         
Term: demographic                    Term Frequency: 1         
Term: facilitate                     Term Frequency: 1         
Term: categorization                 Term Frequency: 1         
Term: intuitive                      Term Frequency: 1         
Term: formulated                     Term Frequency: 1         
Term: using                          Term Frequency: 1         
Term: 10.1007                        Term Frequency: 1         
Term: worth                          Term Frequency: 1         
Term: obfuscate                      Term Frequency: 1         
Term: 10.1016                        Term Frequency: 1         
Term: dilemma                        Term Frequency: 1         
Term: centered                       Term Frequency: 1         
Term: vulnerable                     Term Frequency: 1         
Term: underpins                      Term Frequency: 1         
Term: those                          Term Frequency: 1         
Term: 85collect                      Term Frequency: 1         
Term: bounded                        Term Frequency: 1         
Term: ethically                      Term Frequency: 1         
Term: show                           Term Frequency: 1         
Term: description                    Term Frequency: 1         
Term: situates                       Term Frequency: 1         
Term: guidance                       Term Frequency: 1         
Term: sunday                         Term Frequency: 1         
Term: www.edx.org                    Term Frequency: 1         
Term: freedom                        Term Frequency: 1         
Term: shortcomings                   Term Frequency: 1         
Term: responsibilities               Term Frequency: 1         
Term: limitation                     Term Frequency: 1         
Term: sheer                          Term Frequency: 1         
Term: 3.2.3                          Term Frequency: 1         
Term: 3.2.4                          Term Frequency: 1         
Term: 3.2.5                          Term Frequency: 1         
Term: 3.2.6                          Term Frequency: 1         
Term: 3.2.1                          Term Frequency: 1         
Term: 3.2.2                          Term Frequency: 1         
Term: adds                           Term Frequency: 1         
Term: gets                           Term Frequency: 1         
Term: dougclow.org                   Term Frequency: 1         
Term: 916                            Term Frequency: 1         
Term: adequately                     Term Frequency: 1         
Term: drive                          Term Frequency: 1         
Term: unisa.ac.za                    Term Frequency: 1         
Term: offered                        Term Frequency: 1         
Term: subsequent                     Term Frequency: 1         
Term: contain                        Term Frequency: 1         
Term: performs                       Term Frequency: 1         
Term: 951                            Term Frequency: 1         
Term: prospective                    Term Frequency: 1         
Term: duties                         Term Frequency: 1         
Term: relates                        Term Frequency: 1         
Term: signs                          Term Frequency: 1         
Term: captured                       Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: false                          Term Frequency: 1         
Term: elaborate                      Term Frequency: 1         
Term: fulfill                        Term Frequency: 1         
Term: majority                       Term Frequency: 1         
Term: works                          Term Frequency: 1         
Term: everything                     Term Frequency: 1         
Term: break                          Term Frequency: 1         
Term: adequacy                       Term Frequency: 1         
Term: expressed                      Term Frequency: 1         
Term: level                          Term Frequency: 1         
Term: restrictions                   Term Frequency: 1         
Term: consumers                      Term Frequency: 1         
Term: informs                        Term Frequency: 1         
Term: plays                          Term Frequency: 1         
Term: cross                          Term Frequency: 1         
Term: acknowledge                    Term Frequency: 1         
Term: pulse                          Term Frequency: 1         
Term: vary                           Term Frequency: 1         
Term: browsing                       Term Frequency: 1         
Term: accept                         Term Frequency: 1         
Term: modelviewculture.com           Term Frequency: 1         
Term: audit                          Term Frequency: 1         
Term: confirm                        Term Frequency: 1         
Term: universities_en.pdf            Term Frequency: 1         
Term: intervene                      Term Frequency: 1         
Term: declare                        Term Frequency: 1         
Term: simplysociology.wordpress.com  Term Frequency: 1         
Term: once                           Term Frequency: 1         
Term: insists                        Term Frequency: 1         
Term: uninformed                     Term Frequency: 1         
Term: throughout                     Term Frequency: 1         
Term: conflicts                      Term Frequency: 1         
Term: compromise                     Term Frequency: 1         
Term: processors                     Term Frequency: 1         
Term: justify                        Term Frequency: 1         
Term: 1865                           Term Frequency: 1         
Term: drivers                        Term Frequency: 1         
Term: 1880                           Term Frequency: 1         
Term: 1890                           Term Frequency: 1         
Term: lead                           Term Frequency: 1         
Term: expect                         Term Frequency: 1         
Term: assess                         Term Frequency: 1         
Term: capitalized                    Term Frequency: 1         
Term: adequate                       Term Frequency: 1         
Term: assets                         Term Frequency: 1         
Term: describing                     Term Frequency: 1         
Term: enforce                        Term Frequency: 1         
Term: acknowledged                   Term Frequency: 1         
Term: informational                  Term Frequency: 1         
Term: reuse                          Term Frequency: 1         
Term: 20and                          Term Frequency: 1         
Term: 2014.918636                    Term Frequency: 1         
Term: size                           Term Frequency: 1         
Term: stewards                       Term Frequency: 1         
Term: illegitimate                   Term Frequency: 1         
Term: acknowledgement                Term Frequency: 1         
Term: data’s                         Term Frequency: 1         
Term: 327000                         Term Frequency: 1         
Term: disenfranchising               Term Frequency: 1         
Term: 8th                            Term Frequency: 1         
Term: applied                        Term Frequency: 1         
Term: enhancing                      Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: 0951839900030105               Term Frequency: 1         
Term: affirmatively                  Term Frequency: 1         
Term: orders                         Term Frequency: 1         
Term: irony                          Term Frequency: 1         
Term: overly                         Term Frequency: 1         
Term: communities                    Term Frequency: 1         
Term: upon                           Term Frequency: 1         
Term: employed                       Term Frequency: 1         
Term: function                       Term Frequency: 1         
Term: raise                          Term Frequency: 1         
Term: less                           Term Frequency: 1         
Term: 0002764213479366               Term Frequency: 1         
Term: condition                      Term Frequency: 1         
Term: detrimental                    Term Frequency: 1         
Term: supply                         Term Frequency: 1         
Term: pace                           Term Frequency: 1         
Term: legislation                    Term Frequency: 1         
Term: misrepresent                   Term Frequency: 1         
Term: dataset                        Term Frequency: 1         
Term: medical                        Term Frequency: 1         
Term: source                         Term Frequency: 1         
Term: judgments                      Term Frequency: 1         
Term: develop                        Term Frequency: 1         
Term: law’s                          Term Frequency: 1         
Term: away                           Term Frequency: 1         
Term: motivation                     Term Frequency: 1         
Term: abstract_id                    Term Frequency: 1         
Term: judicial                       Term Frequency: 1         
Term: 1985                           Term Frequency: 1         
Term: consultation                   Term Frequency: 1         
Term: societal                       Term Frequency: 1         
Term: reliability                    Term Frequency: 1         
Term: 1995                           Term Frequency: 1         
Term: low                            Term Frequency: 1         
Term: merely                         Term Frequency: 1         
Term: initial                        Term Frequency: 1         
Term: clicked                        Term Frequency: 1         
Term: redress                        Term Frequency: 1         
Term: disclosures                    Term Frequency: 1         
Term: recognizing                    Term Frequency: 1         
Term: experience                     Term Frequency: 1         
Term: necessitate                    Term Frequency: 1         
Term: combination                    Term Frequency: 1         
Term: 83data                         Term Frequency: 1         
Term: ease                           Term Frequency: 1         
Term: seeking                        Term Frequency: 1         
Term: economics                      Term Frequency: 1         
Term: past                           Term Frequency: 1         
Term: profile                        Term Frequency: 1         
Term: 6.4.1                          Term Frequency: 1         
Term: profoundly                     Term Frequency: 1         
Term: 6.4.4                          Term Frequency: 1         
Term: 6.4.2                          Term Frequency: 1         
Term: 6.4.3                          Term Frequency: 1         
Term: ec.europa.eu                   Term Frequency: 1         
Term: down                           Term Frequency: 1         
Term: faculty                        Term Frequency: 1         
Term: boundaries                     Term Frequency: 1         
Term: individualise                  Term Frequency: 1         
Term: 2723576.2723585                Term Frequency: 1         
Term: considerations                 Term Frequency: 1         
Term: 2330634                        Term Frequency: 1         
Term: classification                 Term Frequency: 1         
Term: field                          Term Frequency: 1         
Term: evaluate                       Term Frequency: 1         
Term: tailor                         Term Frequency: 1         
Term: legally                        Term Frequency: 1         
Term: 2013b                          Term Frequency: 1         
Term: 2013a                          Term Frequency: 1         
Term: ideas                          Term Frequency: 1         
Term: background                     Term Frequency: 1         
Term: contrasts                      Term Frequency: 1         
Term: above                          Term Frequency: 1         
Term: 03075079.2014.881352           Term Frequency: 1         
Term: received                       Term Frequency: 1         
Term: outset                         Term Frequency: 1         
Term: middle                         Term Frequency: 1         
Term: appear                         Term Frequency: 1         
Term: texts                          Term Frequency: 1         
Term: holds                          Term Frequency: 1         
Term: micromanage                    Term Frequency: 1         
Term: sponsorship                    Term Frequency: 1         
