Term: network                        Term Frequency: 95        
Term: drown                          Term Frequency: 2         
Term: position                       Term Frequency: 2         
Term: except                         Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: membership                     Term Frequency: 2         
Term: constructed                    Term Frequency: 2         
Term: aspect                         Term Frequency: 2         
Term: interventions                  Term Frequency: 2         
Term: mutual                         Term Frequency: 2         
Term: periphery                      Term Frequency: 2         
Term: 1.12                           Term Frequency: 2         
Term: micro                          Term Frequency: 2         
Term: socioemotional                 Term Frequency: 2         
Term: odds                           Term Frequency: 2         
Term: aim                            Term Frequency: 2         
Term: motivations                    Term Frequency: 2         
Term: tended                         Term Frequency: 2         
Term: 1.66                           Term Frequency: 2         
Term: always                         Term Frequency: 2         
Term: varying                        Term Frequency: 2         
Term: name                           Term Frequency: 2         
Term: affective                      Term Frequency: 2         
Term: pattern                        Term Frequency: 2         
Term: conceptually                   Term Frequency: 2         
Term: most                           Term Frequency: 2         
Term: reflected                      Term Frequency: 2         
Term: entropy                        Term Frequency: 2         
Term: conditions                     Term Frequency: 2         
Term: frequency                      Term Frequency: 2         
Term: frameworks                     Term Frequency: 2         
Term: aligned                        Term Frequency: 2         
Term: behaviour                      Term Frequency: 2         
Term: towards                        Term Frequency: 2         
Term: targeting                      Term Frequency: 2         
Term: nicely                         Term Frequency: 1         
Term: procity                        Term Frequency: 1         
Term: newspaper                      Term Frequency: 1         
Term: decentralised                  Term Frequency: 1         
Term: haystack                       Term Frequency: 1         
Term: selfish                        Term Frequency: 1         
Term: connect                        Term Frequency: 1         
Term: 2337                           Term Frequency: 1         
Term: readers                        Term Frequency: 1         
Term: 1003                           Term Frequency: 1         
Term: converting                     Term Frequency: 1         
Term: disperse                       Term Frequency: 1         
Term: predicted                      Term Frequency: 1         
Term: 2375                           Term Frequency: 1         
Term: proactive                      Term Frequency: 1         
Term: representation                 Term Frequency: 1         
Term: abstracted                     Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: conducive                      Term Frequency: 1         
Term: 0170840607076007               Term Frequency: 1         
Term: gmail.com                      Term Frequency: 1         
Term: better                         Term Frequency: 1         
Term: ranging                        Term Frequency: 1         
Term: taking                         Term Frequency: 1         
Term: 1060                           Term Frequency: 1         
Term: unisa.edu.au                   Term Frequency: 1         
Term: e.g                            Term Frequency: 1         
Term: propose                        Term Frequency: 1         
Term: srep06447                      Term Frequency: 1         
Term: spirit                         Term Frequency: 1         
Term: interchangeable                Term Frequency: 1         
Term: 2.1                            Term Frequency: 1         
Term: 2.2                            Term Frequency: 1         
Term: 1089                           Term Frequency: 1         
Term: academic                       Term Frequency: 1         
Term: 207                            Term Frequency: 1         
Term: 208                            Term Frequency: 1         
Term: constituted                    Term Frequency: 1         
Term: 214                            Term Frequency: 1         
Term: reciprocations                 Term Frequency: 1         
Term: direction                      Term Frequency: 1         
Term: curating                       Term Frequency: 1         
Term: 221                            Term Frequency: 1         
Term: 223                            Term Frequency: 1         
Term: flickr                         Term Frequency: 1         
Term: opposite                       Term Frequency: 1         
Term: 249                            Term Frequency: 1         
Term: 250                            Term Frequency: 1         
Term: 252                            Term Frequency: 1         
Term: participate                    Term Frequency: 1         
Term: team                           Term Frequency: 1         
Term: services                       Term Frequency: 1         
Term: 264                            Term Frequency: 1         
Term: 265                            Term Frequency: 1         
Term: reflective                     Term Frequency: 1         
Term: 275                            Term Frequency: 1         
Term: starts                         Term Frequency: 1         
Term: ultimate                       Term Frequency: 1         
Term: surprising                     Term Frequency: 1         
Term: 286                            Term Frequency: 1         
Term: suited                         Term Frequency: 1         
Term: assume                         Term Frequency: 1         
Term: offerings                      Term Frequency: 1         
Term: complementary                  Term Frequency: 1         
Term: dates                          Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: measure1                       Term Frequency: 1         
Term: created                        Term Frequency: 1         
Term: numerically                    Term Frequency: 1         
Term: hypothesised                   Term Frequency: 1         
Term: boards                         Term Frequency: 1         
Term: built                          Term Frequency: 1         
Term: lectures                       Term Frequency: 1         
Term: 3743                           Term Frequency: 1         
Term: demands                        Term Frequency: 1         
Term: announcement                   Term Frequency: 1         
Term: going                          Term Frequency: 1         
Term: 13812                          Term Frequency: 1         
Term: 0.01                           Term Frequency: 1         
Term: 2461                           Term Frequency: 1         
Term: stage                          Term Frequency: 1         
Term: interconnected                 Term Frequency: 1         
Term: 0.11                           Term Frequency: 1         
Term: 0.07                           Term Frequency: 1         
Term: later                          Term Frequency: 1         
Term: socio_semantic_blockmodelling  Term Frequency: 1         
Term: possibly                       Term Frequency: 1         
Term: computational                  Term Frequency: 1         
Term: 0.22                           Term Frequency: 1         
Term: 0.23                           Term Frequency: 1         
Term: 0.21                           Term Frequency: 1         
Term: 2480                           Term Frequency: 1         
Term: 0.17                           Term Frequency: 1         
Term: 0.15                           Term Frequency: 1         
Term: 0.16                           Term Frequency: 1         
Term: 0.14                           Term Frequency: 1         
Term: cohort                         Term Frequency: 1         
Term: 1164                           Term Frequency: 1         
Term: 0.31                           Term Frequency: 1         
Term: 0.26                           Term Frequency: 1         
Term: 0.27                           Term Frequency: 1         
Term: 0.35                           Term Frequency: 1         
Term: 0.55                           Term Frequency: 1         
Term: 0.56                           Term Frequency: 1         
Term: 0.53                           Term Frequency: 1         
Term: 0.46                           Term Frequency: 1         
Term: 0.66                           Term Frequency: 1         
Term: 0.67                           Term Frequency: 1         
Term: 0.65                           Term Frequency: 1         
Term: yielded                        Term Frequency: 1         
Term: 0.59                           Term Frequency: 1         
Term: 3.1                            Term Frequency: 1         
Term: 3.2                            Term Frequency: 1         
Term: 3.8                            Term Frequency: 1         
Term: militates                      Term Frequency: 1         
Term: familiarity                    Term Frequency: 1         
Term: diffusion                      Term Frequency: 1         
Term: operates                       Term Frequency: 1         
Term: 0.73                           Term Frequency: 1         
Term: 0.85                           Term Frequency: 1         
Term: 0.83                           Term Frequency: 1         
Term: 306                            Term Frequency: 1         
Term: comparable                     Term Frequency: 1         
Term: subject                        Term Frequency: 1         
Term: 0.98                           Term Frequency: 1         
Term: fieldbook                      Term Frequency: 1         
Term: 0.93                           Term Frequency: 1         
Term: motivates                      Term Frequency: 1         
Term: 314                            Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: motivated                      Term Frequency: 1         
Term: 323                            Term Frequency: 1         
Term: negotiating                    Term Frequency: 1         
Term: 335                            Term Frequency: 1         
Term: included                       Term Frequency: 1         
Term: intensity                      Term Frequency: 1         
Term: 10.1109                        Term Frequency: 1         
Term: 02                             Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: 352                            Term Frequency: 1         
Term: 353                            Term Frequency: 1         
Term: meaning                        Term Frequency: 1         
Term: drawing                        Term Frequency: 1         
Term: meaningless                    Term Frequency: 1         
Term: divergent                      Term Frequency: 1         
Term: 360                            Term Frequency: 1         
Term: salience                       Term Frequency: 1         
Term: 365                            Term Frequency: 1         
Term: 367                            Term Frequency: 1         
Term: experiments                    Term Frequency: 1         
Term: 1a                             Term Frequency: 1         
Term: 374                            Term Frequency: 1         
Term: 1b                             Term Frequency: 1         
Term: 377                            Term Frequency: 1         
Term: theorised                      Term Frequency: 1         
Term: authoritativeness              Term Frequency: 1         
Term: 6045                           Term Frequency: 1         
Term: discrete                       Term Frequency: 1         
Term: 62                             Term Frequency: 1         
Term: 64                             Term Frequency: 1         
Term: 66                             Term Frequency: 1         
Term: 68                             Term Frequency: 1         
Term: themselves                     Term Frequency: 1         
Term: 71                             Term Frequency: 1         
Term: 72                             Term Frequency: 1         
Term: apply                          Term Frequency: 1         
Term: 86                             Term Frequency: 1         
Term: 10.1186                        Term Frequency: 1         
Term: premises                       Term Frequency: 1         
Term: stated                         Term Frequency: 1         
Term: 0185.62.2.91                   Term Frequency: 1         
Term: degenerate                     Term Frequency: 1         
Term: 32926                          Term Frequency: 1         
Term: provision                      Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: 2536                           Term Frequency: 1         
Term: 10.1177                        Term Frequency: 1         
Term: optimal                        Term Frequency: 1         
Term: themes                         Term Frequency: 1         
Term: biased                         Term Frequency: 1         
Term: appropriate                    Term Frequency: 1         
Term: misrepresentation              Term Frequency: 1         
Term: characterize                   Term Frequency: 1         
Term: evidence                       Term Frequency: 1         
Term: generated                      Term Frequency: 1         
Term: 1255                           Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: 18797                          Term Frequency: 1         
Term: artefacts                      Term Frequency: 1         
Term: precisely                      Term Frequency: 1         
Term: noted                          Term Frequency: 1         
Term: special                        Term Frequency: 1         
Term: environment                    Term Frequency: 1         
Term: 4.1                            Term Frequency: 1         
Term: 4.2                            Term Frequency: 1         
Term: shane.dawson                   Term Frequency: 1         
Term: 4.3                            Term Frequency: 1         
Term: 4.4                            Term Frequency: 1         
Term: happens                        Term Frequency: 1         
Term: 0.023                          Term Frequency: 1         
Term: occurs                         Term Frequency: 1         
Term: 22005                          Term Frequency: 1         
Term: converge                       Term Frequency: 1         
Term: 407                            Term Frequency: 1         
Term: 408                            Term Frequency: 1         
Term: stochastic                     Term Frequency: 1         
Term: share                          Term Frequency: 1         
Term: 2nd                            Term Frequency: 1         
Term: 442                            Term Frequency: 1         
Term: render                         Term Frequency: 1         
Term: 24601                          Term Frequency: 1         
Term: exams                          Term Frequency: 1         
Term: maintain                       Term Frequency: 1         
Term: 475                            Term Frequency: 1         
Term: leveraging                     Term Frequency: 1         
Term: 6116                           Term Frequency: 1         
Term: situational                    Term Frequency: 1         
Term: structured                     Term Frequency: 1         
Term: developing                     Term Frequency: 1         
Term: remains                        Term Frequency: 1         
Term: classes                        Term Frequency: 1         
Term: conclusion                     Term Frequency: 1         
Term: supporting                     Term Frequency: 1         
Term: 6186                           Term Frequency: 1         
Term: way                            Term Frequency: 1         
Term: massively                      Term Frequency: 1         
Term: attempted                      Term Frequency: 1         
Term: 16114                          Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: receiving                      Term Frequency: 1         
Term: 2612                           Term Frequency: 1         
Term: section                        Term Frequency: 1         
Term: omitting                       Term Frequency: 1         
Term: few                            Term Frequency: 1         
Term: exceptions                     Term Frequency: 1         
Term: produced                       Term Frequency: 1         
Term: 1307                           Term Frequency: 1         
Term: diminish                       Term Frequency: 1         
Term: geared                         Term Frequency: 1         
Term: 1334                           Term Frequency: 1         
Term: mirroring                      Term Frequency: 1         
Term: extend                         Term Frequency: 1         
Term: interpretation                 Term Frequency: 1         
Term: simultaneously                 Term Frequency: 1         
Term: bi                             Term Frequency: 1         
Term: language                       Term Frequency: 1         
Term: observe                        Term Frequency: 1         
Term: hierarchical                   Term Frequency: 1         
Term: preceded                       Term Frequency: 1         
Term: topography                     Term Frequency: 1         
Term: divide                         Term Frequency: 1         
Term: four                           Term Frequency: 1         
Term: 516                            Term Frequency: 1         
Term: somebody                       Term Frequency: 1         
Term: certification                  Term Frequency: 1         
Term: grades                         Term Frequency: 1         
Term: sending                        Term Frequency: 1         
Term: belief                         Term Frequency: 1         
Term: conscious                      Term Frequency: 1         
Term: sufficient                     Term Frequency: 1         
Term: 578                            Term Frequency: 1         
Term: sports                         Term Frequency: 1         
Term: 2009.02.012                    Term Frequency: 1         
Term: ph                             Term Frequency: 1         
Term: ndowell                        Term Frequency: 1         
Term: grouped                        Term Frequency: 1         
Term: re                             Term Frequency: 1         
Term: adopt                          Term Frequency: 1         
Term: seek                           Term Frequency: 1         
Term: seen                           Term Frequency: 1         
Term: se                             Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: 0.068                          Term Frequency: 1         
Term: militate                       Term Frequency: 1         
Term: clique                         Term Frequency: 1         
Term: unattainable                   Term Frequency: 1         
Term: questionnaire                  Term Frequency: 1         
Term: streamlined                    Term Frequency: 1         
Term: privacy                        Term Frequency: 1         
Term: 18892                          Term Frequency: 1         
Term: conclude                       Term Frequency: 1         
Term: timeliness                     Term Frequency: 1         
Term: fabric                         Term Frequency: 1         
Term: 2330601.2330616                Term Frequency: 1         
Term: sound                          Term Frequency: 1         
Term: 2748                           Term Frequency: 1         
Term: 1421                           Term Frequency: 1         
Term: challenges                     Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: facilitators                   Term Frequency: 1         
Term: 1433                           Term Frequency: 1         
Term: costs                          Term Frequency: 1         
Term: 1451                           Term Frequency: 1         
Term: 1446                           Term Frequency: 1         
Term: recognized                     Term Frequency: 1         
Term: persistent                     Term Frequency: 1         
Term: 27098                          Term Frequency: 1         
Term: facilitative                   Term Frequency: 1         
Term: committed                      Term Frequency: 1         
Term: sets                           Term Frequency: 1         
Term: prominence                     Term Frequency: 1         
Term: dominate                       Term Frequency: 1         
Term: s11251                         Term Frequency: 1         
Term: 601                            Term Frequency: 1         
Term: 602                            Term Frequency: 1         
Term: longitudinal                   Term Frequency: 1         
Term: interconnectedness             Term Frequency: 1         
Term: 612                            Term Frequency: 1         
Term: 614                            Term Frequency: 1         
Term: 619                            Term Frequency: 1         
Term: 627                            Term Frequency: 1         
Term: 629                            Term Frequency: 1         
Term: considered                     Term Frequency: 1         
Term: 636                            Term Frequency: 1         
Term: understand                     Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: 641                            Term Frequency: 1         
Term: strongly                       Term Frequency: 1         
Term: larger                         Term Frequency: 1         
Term: circuit                        Term Frequency: 1         
Term: 655                            Term Frequency: 1         
Term: consequence                    Term Frequency: 1         
Term: 668                            Term Frequency: 1         
Term: entity                         Term Frequency: 1         
Term: 672                            Term Frequency: 1         
Term: earlier                        Term Frequency: 1         
Term: basis                          Term Frequency: 1         
Term: affected                       Term Frequency: 1         
Term: reciprocate                    Term Frequency: 1         
Term: 7660                           Term Frequency: 1         
Term: foremost                       Term Frequency: 1         
Term: crowds                         Term Frequency: 1         
Term: chaos                          Term Frequency: 1         
Term: must                           Term Frequency: 1         
Term: limits                         Term Frequency: 1         
Term: predominantly                  Term Frequency: 1         
Term: goods                          Term Frequency: 1         
Term: differing                      Term Frequency: 1         
Term: last                           Term Frequency: 1         
Term: adapt                          Term Frequency: 1         
Term: weight                         Term Frequency: 1         
Term: video                          Term Frequency: 1         
Term: 1411.3662                      Term Frequency: 1         
Term: evaluations                    Term Frequency: 1         
Term: applications                   Term Frequency: 1         
Term: universities                   Term Frequency: 1         
Term: her                            Term Frequency: 1         
Term: 2825                           Term Frequency: 1         
Term: www.elearnspace.org            Term Frequency: 1         
Term: physics.soc                    Term Frequency: 1         
Term: grasping                       Term Frequency: 1         
Term: gwesp                          Term Frequency: 1         
Term: 2864                           Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: extrapolate                    Term Frequency: 1         
Term: stimulate                      Term Frequency: 1         
Term: 1548                           Term Frequency: 1         
Term: point                          Term Frequency: 1         
Term: alternative                    Term Frequency: 1         
Term: valued                         Term Frequency: 1         
Term: mean                           Term Frequency: 1         
Term: predictable                    Term Frequency: 1         
Term: strict                         Term Frequency: 1         
Term: you                            Term Frequency: 1         
Term: limitations                    Term Frequency: 1         
Term: preference                     Term Frequency: 1         
Term: distort                        Term Frequency: 1         
Term: stems                          Term Frequency: 1         
Term: assemble                       Term Frequency: 1         
Term: meet                           Term Frequency: 1         
Term: answer                         Term Frequency: 1         
Term: sometimes                      Term Frequency: 1         
Term: aggregating                    Term Frequency: 1         
Term: 710                            Term Frequency: 1         
Term: 713                            Term Frequency: 1         
Term: count                          Term Frequency: 1         
Term: 725                            Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: 743                            Term Frequency: 1         
Term: 752                            Term Frequency: 1         
Term: deliver                        Term Frequency: 1         
Term: forged                         Term Frequency: 1         
Term: 12994                          Term Frequency: 1         
Term: regardless                     Term Frequency: 1         
Term: friends                        Term Frequency: 1         
Term: principles                     Term Frequency: 1         
Term: problems                       Term Frequency: 1         
Term: surveys                        Term Frequency: 1         
Term: master                         Term Frequency: 1         
Term: attraction                     Term Frequency: 1         
Term: 4.21                           Term Frequency: 1         
Term: something                      Term Frequency: 1         
Term: fundamental                    Term Frequency: 1         
Term: identities                     Term Frequency: 1         
Term: triggering                     Term Frequency: 1         
Term: actually                       Term Frequency: 1         
Term: evolve                         Term Frequency: 1         
Term: showed                         Term Frequency: 1         
Term: hyperposters                   Term Frequency: 1         
Term: 2900                           Term Frequency: 1         
Term: characteristics                Term Frequency: 1         
Term: comment                        Term Frequency: 1         
Term: discussions                    Term Frequency: 1         
Term: 1616                           Term Frequency: 1         
Term: 1615                           Term Frequency: 1         
Term: 1614                           Term Frequency: 1         
Term: arise                          Term Frequency: 1         
Term: facilitating                   Term Frequency: 1         
Term: privilege                      Term Frequency: 1         
Term: fall                           Term Frequency: 1         
Term: polarization                   Term Frequency: 1         
Term: explains                       Term Frequency: 1         
Term: culture                        Term Frequency: 1         
Term: 2978                           Term Frequency: 1         
Term: 0344                           Term Frequency: 1         
Term: ingoing                        Term Frequency: 1         
Term: stages                         Term Frequency: 1         
Term: threaded                       Term Frequency: 1         
Term: providing                      Term Frequency: 1         
Term: weeks                          Term Frequency: 1         
Term: criterion                      Term Frequency: 1         
Term: conceptualising                Term Frequency: 1         
Term: fast                           Term Frequency: 1         
Term: controls                       Term Frequency: 1         
Term: mutuality                      Term Frequency: 1         
Term: 835                            Term Frequency: 1         
Term: concluding                     Term Frequency: 1         
Term: 7808                           Term Frequency: 1         
Term: 841                            Term Frequency: 1         
Term: choose                         Term Frequency: 1         
Term: 864                            Term Frequency: 1         
Term: impacts                        Term Frequency: 1         
Term: 880                            Term Frequency: 1         
Term: 882                            Term Frequency: 1         
Term: partial                        Term Frequency: 1         
Term: hypotheses                     Term Frequency: 1         
Term: exclusion                      Term Frequency: 1         
Term: learner’s                      Term Frequency: 1         
Term: theorising                     Term Frequency: 1         
Term: differed                       Term Frequency: 1         
Term: conceptualise                  Term Frequency: 1         
Term: reason                         Term Frequency: 1         
Term: conceptualize                  Term Frequency: 1         
Term: completes                      Term Frequency: 1         
Term: photography                    Term Frequency: 1         
Term: 2433396.2433475                Term Frequency: 1         
Term: taken                          Term Frequency: 1         
Term: 21084                          Term Frequency: 1         
Term: takes                          Term Frequency: 1         
Term: 10.1017                        Term Frequency: 1         
Term: conferencing                   Term Frequency: 1         
Term: challenging                    Term Frequency: 1         
Term: repeated                       Term Frequency: 1         
Term: either                         Term Frequency: 1         
Term: 2013.2                         Term Frequency: 1         
Term: colleagues                     Term Frequency: 1         
Term: 1734                           Term Frequency: 1         
Term: underpinning                   Term Frequency: 1         
Term: 164183                         Term Frequency: 1         
Term: 10.1024                        Term Frequency: 1         
Term: 10.1038                        Term Frequency: 1         
Term: 10.1037                        Term Frequency: 1         
Term: important                      Term Frequency: 1         
Term: disengagement                  Term Frequency: 1         
Term: highlight                      Term Frequency: 1         
Term: rest                           Term Frequency: 1         
Term: hyperposter                    Term Frequency: 1         
Term: equivalent                     Term Frequency: 1         
Term: 917                            Term Frequency: 1         
Term: offered                        Term Frequency: 1         
Term: subsequent                     Term Frequency: 1         
Term: somewhat                       Term Frequency: 1         
Term: 58515                          Term Frequency: 1         
Term: memphis.edu                    Term Frequency: 1         
Term: parts                          Term Frequency: 1         
Term: 968                            Term Frequency: 1         
Term: relates                        Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: 7th                            Term Frequency: 1         
Term: crowd                          Term Frequency: 1         
Term: output                         Term Frequency: 1         
Term: 22576                          Term Frequency: 1         
Term: cycle                          Term Frequency: 1         
Term: world                          Term Frequency: 1         
Term: fluency                        Term Frequency: 1         
Term: indirectly                     Term Frequency: 1         
Term: respectful                     Term Frequency: 1         
Term: report                         Term Frequency: 1         
Term: emerges                        Term Frequency: 1         
Term: directly                       Term Frequency: 1         
Term: focused                        Term Frequency: 1         
Term: chats                          Term Frequency: 1         
Term: für                            Term Frequency: 1         
Term: 4045                           Term Frequency: 1         
Term: altruistic                     Term Frequency: 1         
Term: preprint                       Term Frequency: 1         
Term: remaining                      Term Frequency: 1         
Term: access                         Term Frequency: 1         
Term: available                      Term Frequency: 1         
Term: inquiries                      Term Frequency: 1         
Term: graphs                         Term Frequency: 1         
Term: anonymity                      Term Frequency: 1         
Term: types                          Term Frequency: 1         
Term: 1859                           Term Frequency: 1         
Term: pitfalls                       Term Frequency: 1         
Term: weak                           Term Frequency: 1         
Term: lead                           Term Frequency: 1         
Term: assess                         Term Frequency: 1         
Term: timestamps                     Term Frequency: 1         
Term: computing                      Term Frequency: 1         
Term: played                         Term Frequency: 1         
Term: spoke                          Term Frequency: 1         
Term: interacting                    Term Frequency: 1         
Term: blogging                       Term Frequency: 1         
Term: eleven                         Term Frequency: 1         
Term: object                         Term Frequency: 1         
Term: heightened                     Term Frequency: 1         
Term: making                         Term Frequency: 1         
Term: lend                           Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: irrelevant                     Term Frequency: 1         
Term: 2883851.2883964                Term Frequency: 1         
Term: 6775                           Term Frequency: 1         
Term: product                        Term Frequency: 1         
Term: 2883851.2883928                Term Frequency: 1         
Term: upon                           Term Frequency: 1         
Term: platforms                      Term Frequency: 1         
Term: employed                       Term Frequency: 1         
Term: identical                      Term Frequency: 1         
Term: comparison                     Term Frequency: 1         
Term: aligns                         Term Frequency: 1         
Term: 2883851.2883919                Term Frequency: 1         
Term: 2883851.2883924                Term Frequency: 1         
Term: 3.06                           Term Frequency: 1         
Term: 2723576.2723604                Term Frequency: 1         
Term: 3.21                           Term Frequency: 1         
Term: 3.17                           Term Frequency: 1         
Term: distinguished                  Term Frequency: 1         
Term: vulnerability                  Term Frequency: 1         
Term: 3.69                           Term Frequency: 1         
Term: promote                        Term Frequency: 1         
Term: 262089                         Term Frequency: 1         
Term: principle                      Term Frequency: 1         
Term: 1938                           Term Frequency: 1         
Term: doubt                          Term Frequency: 1         
Term: s12909                         Term Frequency: 1         
Term: involved                       Term Frequency: 1         
Term: fixed                          Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: full                           Term Frequency: 1         
Term: moderating                     Term Frequency: 1         
Term: enhance                        Term Frequency: 1         
Term: n.d                            Term Frequency: 1         
Term: manage                         Term Frequency: 1         
Term: premise                        Term Frequency: 1         
Term: 1983                           Term Frequency: 1         
Term: 9007                           Term Frequency: 1         
Term: 1998                           Term Frequency: 1         
Term: 1999                           Term Frequency: 1         
Term: advancing                      Term Frequency: 1         
Term: particular                     Term Frequency: 1         
Term: done                           Term Frequency: 1         
Term: conversations                  Term Frequency: 1         
Term: conceptualizations             Term Frequency: 1         
Term: fitting                        Term Frequency: 1         
Term: evolved                        Term Frequency: 1         
Term: 2699.6.1.27                    Term Frequency: 1         
Term: ambiguous                      Term Frequency: 1         
Term: evolves                        Term Frequency: 1         
Term: relative                       Term Frequency: 1         
Term: 9th                            Term Frequency: 1         
Term: shifting                       Term Frequency: 1         
Term: adding                         Term Frequency: 1         
Term: served                         Term Frequency: 1         
Term: messages                       Term Frequency: 1         
Term: semantic                       Term Frequency: 1         
Term: trustworthy                    Term Frequency: 1         
Term: commercialization              Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: justification                  Term Frequency: 1         
Term: received                       Term Frequency: 1         
Term: components                     Term Frequency: 1         
Term: association                    Term Frequency: 1         
Term: mix                            Term Frequency: 1         
Term: though                         Term Frequency: 1         
Term: studying                       Term Frequency: 1         
Term: 1https                         Term Frequency: 1         
Term: claimed                        Term Frequency: 1         
Term: 9135                           Term Frequency: 1         
Term: estimation                     Term Frequency: 1         
Term: happening                      Term Frequency: 1         
Term: minimize                       Term Frequency: 1         
Term: highlighted                    Term Frequency: 1         
Term: 5632                           Term Frequency: 1         
Term: 178378                         Term Frequency: 1         
Term: relevance                      Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: indicated                      Term Frequency: 1         
Term: representations                Term Frequency: 1         
Term: indicates                      Term Frequency: 1         
Term: 3027385.3027404                Term Frequency: 1         
Term: 4384                           Term Frequency: 1         
Term: media                          Term Frequency: 1         
Term: conceptualizing                Term Frequency: 1         
Term: around                         Term Frequency: 1         
Term: 3059                           Term Frequency: 1         
Term: define                         Term Frequency: 1         
Term: inherited                      Term Frequency: 1         
Term: 3084                           Term Frequency: 1         
Term: 14347                          Term Frequency: 1         
Term: skillful                       Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: granular                       Term Frequency: 1         
Term: github.com                     Term Frequency: 1         
Term: decrease                       Term Frequency: 1         
Term: delivery                       Term Frequency: 1         
Term: continuity                     Term Frequency: 1         
Term: timely                         Term Frequency: 1         
Term: promising                      Term Frequency: 1         
Term: limiting                       Term Frequency: 1         
Term: enabled                        Term Frequency: 1         
Term: amass                          Term Frequency: 1         
Term: indicator                      Term Frequency: 1         
Term: j.socnet                       Term Frequency: 1         
Term: e248                           Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: nws                            Term Frequency: 1         
Term: alone                          Term Frequency: 1         
Term: dialogue                       Term Frequency: 1         
Term: uses                           Term Frequency: 1         
Term: user                           Term Frequency: 1         
Term: promotes                       Term Frequency: 1         
Term: investigated                   Term Frequency: 1         
Term: promoting                      Term Frequency: 1         
Term: consequently                   Term Frequency: 1         
Term: communications                 Term Frequency: 1         
Term: search                         Term Frequency: 1         
Term: metaphor                       Term Frequency: 1         
Term: whom                           Term Frequency: 1         
Term: meaningful                     Term Frequency: 1         
Term: presumes                       Term Frequency: 1         
Term: origin                         Term Frequency: 1         
Term: highlighting                   Term Frequency: 1         
Term: significantly                  Term Frequency: 1         
Term: very                           Term Frequency: 1         
Term: interacts                      Term Frequency: 1         
Term: dependency                     Term Frequency: 1         
Term: dictated                       Term Frequency: 1         
Term: eventually                     Term Frequency: 1         
Term: amplify                        Term Frequency: 1         
Term: massification                  Term Frequency: 1         
Term: 4484                           Term Frequency: 1         
Term: seemed                         Term Frequency: 1         
Term: draw                           Term Frequency: 1         
Term: off                            Term Frequency: 1         
Term: complete                       Term Frequency: 1         
Term: 2.34                           Term Frequency: 1         
Term: dominating                     Term Frequency: 1         
Term: follows                        Term Frequency: 1         
Term: 2.41                           Term Frequency: 1         
Term: chosen                         Term Frequency: 1         
Term: sspoquet                       Term Frequency: 1         
Term: termed                         Term Frequency: 1         
Term: proposition                    Term Frequency: 1         
Term: allows                         Term Frequency: 1         
Term: assessments                    Term Frequency: 1         
Term: determine                      Term Frequency: 1         
Term: decreasing                     Term Frequency: 1         
Term: estimate                       Term Frequency: 1         
Term: node                           Term Frequency: 1         
Term: starting                       Term Frequency: 1         
Term: 2.93                           Term Frequency: 1         
Term: caution                        Term Frequency: 1         
Term: speculate                      Term Frequency: 1         
Term: connected                      Term Frequency: 1         
Term: epistemic                      Term Frequency: 1         
Term: lies                           Term Frequency: 1         
Term: lieu                           Term Frequency: 1         
Term: proportions                    Term Frequency: 1         
Term: closing                        Term Frequency: 1         
Term: problem                        Term Frequency: 1         
Term: deindividuation                Term Frequency: 1         
Term: method                         Term Frequency: 1         
Term: 38485                          Term Frequency: 1         
Term: distribution                   Term Frequency: 1         
Term: capacity                       Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: connecting                     Term Frequency: 1         
Term: reveal                         Term Frequency: 1         
Term: consequences                   Term Frequency: 1         
Term: j.dss                          Term Frequency: 1         
Term: blob                           Term Frequency: 1         
Term: everybody                      Term Frequency: 1         
Term: line                           Term Frequency: 1         
Term: researched                     Term Frequency: 1         
Term: arbitrary                      Term Frequency: 1         
Term: allowing                       Term Frequency: 1         
Term: 20451                          Term Frequency: 1         
Term: explanation                    Term Frequency: 1         
Term: theta                          Term Frequency: 1         
Term: contributions                  Term Frequency: 1         
Term: investing                      Term Frequency: 1         
Term: calculate                      Term Frequency: 1         
Term: frames                         Term Frequency: 1         
Term: neutral                        Term Frequency: 1         
Term: eliciting                      Term Frequency: 1         
