Term: learners                       Term Frequency: 128       
Term: members                        Term Frequency: 2         
Term: evic                           Term Frequency: 2         
Term: receive                        Term Frequency: 2         
Term: offers                         Term Frequency: 2         
Term: light                          Term Frequency: 2         
Term: classrooms                     Term Frequency: 2         
Term: choice                         Term Frequency: 2         
Term: process                        Term Frequency: 2         
Term: evaluation                     Term Frequency: 2         
Term: 33.5                           Term Frequency: 2         
Term: 33.4                           Term Frequency: 2         
Term: scrutable                      Term Frequency: 2         
Term: 2001                           Term Frequency: 2         
Term: take                           Term Frequency: 2         
Term: beneficial                     Term Frequency: 2         
Term: additional                     Term Frequency: 2         
Term: 2012                           Term Frequency: 2         
Term: 2008                           Term Frequency: 2         
Term: 2004                           Term Frequency: 2         
Term: 2014                           Term Frequency: 2         
Term: answers                        Term Frequency: 2         
Term: within                         Term Frequency: 2         
Term: health                         Term Frequency: 2         
Term: heterogeneous                  Term Frequency: 2         
Term: trackness                      Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: causes                         Term Frequency: 2         
Term: thecourse                      Term Frequency: 2         
Term: 34.0                           Term Frequency: 2         
Term: accessed                       Term Frequency: 2         
Term: outcome                        Term Frequency: 2         
Term: future                         Term Frequency: 2         
Term: 0.8                            Term Frequency: 2         
Term: grade                          Term Frequency: 2         
Term: vide                           Term Frequency: 2         
Term: instructional                  Term Frequency: 2         
Term: view                           Term Frequency: 2         
Term: educa                          Term Frequency: 2         
Term: 47.48                          Term Frequency: 2         
Term: mote                           Term Frequency: 2         
Term: resonate                       Term Frequency: 2         
Term: personal                       Term Frequency: 2         
Term: submitted                      Term Frequency: 2         
Term: responsibility                 Term Frequency: 2         
Term: 1,150                          Term Frequency: 2         
Term: typically                      Term Frequency: 2         
Term: 1,147                          Term Frequency: 2         
Term: little                         Term Frequency: 2         
Term: sig                            Term Frequency: 2         
Term: 1,118                          Term Frequency: 2         
Term: setup                          Term Frequency: 2         
Term: whoare                         Term Frequency: 2         
Term: ble                            Term Frequency: 2         
Term: completionrates                Term Frequency: 2         
Term: posts                          Term Frequency: 2         
Term: dent                           Term Frequency: 2         
Term: sug                            Term Frequency: 2         
Term: oncourse                       Term Frequency: 2         
Term: 164                            Term Frequency: 2         
Term: range                          Term Frequency: 2         
Term: submission                     Term Frequency: 2         
Term: quizzes                        Term Frequency: 2         
Term: 36.4                           Term Frequency: 2         
Term: ter                            Term Frequency: 1         
Term: 0                              Term Frequency: 1         
Term: hand                           Term Frequency: 1         
Term: tabletop                       Term Frequency: 1         
Term: 1011                           Term Frequency: 1         
Term: perimental                     Term Frequency: 1         
Term: straight                       Term Frequency: 1         
Term: thencompute                    Term Frequency: 1         
Term: rolemodel                      Term Frequency: 1         
Term: motiva                         Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: conducive                      Term Frequency: 1         
Term: ofsocial                       Term Frequency: 1         
Term: tween                          Term Frequency: 1         
Term: taking                         Term Frequency: 1         
Term: propose                        Term Frequency: 1         
Term: withthe                        Term Frequency: 1         
Term: anal                           Term Frequency: 1         
Term: top                            Term Frequency: 1         
Term: too                            Term Frequency: 1         
Term: 2.7                            Term Frequency: 1         
Term: experiment4                    Term Frequency: 1         
Term: tracesof                       Term Frequency: 1         
Term: academic                       Term Frequency: 1         
Term: differentfeedback              Term Frequency: 1         
Term: 0.28time                       Term Frequency: 1         
Term: 201                            Term Frequency: 1         
Term: 5https                         Term Frequency: 1         
Term: 214                            Term Frequency: 1         
Term: bothin                         Term Frequency: 1         
Term: offeedback                     Term Frequency: 1         
Term: ofsustained                    Term Frequency: 1         
Term: 224                            Term Frequency: 1         
Term: tracknessscore                 Term Frequency: 1         
Term: theirown                       Term Frequency: 1         
Term: defined                        Term Frequency: 1         
Term: onmore                         Term Frequency: 1         
Term: creating                       Term Frequency: 1         
Term: cus                            Term Frequency: 1         
Term: traces2                        Term Frequency: 1         
Term: onboth                         Term Frequency: 1         
Term: desired                        Term Frequency: 1         
Term: anno                           Term Frequency: 1         
Term: onher                          Term Frequency: 1         
Term: reflection                     Term Frequency: 1         
Term: surprising                     Term Frequency: 1         
Term: memory                         Term Frequency: 1         
Term: unlikelyto                     Term Frequency: 1         
Term: concept                        Term Frequency: 1         
Term: 299                            Term Frequency: 1         
Term: 3,642                          Term Frequency: 1         
Term: short                          Term Frequency: 1         
Term: ternalization                  Term Frequency: 1         
Term: withtwo                        Term Frequency: 1         
Term: measured                       Term Frequency: 1         
Term: attitudes                      Term Frequency: 1         
Term: required                       Term Frequency: 1         
Term: noevidence                     Term Frequency: 1         
Term: enter                          Term Frequency: 1         
Term: 4,099                          Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: 4,087                          Term Frequency: 1         
Term: performed                      Term Frequency: 1         
Term: isclassified                   Term Frequency: 1         
Term: unequalvariances               Term Frequency: 1         
Term: 4,065                          Term Frequency: 1         
Term: tivity                         Term Frequency: 1         
Term: testeddifferences              Term Frequency: 1         
Term: tent                           Term Frequency: 1         
Term: critical                       Term Frequency: 1         
Term: tend                           Term Frequency: 1         
Term: 29,1983                        Term Frequency: 1         
Term: built                          Term Frequency: 1         
Term: 4,038                          Term Frequency: 1         
Term: 11.5                           Term Frequency: 1         
Term: build                          Term Frequency: 1         
Term: 11.8                           Term Frequency: 1         
Term: possibil                       Term Frequency: 1         
Term: overalldifference              Term Frequency: 1         
Term: areas                          Term Frequency: 1         
Term: viewing                        Term Frequency: 1         
Term: coursematerials                Term Frequency: 1         
Term: 1104                           Term Frequency: 1         
Term: 1100                           Term Frequency: 1         
Term: completionoutcomes             Term Frequency: 1         
Term: acquisition                    Term Frequency: 1         
Term: deadline                       Term Frequency: 1         
Term: lated                          Term Frequency: 1         
Term: 0.01                           Term Frequency: 1         
Term: right                          Term Frequency: 1         
Term: possible                       Term Frequency: 1         
Term: did                            Term Frequency: 1         
Term: 0.12                           Term Frequency: 1         
Term: logdata                        Term Frequency: 1         
Term: 0.09                           Term Frequency: 1         
Term: 0.05                           Term Frequency: 1         
Term: 0.03                           Term Frequency: 1         
Term: static                         Term Frequency: 1         
Term: thedifference                  Term Frequency: 1         
Term: remained                       Term Frequency: 1         
Term: 0.22                           Term Frequency: 1         
Term: learnerswho                    Term Frequency: 1         
Term: 0.17                           Term Frequency: 1         
Term: mind’s                         Term Frequency: 1         
Term: 0.18                           Term Frequency: 1         
Term: 0.15                           Term Frequency: 1         
Term: 0.32                           Term Frequency: 1         
Term: inloose                        Term Frequency: 1         
Term: 0.24                           Term Frequency: 1         
Term: basedprimarily                 Term Frequency: 1         
Term: dle                            Term Frequency: 1         
Term: groupsrespectively             Term Frequency: 1         
Term: 0.44                           Term Frequency: 1         
Term: 0.40                           Term Frequency: 1         
Term: pages17                        Term Frequency: 1         
Term: 0.35                           Term Frequency: 1         
Term: 1hr                            Term Frequency: 1         
Term: sired                          Term Frequency: 1         
Term: 0.55                           Term Frequency: 1         
Term: balance                        Term Frequency: 1         
Term: revealed                       Term Frequency: 1         
Term: pages21                        Term Frequency: 1         
Term: researchers                    Term Frequency: 1         
Term: made                           Term Frequency: 1         
Term: bythe                          Term Frequency: 1         
Term: 0.59                           Term Frequency: 1         
Term: 3.0                            Term Frequency: 1         
Term: 3.8                            Term Frequency: 1         
Term: 0.70                           Term Frequency: 1         
Term: 0.77                           Term Frequency: 1         
Term: pirically                      Term Frequency: 1         
Term: asmall                         Term Frequency: 1         
Term: 0.74                           Term Frequency: 1         
Term: learnersfrom                   Term Frequency: 1         
Term: known                          Term Frequency: 1         
Term: characterized                  Term Frequency: 1         
Term: viding                         Term Frequency: 1         
Term: 0.86                           Term Frequency: 1         
Term: 0.84                           Term Frequency: 1         
Term: 301                            Term Frequency: 1         
Term: comparable                     Term Frequency: 1         
Term: courseafter                    Term Frequency: 1         
Term: feedbacktools                  Term Frequency: 1         
Term: 311                            Term Frequency: 1         
Term: 317                            Term Frequency: 1         
Term: combina                        Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: alter                          Term Frequency: 1         
Term: comparisonswithin              Term Frequency: 1         
Term: labelled                       Term Frequency: 1         
Term: 322                            Term Frequency: 1         
Term: 324                            Term Frequency: 1         
Term: 327                            Term Frequency: 1         
Term: 332                            Term Frequency: 1         
Term: included                       Term Frequency: 1         
Term: thread                         Term Frequency: 1         
Term: 5.5.4.1                        Term Frequency: 1         
Term: 342                            Term Frequency: 1         
Term: 347                            Term Frequency: 1         
Term: 349                            Term Frequency: 1         
Term: considerationswithout          Term Frequency: 1         
Term: fulfillalternative             Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: inform                         Term Frequency: 1         
Term: 4,142                          Term Frequency: 1         
Term: regulatorybehavior             Term Frequency: 1         
Term: empirical                      Term Frequency: 1         
Term: 359                            Term Frequency: 1         
Term: drawing                        Term Frequency: 1         
Term: highest                        Term Frequency: 1         
Term: male                           Term Frequency: 1         
Term: latitude                       Term Frequency: 1         
Term: accessedthe                    Term Frequency: 1         
Term: 374                            Term Frequency: 1         
Term: 379                            Term Frequency: 1         
Term: examined                       Term Frequency: 1         
Term: increasing                     Term Frequency: 1         
Term: 6033                           Term Frequency: 1         
Term: numbers                        Term Frequency: 1         
Term: 51                             Term Frequency: 1         
Term: 55                             Term Frequency: 1         
Term: grounds                        Term Frequency: 1         
Term: 61                             Term Frequency: 1         
Term: 62                             Term Frequency: 1         
Term: 63                             Term Frequency: 1         
Term: 64                             Term Frequency: 1         
Term: 65                             Term Frequency: 1         
Term: 66                             Term Frequency: 1         
Term: thatis                         Term Frequency: 1         
Term: common                         Term Frequency: 1         
Term: themselves                     Term Frequency: 1         
Term: 70                             Term Frequency: 1         
Term: learnerbehavior                Term Frequency: 1         
Term: 71                             Term Frequency: 1         
Term: 74                             Term Frequency: 1         
Term: 76                             Term Frequency: 1         
Term: peerswho                       Term Frequency: 1         
Term: 79                             Term Frequency: 1         
Term: adrive                         Term Frequency: 1         
Term: relational                     Term Frequency: 1         
Term: 87                             Term Frequency: 1         
Term: 89                             Term Frequency: 1         
Term: permissionand                  Term Frequency: 1         
Term: lost                           Term Frequency: 1         
Term: individualisticpromotion       Term Frequency: 1         
Term: 92                             Term Frequency: 1         
Term: 1,337                          Term Frequency: 1         
Term: 94                             Term Frequency: 1         
Term: 97                             Term Frequency: 1         
Term: 98                             Term Frequency: 1         
Term: var                            Term Frequency: 1         
Term: gender                         Term Frequency: 1         
Term: 1,318                          Term Frequency: 1         
Term: 25.3                           Term Frequency: 1         
Term: consistentlyhigher             Term Frequency: 1         
Term: 12.1                           Term Frequency: 1         
Term: edu                            Term Frequency: 1         
Term: 12.8                           Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: 12.6                           Term Frequency: 1         
Term: totheir                        Term Frequency: 1         
Term: acterizes                      Term Frequency: 1         
Term: 15.65                          Term Frequency: 1         
Term: ations                         Term Frequency: 1         
Term: optimal                        Term Frequency: 1         
Term: cultureswere                   Term Frequency: 1         
Term: surveying                      Term Frequency: 1         
Term: willalso                       Term Frequency: 1         
Term: 15,483                         Term Frequency: 1         
Term: immediately                    Term Frequency: 1         
Term: measurement                    Term Frequency: 1         
Term: domized                        Term Frequency: 1         
Term: representing                   Term Frequency: 1         
Term: often                          Term Frequency: 1         
Term: users                          Term Frequency: 1         
Term: obtaining                      Term Frequency: 1         
Term: useful                         Term Frequency: 1         
Term: gagement                       Term Frequency: 1         
Term: lined                          Term Frequency: 1         
Term: individualas                   Term Frequency: 1         
Term: cultureoutperform              Term Frequency: 1         
Term: lines                          Term Frequency: 1         
Term: nology                         Term Frequency: 1         
Term: 4.0                            Term Frequency: 1         
Term: 4.3                            Term Frequency: 1         
Term: achieved                       Term Frequency: 1         
Term: kindof                         Term Frequency: 1         
Term: 4.4                            Term Frequency: 1         
Term: 4.5                            Term Frequency: 1         
Term: 4.6                            Term Frequency: 1         
Term: teachingstrategies             Term Frequency: 1         
Term: 4.7                            Term Frequency: 1         
Term: tries                          Term Frequency: 1         
Term: moreengagement                 Term Frequency: 1         
Term: ismissing                      Term Frequency: 1         
Term: alllearners                    Term Frequency: 1         
Term: isstatistically                Term Frequency: 1         
Term: achievementgaps                Term Frequency: 1         
Term: 400                            Term Frequency: 1         
Term: 405                            Term Frequency: 1         
Term: 407                            Term Frequency: 1         
Term: rights                         Term Frequency: 1         
Term: rightnow                       Term Frequency: 1         
Term: ery                            Term Frequency: 1         
Term: 420                            Term Frequency: 1         
Term: explanatorytext                Term Frequency: 1         
Term: etc                            Term Frequency: 1         
Term: havedemonstrated               Term Frequency: 1         
Term: 438                            Term Frequency: 1         
Term: interpreta                     Term Frequency: 1         
Term: individually                   Term Frequency: 1         
Term: couldbe                        Term Frequency: 1         
Term: 461                            Term Frequency: 1         
Term: plots                          Term Frequency: 1         
Term: 469                            Term Frequency: 1         
Term: strategy                       Term Frequency: 1         
Term: achievements                   Term Frequency: 1         
Term: 470                            Term Frequency: 1         
Term: differently                    Term Frequency: 1         
Term: leveraging                     Term Frequency: 1         
Term: represented                    Term Frequency: 1         
Term: adolescents                    Term Frequency: 1         
Term: 482                            Term Frequency: 1         
Term: learningin                     Term Frequency: 1         
Term: 492                            Term Frequency: 1         
Term: nificant                       Term Frequency: 1         
Term: ness                           Term Frequency: 1         
Term: cess                           Term Frequency: 1         
Term: 5.08                           Term Frequency: 1         
Term: developing                     Term Frequency: 1         
Term: dwell                          Term Frequency: 1         
Term: features                       Term Frequency: 1         
Term: might                          Term Frequency: 1         
Term: citationon                     Term Frequency: 1         
Term: improving                      Term Frequency: 1         
Term: leads                          Term Frequency: 1         
Term: next                           Term Frequency: 1         
Term: 5.41                           Term Frequency: 1         
Term: supporting                     Term Frequency: 1         
Term: factor                         Term Frequency: 1         
Term: incorporating                  Term Frequency: 1         
Term: areomitted                     Term Frequency: 1         
Term: effectively                    Term Frequency: 1         
Term: grained                        Term Frequency: 1         
Term: theyplease                     Term Frequency: 1         
Term: gree                           Term Frequency: 1         
Term: logged                         Term Frequency: 1         
Term: investigatingthe               Term Frequency: 1         
Term: 5.87                           Term Frequency: 1         
Term: isolatedin                     Term Frequency: 1         
Term: observedhigher                 Term Frequency: 1         
Term: gain                           Term Frequency: 1         
Term: andengagement                  Term Frequency: 1         
Term: sult                           Term Frequency: 1         
Term: informeddecisions              Term Frequency: 1         
Term: continuously                   Term Frequency: 1         
Term: 13.2                           Term Frequency: 1         
Term: proceeded                      Term Frequency: 1         
Term: sides                          Term Frequency: 1         
Term: 13.6                           Term Frequency: 1         
Term: tified                         Term Frequency: 1         
Term: thatproviding                  Term Frequency: 1         
Term: personally                     Term Frequency: 1         
Term: revisited                      Term Frequency: 1         
Term: learner’sunique                Term Frequency: 1         
Term: 1313                           Term Frequency: 1         
Term: structural                     Term Frequency: 1         
Term: presentingmultivariate         Term Frequency: 1         
Term: 48,2016                        Term Frequency: 1         
Term: thatthey                       Term Frequency: 1         
Term: tosupport                      Term Frequency: 1         
Term: learnersdid                    Term Frequency: 1         
Term: variance                       Term Frequency: 1         
Term: various                        Term Frequency: 1         
Term: visit                          Term Frequency: 1         
Term: extent                         Term Frequency: 1         
Term: conversely                     Term Frequency: 1         
Term: rank                           Term Frequency: 1         
Term: ad                             Term Frequency: 1         
Term: af                             Term Frequency: 1         
Term: ag                             Term Frequency: 1         
Term: ap                             Term Frequency: 1         
Term: nificantly                     Term Frequency: 1         
Term: interpretation                 Term Frequency: 1         
Term: internalization                Term Frequency: 1         
Term: ization                        Term Frequency: 1         
Term: keeping                        Term Frequency: 1         
Term: co                             Term Frequency: 1         
Term: observe                        Term Frequency: 1         
Term: ed                             Term Frequency: 1         
Term: ef                             Term Frequency: 1         
Term: ei                             Term Frequency: 1         
Term: em                             Term Frequency: 1         
Term: en                             Term Frequency: 1         
Term: never                          Term Frequency: 1         
Term: ev                             Term Frequency: 1         
Term: commitmentand                  Term Frequency: 1         
Term: classroomenvironments          Term Frequency: 1         
Term: 5.1                            Term Frequency: 1         
Term: teachingassistant              Term Frequency: 1         
Term: 5.7                            Term Frequency: 1         
Term: 5.4.1                          Term Frequency: 1         
Term: 5.4.2                          Term Frequency: 1         
Term: 5.4.3                          Term Frequency: 1         
Term: pages1305                      Term Frequency: 1         
Term: covera                         Term Frequency: 1         
Term: skill                          Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: interpretative                 Term Frequency: 1         
Term: go                             Term Frequency: 1         
Term: placed                         Term Frequency: 1         
Term: manipulation                   Term Frequency: 1         
Term: likely                         Term Frequency: 1         
Term: im                             Term Frequency: 1         
Term: iv                             Term Frequency: 1         
Term: howthose                       Term Frequency: 1         
Term: 533                            Term Frequency: 1         
Term: thatlearners                   Term Frequency: 1         
Term: theoverall                     Term Frequency: 1         
Term: alearner’s                     Term Frequency: 1         
Term: ful                            Term Frequency: 1         
Term: howstudents                    Term Frequency: 1         
Term: 557                            Term Frequency: 1         
Term: individuallevel                Term Frequency: 1         
Term: author                         Term Frequency: 1         
Term: feeling                        Term Frequency: 1         
Term: ob                             Term Frequency: 1         
Term: 578                            Term Frequency: 1         
Term: prioreducation                 Term Frequency: 1         
Term: tendencies                     Term Frequency: 1         
Term: enrolledand                    Term Frequency: 1         
Term: po                             Term Frequency: 1         
Term: readily                        Term Frequency: 1         
Term: nation                         Term Frequency: 1         
Term: extremely                      Term Frequency: 1         
Term: ther                           Term Frequency: 1         
Term: grouped                        Term Frequency: 1         
Term: se                             Term Frequency: 1         
Term: lecture                        Term Frequency: 1         
Term: abili                          Term Frequency: 1         
Term: closer                         Term Frequency: 1         
Term: 0.75submission                 Term Frequency: 1         
Term: nostic                         Term Frequency: 1         
Term: culturesfocus                  Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: reasonable                     Term Frequency: 1         
Term: rules                          Term Frequency: 1         
Term: ucation                        Term Frequency: 1         
Term: themre                         Term Frequency: 1         
Term: enrolling                      Term Frequency: 1         
Term: know                           Term Frequency: 1         
Term: 27.9                           Term Frequency: 1         
Term: commoneducation                Term Frequency: 1         
Term: gap                            Term Frequency: 1         
Term: emphasize                      Term Frequency: 1         
Term: completionamong                Term Frequency: 1         
Term: empiricalunderpinnings         Term Frequency: 1         
Term: observeddifferences            Term Frequency: 1         
Term: dicates                        Term Frequency: 1         
Term: 0.365.4.3                      Term Frequency: 1         
Term: 14.0                           Term Frequency: 1         
Term: combinations                   Term Frequency: 1         
Term: exact                          Term Frequency: 1         
Term: 14.4                           Term Frequency: 1         
Term: tools                          Term Frequency: 1         
Term: power                          Term Frequency: 1         
Term: yielding                       Term Frequency: 1         
Term: help                           Term Frequency: 1         
Term: additionally                   Term Frequency: 1         
Term: addresses                      Term Frequency: 1         
Term: areour                         Term Frequency: 1         
Term: translate                      Term Frequency: 1         
Term: normative                      Term Frequency: 1         
Term: depended                       Term Frequency: 1         
Term: addressed                      Term Frequency: 1         
Term: crease                         Term Frequency: 1         
Term: adaptfeedback                  Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: isavailable                    Term Frequency: 1         
Term: implementation                 Term Frequency: 1         
Term: 1,517                          Term Frequency: 1         
Term: efficiencyin                   Term Frequency: 1         
Term: factors                        Term Frequency: 1         
Term: numerous                       Term Frequency: 1         
Term: tential                        Term Frequency: 1         
Term: without                        Term Frequency: 1         
Term: thecourses                     Term Frequency: 1         
Term: possess                        Term Frequency: 1         
Term: sights                         Term Frequency: 1         
Term: weekly                         Term Frequency: 1         
Term: attentional                    Term Frequency: 1         
Term: adapthttps                     Term Frequency: 1         
Term: scrutability                   Term Frequency: 1         
Term: returned                       Term Frequency: 1         
Term: 6.6                            Term Frequency: 1         
Term: showedthat                     Term Frequency: 1         
Term: standard                       Term Frequency: 1         
Term: randomizedcontrolled           Term Frequency: 1         
Term: avery                          Term Frequency: 1         
Term: posits                         Term Frequency: 1         
Term: learners’cultural              Term Frequency: 1         
Term: comparethe                     Term Frequency: 1         
Term: facilitation                   Term Frequency: 1         
Term: hypothesize                    Term Frequency: 1         
Term: tracessuch                     Term Frequency: 1         
Term: changing                       Term Frequency: 1         
Term: andsocial                      Term Frequency: 1         
Term: understand                     Term Frequency: 1         
Term: strongly                       Term Frequency: 1         
Term: 658                            Term Frequency: 1         
Term: motivational                   Term Frequency: 1         
Term: discussed                      Term Frequency: 1         
Term: possibilities                  Term Frequency: 1         
Term: prefixed                       Term Frequency: 1         
Term: sustained                      Term Frequency: 1         
Term: oftheir                        Term Frequency: 1         
Term: objec                          Term Frequency: 1         
Term: basis                          Term Frequency: 1         
Term: affected                       Term Frequency: 1         
Term: basic                          Term Frequency: 1         
Term: ties                           Term Frequency: 1         
Term: metricsshown                   Term Frequency: 1         
Term: engagementwith                 Term Frequency: 1         
Term: feedbackframing                Term Frequency: 1         
Term: formetacognitive               Term Frequency: 1         
Term: learnersneed                   Term Frequency: 1         
Term: events                         Term Frequency: 1         
Term: finalgrades                    Term Frequency: 1         
Term: videoswhile                    Term Frequency: 1         
Term: must                           Term Frequency: 1         
Term: discarded                      Term Frequency: 1         
Term: learnerpopulation              Term Frequency: 1         
Term: significantlyhigher            Term Frequency: 1         
Term: ideals                         Term Frequency: 1         
Term: refresh                        Term Frequency: 1         
Term: thecontrol                     Term Frequency: 1         
Term: summarizes                     Term Frequency: 1         
Term: weobserved                     Term Frequency: 1         
Term: 0.09submission                 Term Frequency: 1         
Term: attend                         Term Frequency: 1         
Term: guided                         Term Frequency: 1         
Term: 28.3                           Term Frequency: 1         
Term: 28.0                           Term Frequency: 1         
Term: citing                         Term Frequency: 1         
Term: impossible                     Term Frequency: 1         
Term: thepresent                     Term Frequency: 1         
Term: evaluations                    Term Frequency: 1         
Term: 15.0                           Term Frequency: 1         
Term: chang                          Term Frequency: 1         
Term: infrastructure                 Term Frequency: 1         
Term: theclusters                    Term Frequency: 1         
Term: initially                      Term Frequency: 1         
Term: 15.7                           Term Frequency: 1         
Term: multi                          Term Frequency: 1         
Term: having                         Term Frequency: 1         
Term: 1500                           Term Frequency: 1         
Term: 1509                           Term Frequency: 1         
Term: emphasized                     Term Frequency: 1         
Term: 2,006                          Term Frequency: 1         
Term: tripling                       Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: linesof                        Term Frequency: 1         
Term: potential                      Term Frequency: 1         
Term: controlgroups                  Term Frequency: 1         
Term: attendance                     Term Frequency: 1         
Term: 6shows                         Term Frequency: 1         
Term: strict                         Term Frequency: 1         
Term: visualized                     Term Frequency: 1         
Term: explainthe                     Term Frequency: 1         
Term: 7.1                            Term Frequency: 1         
Term: mirror                         Term Frequency: 1         
Term: subjects                       Term Frequency: 1         
Term: 0.06quiz                       Term Frequency: 1         
Term: learnerspersonalized           Term Frequency: 1         
Term: beginning                      Term Frequency: 1         
Term: 2,157                          Term Frequency: 1         
Term: increaselearner                Term Frequency: 1         
Term: exposed                        Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: alower                         Term Frequency: 1         
Term: comparisonof                   Term Frequency: 1         
Term: tracking                       Term Frequency: 1         
Term: courseswere                    Term Frequency: 1         
Term: eachtreatment                  Term Frequency: 1         
Term: action                         Term Frequency: 1         
Term: 64.3                           Term Frequency: 1         
Term: envi                           Term Frequency: 1         
Term: fewersocial                    Term Frequency: 1         
Term: phenomenon                     Term Frequency: 1         
Term: 0.13time                       Term Frequency: 1         
Term: ispossible                     Term Frequency: 1         
Term: vetted                         Term Frequency: 1         
Term: 788                            Term Frequency: 1         
Term: workplace                      Term Frequency: 1         
Term: threerefinements               Term Frequency: 1         
Term: itsgeneralizability            Term Frequency: 1         
Term: thatsubsequent                 Term Frequency: 1         
Term: thesystem                      Term Frequency: 1         
Term: supplementary                  Term Frequency: 1         
Term: regardless                     Term Frequency: 1         
Term: regulating                     Term Frequency: 1         
Term: magnitude                      Term Frequency: 1         
Term: 4.01                           Term Frequency: 1         
Term: generalizable                  Term Frequency: 1         
Term: 0.85ratio                      Term Frequency: 1         
Term: guez                           Term Frequency: 1         
Term: 4.20                           Term Frequency: 1         
Term: 0.57submission                 Term Frequency: 1         
Term: one’s                          Term Frequency: 1         
Term: understandable                 Term Frequency: 1         
Term: 29.1                           Term Frequency: 1         
Term: 4.46                           Term Frequency: 1         
Term: showed                         Term Frequency: 1         
Term: comparesto                     Term Frequency: 1         
Term: bypersonalization              Term Frequency: 1         
Term: 4.56                           Term Frequency: 1         
Term: havioral                       Term Frequency: 1         
Term: extends                        Term Frequency: 1         
Term: 16.4                           Term Frequency: 1         
Term: 16.3                           Term Frequency: 1         
Term: 4.89                           Term Frequency: 1         
Term: envisioned                     Term Frequency: 1         
Term: peerachievements               Term Frequency: 1         
Term: between12                      Term Frequency: 1         
Term: arise                          Term Frequency: 1         
Term: facilitating                   Term Frequency: 1         
Term: cial                           Term Frequency: 1         
Term: trialsin                       Term Frequency: 1         
Term: isolated                       Term Frequency: 1         
Term: tracked                        Term Frequency: 1         
Term: operationalized                Term Frequency: 1         
Term: conclu                         Term Frequency: 1         
Term: wegathered                     Term Frequency: 1         
Term: runs                           Term Frequency: 1         
Term: poli                           Term Frequency: 1         
Term: abouttheir                     Term Frequency: 1         
Term: phraseswith                    Term Frequency: 1         
Term: insights                       Term Frequency: 1         
Term: educationcontent               Term Frequency: 1         
Term: cies                           Term Frequency: 1         
Term: ina                            Term Frequency: 1         
Term: unobserved                     Term Frequency: 1         
Term: lookup                         Term Frequency: 1         
Term: enforced                       Term Frequency: 1         
Term: socialpsychology               Term Frequency: 1         
Term: 8.1                            Term Frequency: 1         
Term: 8.2                            Term Frequency: 1         
Term: seamlessly                     Term Frequency: 1         
Term: overseveral                    Term Frequency: 1         
Term: excellent                      Term Frequency: 1         
Term: adapted                        Term Frequency: 1         
Term: ofcompleting                   Term Frequency: 1         
Term: knowif                         Term Frequency: 1         
Term: sorted                         Term Frequency: 1         
Term: venience                       Term Frequency: 1         
Term: betweenexperimental            Term Frequency: 1         
Term: frompeers                      Term Frequency: 1         
Term: rationale                      Term Frequency: 1         
Term: specificframing                Term Frequency: 1         
Term: ism                            Term Frequency: 1         
Term: orclassroom                    Term Frequency: 1         
Term: post                           Term Frequency: 1         
Term: port                           Term Frequency: 1         
Term: givento                        Term Frequency: 1         
Term: 117.0                          Term Frequency: 1         
Term: thedesign                      Term Frequency: 1         
Term: improvement                    Term Frequency: 1         
Term: itsbeneficial                  Term Frequency: 1         
Term: indepen                        Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: editionran                     Term Frequency: 1         
Term: ize                            Term Frequency: 1         
Term: synthesis                      Term Frequency: 1         
Term: powerful                       Term Frequency: 1         
Term: exploredpatterns               Term Frequency: 1         
Term: learnersrendered               Term Frequency: 1         
Term: real                           Term Frequency: 1         
Term: unit                           Term Frequency: 1         
Term: predict                        Term Frequency: 1         
