Term: student                        Term Frequency: 23        
Term: TEXT                           Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: MiningApproach                 Term Frequency: 0         
Term: andWord                        Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: ePortfolio                     Term Frequency: 0         
Term: Kappas                         Term Frequency: 0         
Term: Reflecting                     Term Frequency: 0         
Term: FUTURE                         Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: McWilliams                     Term Frequency: 0         
Term: Engagement                     Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: GeneralGeneral                 Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: GoodrichUniversity             Term Frequency: 0         
Term: nd.eduNitesh                   Term Frequency: 0         
Term: PerformanceKeywordsAnalytic    Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: text.Applying                  Term Frequency: 0         
Term: Alex                           Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: Self1                          Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Niederhoffer.Psychological     Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: EngineeringEducation           Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: Approaches                     Term Frequency: 0         
Term: Further                        Term Frequency: 0         
Term: Frederick                      Term Frequency: 0         
Term: andPsychometric                Term Frequency: 0         
Term: More                           Term Frequency: 0         
Term: Electronic                     Term Frequency: 0         
Term: Methods                        Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: Aguiar                         Term Frequency: 0         
Term: Engineering                    Term Frequency: 0         
Term: Portfolios                     Term Frequency: 0         
Term: byLIWC                         Term Frequency: 0         
Term: While                          Term Frequency: 0         
