Term: information                    Term Frequency: 45        
Term: inconsistent                   Term Frequency: 1         
Term: authoring                      Term Frequency: 1         
Term: earlier                        Term Frequency: 1         
Term: basis                          Term Frequency: 1         
Term: rarely                         Term Frequency: 1         
Term: basic                          Term Frequency: 1         
Term: represents                     Term Frequency: 1         
Term: ties                           Term Frequency: 1         
Term: 699                            Term Frequency: 1         
Term: explanations                   Term Frequency: 1         
Term: conduct                        Term Frequency: 1         
Term: styles                         Term Frequency: 1         
Term: actions                        Term Frequency: 1         
Term: sophisticated                  Term Frequency: 1         
Term: indicative                     Term Frequency: 1         
Term: summarise                      Term Frequency: 1         
Term: found                          Term Frequency: 1         
Term: validate                       Term Frequency: 1         
Term: auxiliaries                    Term Frequency: 1         
Term: 276245                         Term Frequency: 1         
Term: pre                            Term Frequency: 1         
Term: intersubjectivity              Term Frequency: 1         
Term: correlates                     Term Frequency: 1         
Term: updated                        Term Frequency: 1         
Term: ecology                        Term Frequency: 1         
Term: 242parts                       Term Frequency: 1         
Term: typical                        Term Frequency: 1         
Term: time                           Term Frequency: 1         
Term: multi                          Term Frequency: 1         
Term: identified                     Term Frequency: 1         
Term: perfunctory                    Term Frequency: 1         
Term: light                          Term Frequency: 1         
Term: apparently                     Term Frequency: 1         
Term: stanza                         Term Frequency: 1         
Term: theme                          Term Frequency: 1         
Term: editor                         Term Frequency: 1         
Term: before                         Term Frequency: 1         
Term: answering                      Term Frequency: 1         
Term: employs                        Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: consider                       Term Frequency: 1         
Term: credentials                    Term Frequency: 1         
Term: clear                          Term Frequency: 1         
Term: encounter                      Term Frequency: 1         
Term: mean                           Term Frequency: 1         
Term: sjgknight                      Term Frequency: 1         
Term: evaluating                     Term Frequency: 1         
Term: comes                          Term Frequency: 1         
Term: embedded                       Term Frequency: 1         
Term: subjects                       Term Frequency: 1         
Term: expository                     Term Frequency: 1         
Term: calls                          Term Frequency: 1         
Term: adverbs                        Term Frequency: 1         
Term: represent                      Term Frequency: 1         
Term: questions                      Term Frequency: 1         
Term: contradictory                  Term Frequency: 1         
Term: 2007                           Term Frequency: 1         
Term: 731                            Term Frequency: 1         
Term: just                           Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: 2022                           Term Frequency: 1         
Term: collaborate                    Term Frequency: 1         
Term: action                         Term Frequency: 1         
Term: decontextualized               Term Frequency: 1         
Term: topics                         Term Frequency: 1         
Term: marks                          Term Frequency: 1         
Term: observable                     Term Frequency: 1         
Term: concerned                      Term Frequency: 1         
Term: geographic                     Term Frequency: 1         
Term: reviews                        Term Frequency: 1         
Term: interactively                  Term Frequency: 1         
Term: edpolicy                       Term Frequency: 1         
Term: experiences                    Term Frequency: 1         
Term: present                        Term Frequency: 1         
Term: problems                       Term Frequency: 1         
Term: best                           Term Frequency: 1         
Term: positioning                    Term Frequency: 1         
Term: probing                        Term Frequency: 1         
Term: certainly                      Term Frequency: 1         
Term: concerning                     Term Frequency: 1         
Term: coming                         Term Frequency: 1         
Term: functional                     Term Frequency: 1         
Term: fundamental                    Term Frequency: 1         
Term: pieces                         Term Frequency: 1         
Term: outline                        Term Frequency: 1         
Term: perspective                    Term Frequency: 1         
Term: measurements                   Term Frequency: 1         
Term: designing                      Term Frequency: 1         
Term: discuses                       Term Frequency: 1         
Term: conflict                       Term Frequency: 1         
Term: smarter                        Term Frequency: 1         
Term: sturdy                         Term Frequency: 1         
Term: reasoning                      Term Frequency: 1         
Term: established                    Term Frequency: 1         
Term: evolving                       Term Frequency: 1         
Term: prefer                         Term Frequency: 1         
Term: clearly                        Term Frequency: 1         
Term: minority                       Term Frequency: 1         
Term: insights                       Term Frequency: 1         
Term: speaker                        Term Frequency: 1         
Term: covered                        Term Frequency: 1         
Term: publisher                      Term Frequency: 1         
Term: solving                        Term Frequency: 1         
Term: operations                     Term Frequency: 1         
Term: constructed                    Term Frequency: 1         
Term: argumentation                  Term Frequency: 1         
Term: resources                      Term Frequency: 1         
Term: maladaptive                    Term Frequency: 1         
Term: objects                        Term Frequency: 1         
Term: accuracy                       Term Frequency: 1         
Term: resolution                     Term Frequency: 1         
Term: building                       Term Frequency: 1         
Term: quote                          Term Frequency: 1         
Term: authorities                    Term Frequency: 1         
Term: cultural                       Term Frequency: 1         
Term: 806                            Term Frequency: 1         
Term: providing                      Term Frequency: 1         
Term: 3417                           Term Frequency: 1         
Term: aspect                         Term Frequency: 1         
Term: 814                            Term Frequency: 1         
Term: qualities                      Term Frequency: 1         
Term: knower                         Term Frequency: 1         
Term: concluding                     Term Frequency: 1         
Term: finite                         Term Frequency: 1         
Term: constructive                   Term Frequency: 1         
Term: educationally                  Term Frequency: 1         
Term: production                     Term Frequency: 1         
Term: improvement                    Term Frequency: 1         
Term: moves                          Term Frequency: 1         
Term: 243adaptive                    Term Frequency: 1         
Term: collectively                   Term Frequency: 1         
Term: testing                        Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: partial                        Term Frequency: 1         
Term: aim                            Term Frequency: 1         
Term: points                         Term Frequency: 1         
Term: read                           Term Frequency: 1         
Term: constructing                   Term Frequency: 1         
Term: conducted                      Term Frequency: 1         
Term: 1.85                           Term Frequency: 1         
Term: predict                        Term Frequency: 1         
Term: paraphrase                     Term Frequency: 1         
Term: noting                         Term Frequency: 1         
Term: demand                         Term Frequency: 1         
Term: conceptualize                  Term Frequency: 1         
Term: calculations                   Term Frequency: 1         
Term: predictors                     Term Frequency: 1         
Term: diversity                      Term Frequency: 1         
Term: varying                        Term Frequency: 1         
Term: where                          Term Frequency: 1         
Term: describes                      Term Frequency: 1         
Term: partners                       Term Frequency: 1         
Term: theories                       Term Frequency: 1         
Term: quotations                     Term Frequency: 1         
Term: parameters                     Term Frequency: 1         
Term: reflections                    Term Frequency: 1         
Term: book                           Term Frequency: 1         
Term: description                    Term Frequency: 1         
Term: situated                       Term Frequency: 1         
Term: text’s                         Term Frequency: 1         
Term: learned                        Term Frequency: 1         
Term: radically                      Term Frequency: 1         
Term: editing                        Term Frequency: 1         
Term: experimental                   Term Frequency: 1         
Term: transmitted                    Term Frequency: 1         
Term: explanatory                    Term Frequency: 1         
Term: differentiates                 Term Frequency: 1         
Term: case                           Term Frequency: 1         
Term: evaluative                     Term Frequency: 1         
Term: rely                           Term Frequency: 1         
Term: pattern                        Term Frequency: 1         
Term: reliance                       Term Frequency: 1         
Term: shortcomings                   Term Frequency: 1         
Term: downplay                       Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: increase                       Term Frequency: 1         
Term: favor                          Term Frequency: 1         
Term: extracted                      Term Frequency: 1         
Term: offer                          Term Frequency: 1         
Term: 926                            Term Frequency: 1         
Term: schema                         Term Frequency: 1         
Term: strong                         Term Frequency: 1         
Term: affect                         Term Frequency: 1         
Term: 938                            Term Frequency: 1         
Term: compared                       Term Frequency: 1         
Term: sample                         Term Frequency: 1         
Term: integrate                      Term Frequency: 1         
Term: practices                      Term Frequency: 1         
Term: difficulties                   Term Frequency: 1         
Term: developed                      Term Frequency: 1         
Term: contact                        Term Frequency: 1         
Term: modal                          Term Frequency: 1         
Term: searches                       Term Frequency: 1         
Term: typically                      Term Frequency: 1         
Term: she                            Term Frequency: 1         
Term: party                          Term Frequency: 1         
Term: sourced                        Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: over                           Term Frequency: 1         
Term: practical                      Term Frequency: 1         
Term: avoid                          Term Frequency: 1         
Term: summaries                      Term Frequency: 1         
Term: select                         Term Frequency: 1         
Term: advanced                       Term Frequency: 1         
Term: improved                       Term Frequency: 1         
Term: selections                     Term Frequency: 1         
Term: judgement                      Term Frequency: 1         
Term: works                          Term Frequency: 1         
Term: focuses                        Term Frequency: 1         
Term: discovery                      Term Frequency: 1         
Term: directly                       Term Frequency: 1         
Term: establish                      Term Frequency: 1         
Term: demo                           Term Frequency: 1         
Term: social                         Term Frequency: 1         
Term: nature                         Term Frequency: 1         
Term: interesting                    Term Frequency: 1         
Term: relying                        Term Frequency: 1         
Term: vary                           Term Frequency: 1         
Term: drawn                          Term Frequency: 1         
Term: remaining                      Term Frequency: 1         
Term: conditions                     Term Frequency: 1         
Term: lessons                        Term Frequency: 1         
Term: access                         Term Frequency: 1         
Term: grounded                       Term Frequency: 1         
Term: 137                            Term Frequency: 1         
Term: makes                          Term Frequency: 1         
Term: 141                            Term Frequency: 1         
Term: 151                            Term Frequency: 1         
Term: 154                            Term Frequency: 1         
Term: intertextual                   Term Frequency: 1         
Term: figures                        Term Frequency: 1         
Term: idea                           Term Frequency: 1         
Term: 171                            Term Frequency: 1         
Term: 177                            Term Frequency: 1         
Term: 183                            Term Frequency: 1         
Term: justify                        Term Frequency: 1         
Term: goal                           Term Frequency: 1         
Term: kmi                            Term Frequency: 1         
Term: processing1                    Term Frequency: 1         
Term: observation                    Term Frequency: 1         
Term: suggest                        Term Frequency: 1         
Term: assess                         Term Frequency: 1         
Term: elements                       Term Frequency: 1         
Term: begun                          Term Frequency: 1         
Term: growing                        Term Frequency: 1         
Term: recast                         Term Frequency: 1         
Term: distinct                       Term Frequency: 1         
Term: said                           Term Frequency: 1         
Term: independently                  Term Frequency: 1         
Term: Exploratory                    Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Based                          Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: Center                         Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Again                          Term Frequency: 0         
Term: Michaels                       Term Frequency: 0         
Term: Focus                          Term Frequency: 0         
Term: Computers                      Term Frequency: 0         
Term: Keywords                       Term Frequency: 0         
Term: Ø                              Term Frequency: 0         
Term: Age                            Term Frequency: 0         
Term: Multiple                       Term Frequency: 0         
Term: Technology2                    Term Frequency: 0         
Term: Tseng                          Term Frequency: 0         
Term: Instruction                    Term Frequency: 0         
Term: URLs                           Term Frequency: 0         
Term: Collaborative                  Term Frequency: 0         
Term: Sampson                        Term Frequency: 0         
Term: Academic                       Term Frequency: 0         
Term: Anmarkrud                      Term Frequency: 0         
Term: Copyright                      Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Commitments                    Term Frequency: 0         
Term: Sabatini                       Term Frequency: 0         
Term: Facet                          Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Darling                        Term Frequency: 0         
Term: Publishing                     Term Frequency: 0         
Term: That                           Term Frequency: 0         
Term: Centre                         Term Frequency: 0         
Term: Jan                            Term Frequency: 0         
Term: Networks                       Term Frequency: 0         
Term: Document                       Term Frequency: 0         
Term: Toward                         Term Frequency: 0         
Term: LAK15                          Term Frequency: 0         
Term: They                           Term Frequency: 0         
Term: Greene                         Term Frequency: 0         
Term: Creating                       Term Frequency: 0         
Term: SCOPE                          Term Frequency: 0         
Term: Scientific                     Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: Search                         Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Wide                           Term Frequency: 0         
Term: Quarterly                      Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Littleton2                     Term Frequency: 0         
Term: Rowman                         Term Frequency: 0         
Term: L.B                            Term Frequency: 0         
Term: Mason                          Term Frequency: 0         
Term: Keynes                         Term Frequency: 0         
Term: Self                           Term Frequency: 0         
Term: Characteristics                Term Frequency: 0         
Term: Strategies                     Term Frequency: 0         
Term: Making                         Term Frequency: 0         
Term: Digital                        Term Frequency: 0         
Term: Navigation                     Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Single                         Term Frequency: 0         
Term: Towards                        Term Frequency: 0         
Term: Simon                          Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: Justification                  Term Frequency: 0         
Term: Integrated                     Term Frequency: 0         
Term: Pellegrino                     Term Frequency: 0         
Term: Here                           Term Frequency: 0         
Term: Linn                           Term Frequency: 0         
Term: Sep                            Term Frequency: 0         
Term: Jul                            Term Frequency: 0         
Term: Jun                            Term Frequency: 0         
Term: Gress                          Term Frequency: 0         
Term: Complexity                     Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: Processing                     Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Rouet                          Term Frequency: 0         
Term: Methodological                 Term Frequency: 0         
Term: Matters                        Term Frequency: 0         
Term: Khine                          Term Frequency: 0         
Term: Despite                        Term Frequency: 0         
Term: D.G                            Term Frequency: 0         
Term: Patterns                       Term Frequency: 0         
Term: Adamson                        Term Frequency: 0         
Term: Sociocultural                  Term Frequency: 0         
Term: Chais                          Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Stecher                        Term Frequency: 0         
Term: Snow                           Term Frequency: 0         
Term: Mapping                        Term Frequency: 0         
Term: Essential                      Term Frequency: 0         
Term: BEHAVIORS                      Term Frequency: 0         
Term: Standford                      Term Frequency: 0         
Term: Sourcing                       Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: Trace                          Term Frequency: 0         
Term: Reading                        Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: Littlefield                    Term Frequency: 0         
Term: Owner                          Term Frequency: 0         
Term: Epistemic                      Term Frequency: 0         
Term: Categories                     Term Frequency: 0         
Term: Preferred                      Term Frequency: 0         
Term: Differences                    Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: Winne                          Term Frequency: 0         
Term: Cognition                      Term Frequency: 0         
Term: Process                        Term Frequency: 0         
Term: Program                        Term Frequency: 0         
Term: Assessments                    Term Frequency: 0         
Term: Epistemology                   Term Frequency: 0         
Term: Control                        Term Frequency: 0         
Term: M.A                            Term Frequency: 0         
Term: M.T                            Term Frequency: 0         
Term: M.S                            Term Frequency: 0         
Term: Complex                        Term Frequency: 0         
Term: Assessment                     Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Source                         Term Frequency: 0         
Term: ANALYZING                      Term Frequency: 0         
Term: Future                         Term Frequency: 0         
Term: Dialogue                       Term Frequency: 0         
Term: Poughkeepsie                   Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: CO                             Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: Do                             Term Frequency: 0         
Term: Little                         Term Frequency: 0         
Term: During                         Term Frequency: 0         
Term: Talk                           Term Frequency: 0         
Term: Measuring                      Term Frequency: 0         
Term: Epistemological                Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: USA                            Term Frequency: 0         
Term: Learners                       Term Frequency: 0         
Term: Pedagogy                       Term Frequency: 0         
Term: Mercer                         Term Frequency: 0         
Term: Task                           Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: MD                             Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: Understanding                  Term Frequency: 0         
Term: Behavioral                     Term Frequency: 0         
Term: Virtual                        Term Frequency: 0         
Term: Specific                       Term Frequency: 0         
Term: Comprehending                  Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Mobilization                   Term Frequency: 0         
Term: Howe                           Term Frequency: 0         
Term: Two                            Term Frequency: 0         
Term: MIT                            Term Frequency: 0         
Term: MK7                            Term Frequency: 0         
Term: Hwang                          Term Frequency: 0         
Term: Lin                            Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Draft                          Term Frequency: 0         
Term: UK                             Term Frequency: 0         
Term: Boulder                        Term Frequency: 0         
Term: Boldrin                        Term Frequency: 0         
Term: Individual                     Term Frequency: 0         
Term: Dimopoulos                     Term Frequency: 0         
Term: Factors                        Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Netherlands                    Term Frequency: 0         
Term: Relationships                  Term Frequency: 0         
Term: Kobayashi                      Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Ubiquitous                     Term Frequency: 0         
Term: Within                         Term Frequency: 0         
Term: Strømsø                        Term Frequency: 0         
Term: Tsai                           Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: McCrudden                      Term Frequency: 0         
Term: Behavior                       Term Frequency: 0         
Term: Dec                            Term Frequency: 0         
Term: From                           Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: Generation                     Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: Literacy                       Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Better                         Term Frequency: 0         
Term: Milton                         Term Frequency: 0         
Term: Karen.littleton                Term Frequency: 0         
Term: Regulated                      Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Number                         Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: ANALYZER                       Term Frequency: 0         
Term: Mar                            Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: Raanana                        Term Frequency: 0         
Term: Use                            Term Frequency: 0         
Term: Metacognition                  Term Frequency: 0         
Term: Shah                           Term Frequency: 0         
Term: Spontaneous                    Term Frequency: 0         
Term: DTIC                           Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: Metacognitive                  Term Frequency: 0         
Term: Match                          Term Frequency: 0         
Term: Corroboration                  Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Coagmento                      Term Frequency: 0         
Term: Zohar                          Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: META                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: Views                          Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Van                            Term Frequency: 0         
Term: WEB                            Term Frequency: 0         
Term: More                           Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: LEARNING                       Term Frequency: 0         
Term: Conceptual                     Term Frequency: 0         
Term: Model                          Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Pittsburg                      Term Frequency: 0         
Term: World                          Term Frequency: 0         
Term: Tasks                          Term Frequency: 0         
Term: Goldman                        Term Frequency: 0         
Term: Accumulation                   Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Environments                   Term Frequency: 0         
Term: Therefore                      Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Knowing                        Term Frequency: 0         
Term: Scardamalia                    Term Frequency: 0         
Term: Technical                      Term Frequency: 0         
Term: Expectations                   Term Frequency: 0         
Term: G.L                            Term Frequency: 0         
Term: Searching                      Term Frequency: 0         
Term: Relationship                   Term Frequency: 0         
Term: Ferguson                       Term Frequency: 0         
Term: Validation                     Term Frequency: 0         
Term: FOR                            Term Frequency: 0         
Term: Psychologist                   Term Frequency: 0         
Term: State                          Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: C.L.Z                          Term Frequency: 0         
Term: Wolfe                          Term Frequency: 0         
Term: Report                         Term Frequency: 0         
Term: Indicator                      Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: SEARCHING                      Term Frequency: 0         
Term: Children’s                     Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Approach                       Term Frequency: 0         
Term: Asimakopoulos                  Term Frequency: 0         
Term: High                           Term Frequency: 0         
Term: Opportunities                  Term Frequency: 0         
Term: J.C.R                          Term Frequency: 0         
Term: P.H                            Term Frequency: 0         
Term: Stanford                       Term Frequency: 0         
Term: Discourse                      Term Frequency: 0         
Term: Managing                       Term Frequency: 0         
Term: Connecting                     Term Frequency: 0         
Term: Nov                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Relevance                      Term Frequency: 0         
Term: 6AA                            Term Frequency: 0         
Term: Productive                     Term Frequency: 0         
Term: Development                    Term Frequency: 0         
Term: Web                            Term Frequency: 0         
Term: Performance                    Term Frequency: 0         
Term: Resnick                        Term Frequency: 0         
Term: Feb                            Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: Claims                         Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: Applying                       Term Frequency: 0         
Term: Texts                          Term Frequency: 0         
Term: Design                         Term Frequency: 0         
Term: H.I                            Term Frequency: 0         
Term: Personal                       Term Frequency: 0         
Term: Socioscientific                Term Frequency: 0         
Term: 244Learning                    Term Frequency: 0         
Term: Innovations                    Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: OECD                           Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Role                           Term Frequency: 0         
Term: Measurement                    Term Frequency: 0         
Term: Rubric                         Term Frequency: 0         
Term: STUDENT                        Term Frequency: 0         
Term: School                         Term Frequency: 0         
Term: Generally                      Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: CSCW                           Term Frequency: 0         
Term: Thinking                       Term Frequency: 0         
Term: Potential                      Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: ICTs                           Term Frequency: 0         
Term: Theoretical                    Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Exploring                      Term Frequency: 0         
Term: Taiwan                         Term Frequency: 0         
Term: Higher                         Term Frequency: 0         
Term: Mobile                         Term Frequency: 0         
Term: Less                           Term Frequency: 0         
Term: Between                        Term Frequency: 0         
Term: ABSTRACT                       Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: Routledge                      Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Metadata                       Term Frequency: 0         
Term: Littleton                      Term Frequency: 0         
Term: Comparisons                    Term Frequency: 0         
Term: Seeking                        Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Gee                            Term Frequency: 0         
Term: Karen                          Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Hammond                        Term Frequency: 0         
Term: Barzilai                       Term Frequency: 0         
Term: Computing                      Term Frequency: 0         
Term: Stance                         Term Frequency: 0         
Term: Strategic                      Term Frequency: 0         
Term: Furthermore                    Term Frequency: 0         
Term: Content                        Term Frequency: 0         
Term: Secondary                      Term Frequency: 0         
Term: Author                         Term Frequency: 0         
Term: Beyond                         Term Frequency: 0         
Term: BASED                          Term Frequency: 0         
Term: Ariasi                         Term Frequency: 0         
Term: Century                        Term Frequency: 0         
Term: Springer                       Term Frequency: 0         
Term: Opportunity                    Term Frequency: 0         
Term: Hofer                          Term Frequency: 0         
Term: Sources                        Term Frequency: 0         
Term: Certainty                      Term Frequency: 0         
Term: Text                           Term Frequency: 0         
Term: Indeed                         Term Frequency: 0         
Term: Reaching                       Term Frequency: 0         
Term: R.L                            Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: Britt                          Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Knight1                        Term Frequency: 0         
Term: Psychology                     Term Frequency: 0         
Term: Mayrath                        Term Frequency: 0         
Term: Walraven                       Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Challenges                     Term Frequency: 0         
Term: Instructional                  Term Frequency: 0         
Term: PISA                           Term Frequency: 0         
Term: IAP                            Term Frequency: 0         
Term: Open                           Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Psychometric                   Term Frequency: 0         
Term: Utilization                    Term Frequency: 0         
Term: Forthcoming                    Term Frequency: 0         
Term: Lawless                        Term Frequency: 0         
Term: Opening                        Term Frequency: 0         
Term: Pages                          Term Frequency: 0         
Term: Criteria                       Term Frequency: 0         
Term: Chapter                        Term Frequency: 0         
Term: Bromme                         Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: J.A                            Term Frequency: 0         
Term: Media                          Term Frequency: 0         
Term: J.P                            Term Frequency: 0         
Term: J.W                            Term Frequency: 0         
Term: America                        Term Frequency: 0         
Term: Assessing                      Term Frequency: 0         
Term: Communications                 Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: Multisource                    Term Frequency: 0         
Term: Salen                          Term Frequency: 0         
Term: Analytic                       Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Israel                         Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Emphasizes                     Term Frequency: 0         
Term: Knight                         Term Frequency: 0         
Term: INFORMATION                    Term Frequency: 0         
Term: Documentation                  Term Frequency: 0         
Term: Hsu                            Term Frequency: 0         
Term: Aloud                          Term Frequency: 0         
Term: Researcher                     Term Frequency: 0         
Term: Processes                      Term Frequency: 0         
Term: Retrieved                      Term Frequency: 0         
Term: Structural                     Term Frequency: 0         
Term: Documents                      Term Frequency: 0         
Term: Developing                     Term Frequency: 0         
Term: S.R                            Term Frequency: 0         
Term: Tool                           Term Frequency: 0         
Term: B.K                            Term Frequency: 0         
Term: Pittsburgh                     Term Frequency: 0         
Term: Terms                          Term Frequency: 0         
Term: Issues                         Term Frequency: 0         
Term: Gabrys                         Term Frequency: 0         
Term: TRACE                          Term Frequency: 0         
Term: Improving                      Term Frequency: 0         
Term: Along                          Term Frequency: 0         
Term: Simplicity                     Term Frequency: 0         
Term: Kärkkäinen                     Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: Mislevy                        Term Frequency: 0         
Term: Institute1                     Term Frequency: 0         
Term: Descriptors                    Term Frequency: 0         
Term: Conclusions                    Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: General                        Term Frequency: 0         
Term: Poorer                         Term Frequency: 0         
Term: ENVIRONMENT                    Term Frequency: 0         
Term: Accessed                       Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: Bråten                         Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: Skill                          Term Frequency: 0         
Term: Beliefs                        Term Frequency: 0         
Term: Strien                         Term Frequency: 0         
Term: Comprehension                  Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Next                           Term Frequency: 0         
Term: K.A                            Term Frequency: 0         
Term: When                           Term Frequency: 0         
Term: Policy                         Term Frequency: 0         
Term: Extraction                     Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: Skills                         Term Frequency: 0         
Term: Accountable                    Term Frequency: 0         
Term: While                          Term Frequency: 0         
