Term: students                       Term Frequency: 34        
Term: apredicted                     Term Frequency: 1         
Term: 2001                           Term Frequency: 1         
Term: whichmeans                     Term Frequency: 1         
Term: waiting                        Term Frequency: 1         
Term: failureenables                 Term Frequency: 1         
Term: 2010                           Term Frequency: 1         
Term: 2009                           Term Frequency: 1         
Term: 2007                           Term Frequency: 1         
Term: 2006                           Term Frequency: 1         
Term: 2004                           Term Frequency: 1         
Term: 2003                           Term Frequency: 1         
Term: 2002                           Term Frequency: 1         
Term: exposed                        Term Frequency: 1         
Term: classroompractice              Term Frequency: 1         
Term: just                           Term Frequency: 1         
Term: wasnotified                    Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: ceeding                        Term Frequency: 1         
Term: existing                       Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: erage                          Term Frequency: 1         
Term: orcheck                        Term Frequency: 1         
Term: ucational                      Term Frequency: 1         
Term: action                         Term Frequency: 1         
Term: meansthe                       Term Frequency: 1         
Term: gauge                          Term Frequency: 1         
Term: bydefinition                   Term Frequency: 1         
Term: notify                         Term Frequency: 1         
Term: modalities                     Term Frequency: 1         
Term: calcu                          Term Frequency: 1         
Term: trigger                        Term Frequency: 1         
Term: positive                       Term Frequency: 1         
Term: able                           Term Frequency: 1         
Term: contentthat                    Term Frequency: 1         
Term: homeworktag                    Term Frequency: 1         
Term: international                  Term Frequency: 1         
Term: selected                       Term Frequency: 1         
Term: sort                           Term Frequency: 1         
Term: predicts                       Term Frequency: 1         
Term: task                           Term Frequency: 1         
Term: tiple                          Term Frequency: 1         
Term: transform                      Term Frequency: 1         
Term: deviation                      Term Frequency: 1         
Term: goingto                        Term Frequency: 1         
Term: intentional                    Term Frequency: 1         
Term: accessing                      Term Frequency: 1         
Term: people                         Term Frequency: 1         
Term: sowould                        Term Frequency: 1         
Term: actually                       Term Frequency: 1         
Term: coefficientsand                Term Frequency: 1         
Term: presentation                   Term Frequency: 1         
Term: finding                        Term Frequency: 1         
Term: detect                         Term Frequency: 1         
Term: assistance                     Term Frequency: 1         
Term: ofsecondary                    Term Frequency: 1         
Term: again                          Term Frequency: 1         
Term: onlinelearning                 Term Frequency: 1         
Term: fromprevious                   Term Frequency: 1         
Term: forlater                       Term Frequency: 1         
Term: steer                          Term Frequency: 1         
Term: 27th                           Term Frequency: 1         
Term: forgot                         Term Frequency: 1         
Term: reference                      Term Frequency: 1         
Term: datamining                     Term Frequency: 1         
Term: modeldid                       Term Frequency: 1         
Term: collabora                      Term Frequency: 1         
Term: replacement                    Term Frequency: 1         
Term: solving                        Term Frequency: 1         
Term: earliergrades                  Term Frequency: 1         
Term: userread                       Term Frequency: 1         
Term: 0.0038                         Term Frequency: 1         
Term: composedof                     Term Frequency: 1         
Term: building                       Term Frequency: 1         
Term: gethelp                        Term Frequency: 1         
Term: effectivemethod                Term Frequency: 1         
Term: forlarge                       Term Frequency: 1         
Term: studentsengaged                Term Frequency: 1         
Term: inclusions                     Term Frequency: 1         
Term: ated                           Term Frequency: 1         
Term: fate                           Term Frequency: 1         
Term: theposts                       Term Frequency: 1         
Term: itcould                        Term Frequency: 1         
Term: couple                         Term Frequency: 1         
Term: solutions:persistence          Term Frequency: 1         
Term: studentregularly               Term Frequency: 1         
Term: toinclude                      Term Frequency: 1         
Term: constructive                   Term Frequency: 1         
Term: mutual                         Term Frequency: 1         
Term: studentsthat                   Term Frequency: 1         
Term: searching                      Term Frequency: 1         
Term: choose                         Term Frequency: 1         
Term: identify                       Term Frequency: 1         
Term: age                            Term Frequency: 1         
Term: outlier                        Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: predictorsin                   Term Frequency: 1         
Term: anycomments                    Term Frequency: 1         
Term: backto                         Term Frequency: 1         
Term: future                         Term Frequency: 1         
Term: asone                          Term Frequency: 1         
Term: implemented                    Term Frequency: 1         
Term: always                         Term Frequency: 1         
Term: studentposts                   Term Frequency: 1         
Term: any264individual               Term Frequency: 1         
Term: leverage                       Term Frequency: 1         
Term: model.grades                   Term Frequency: 1         
Term: suggested                      Term Frequency: 1         
Term: application                    Term Frequency: 1         
Term: 0.7                            Term Frequency: 1         
Term: undergraduates                 Term Frequency: 1         
Term: hypothesis                     Term Frequency: 1         
Term: reversed                       Term Frequency: 1         
Term: identification                 Term Frequency: 1         
Term: noting                         Term Frequency: 1         
Term: herselfto                      Term Frequency: 1         
Term: duringa                        Term Frequency: 1         
Term: worth                          Term Frequency: 1         
Term: matching                       Term Frequency: 1         
Term: increases                      Term Frequency: 1         
Term: taken                          Term Frequency: 1         
Term: through                        Term Frequency: 1         
Term: engagement                     Term Frequency: 1         
Term: alsoprove                      Term Frequency: 1         
Term: name                           Term Frequency: 1         
Term: discourse                      Term Frequency: 1         
Term: modeling                       Term Frequency: 1         
Term: collected                      Term Frequency: 1         
Term: modalcollaborative             Term Frequency: 1         
Term: saving                         Term Frequency: 1         
Term: explor                         Term Frequency: 1         
Term: andwere                        Term Frequency: 1         
Term: simple                         Term Frequency: 1         
Term: both                           Term Frequency: 1         
Term: addi                           Term Frequency: 1         
Term: uselessor                      Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: poten                          Term Frequency: 1         
Term: rest                           Term Frequency: 1         
Term: forearly                       Term Frequency: 1         
Term: geta                           Term Frequency: 1         
Term: simply                         Term Frequency: 1         
Term: completing                     Term Frequency: 1         
Term: draft                          Term Frequency: 1         
Term: adequately                     Term Frequency: 1         
Term: submitted                      Term Frequency: 1         
Term: plans                          Term Frequency: 1         
Term: sented                         Term Frequency: 1         
Term: words                          Term Frequency: 1         
Term: itor                           Term Frequency: 1         
Term: untilthe                       Term Frequency: 1         
Term: importantproblem               Term Frequency: 1         
Term: torepublish                    Term Frequency: 1         
Term: explained                      Term Frequency: 1         
Term: sig                            Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: views                          Term Frequency: 1         
Term: six                            Term Frequency: 1         
Term: gradesis                       Term Frequency: 1         
Term: positiverelationship           Term Frequency: 1         
Term: big                            Term Frequency: 1         
Term: expert                         Term Frequency: 1         
Term: crowd                          Term Frequency: 1         
Term: advanced                       Term Frequency: 1         
Term: canpredict                     Term Frequency: 1         
Term: large                          Term Frequency: 1         
Term: whoare                         Term Frequency: 1         
Term: valu                           Term Frequency: 1         
Term: usecurrent                     Term Frequency: 1         
Term: works                          Term Frequency: 1         
Term: world                          Term Frequency: 1         
Term: hopefully                      Term Frequency: 1         
Term: skewed                         Term Frequency: 1         
Term: needsanalysis                  Term Frequency: 1         
Term: directly                       Term Frequency: 1         
Term: level                          Term Frequency: 1         
Term: 1.5                            Term Frequency: 1         
Term: gradepredictions               Term Frequency: 1         
Term: total                          Term Frequency: 1         
Term: monitoringstudent              Term Frequency: 1         
Term: highly                         Term Frequency: 1         
Term: supportfor                     Term Frequency: 1         
Term: 106                            Term Frequency: 1         
Term: environ                        Term Frequency: 1         
Term: closely                        Term Frequency: 1         
Term: accept                         Term Frequency: 1         
Term: 121                            Term Frequency: 1         
Term: requested                      Term Frequency: 1         
Term: leavingcomments                Term Frequency: 1         
Term: lessons                        Term Frequency: 1         
Term: suc                            Term Frequency: 1         
Term: ofparticipation                Term Frequency: 1         
Term: riskfactor                     Term Frequency: 1         
Term: sion                           Term Frequency: 1         
Term: 151                            Term Frequency: 1         
Term: notifying                      Term Frequency: 1         
Term: especially                     Term Frequency: 1         
Term: blogosphereitself              Term Frequency: 1         
Term: idea                           Term Frequency: 1         
Term: throughout                     Term Frequency: 1         
Term: successful                     Term Frequency: 1         
Term: anassignment                   Term Frequency: 1         
Term: afailing                       Term Frequency: 1         
Term: positively                     Term Frequency: 1         
Term: following                      Term Frequency: 1         
Term: range                          Term Frequency: 1         
Term: regular                        Term Frequency: 1         
Term: observation                    Term Frequency: 1         
Term: payoff                         Term Frequency: 1         
Term: filter                         Term Frequency: 1         
Term: expect                         Term Frequency: 1         
Term: tremendous                     Term Frequency: 1         
Term: aver                           Term Frequency: 1         
Term: should                         Term Frequency: 1         
Term: tag                            Term Frequency: 1         
Term: thecontributions               Term Frequency: 1         
Term: dividual                       Term Frequency: 1         
Term: thegrade                       Term Frequency: 1         
Term: computing                      Term Frequency: 1         
Term: alarm                          Term Frequency: 1         
Term: accrued                        Term Frequency: 1         
Term: EducationStatistics            Term Frequency: 0         
Term: request.The                    Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: Center                         Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Theapproach                    Term Frequency: 0         
Term: theLearning                    Term Frequency: 0         
Term: Computers                      Term Frequency: 0         
Term: Directions                     Term Frequency: 0         
Term: Collaborative                  Term Frequency: 0         
Term: critique.Average               Term Frequency: 0         
Term: Academic                       Term Frequency: 0         
Term: DescriptorsJ                   Term Frequency: 0         
Term: Hrastinski                     Term Frequency: 0         
Term: Themost                        Term Frequency: 0         
Term: Random                         Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Lefrere                        Term Frequency: 0         
Term: fail.The                       Term Frequency: 0         
Term: problems.Permission            Term Frequency: 0         
Term: Document                       Term Frequency: 0         
Term: method.We                      Term Frequency: 0         
Term: Baepler                        Term Frequency: 0         
Term: Administrative                 Term Frequency: 0         
Term: Services                       Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: fee.LAK                        Term Frequency: 0         
Term: Training                       Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Mason                          Term Frequency: 0         
Term: REMARKSParticipating           Term Frequency: 0         
Term: Thestudent                     Term Frequency: 0         
Term: InProceedings                  Term Frequency: 0         
Term: ParticipationWe                Term Frequency: 0         
Term: 263The                         Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: Syracuse                       Term Frequency: 0         
Term: THE                            Term Frequency: 0         
Term: Educause                       Term Frequency: 0         
Term: Clickinga                      Term Frequency: 0         
Term: Interaction                    Term Frequency: 0         
Term: Early                          Term Frequency: 0         
Term: Processing                     Term Frequency: 0         
Term: Deaney.Incorporating           Term Frequency: 0         
Term: Therelationship                Term Frequency: 0         
Term: students.If                    Term Frequency: 0         
Term: Driscoll                       Term Frequency: 0         
Term: CREATING                       Term Frequency: 0         
Term: Peer                           Term Frequency: 0         
Term: Torrey                         Term Frequency: 0         
Term: alyticsCategories              Term Frequency: 0         
Term: Relevant                       Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: Baker                          Term Frequency: 0         
Term: TA’s                           Term Frequency: 0         
Term: it.One                         Term Frequency: 0         
Term: Bereiter                       Term Frequency: 0         
Term: UniversityComputer             Term Frequency: 0         
Term: Traum                          Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: BC                             Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: Average                        Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: DC                             Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: ED                             Term Frequency: 0         
Term: Doing                          Term Frequency: 0         
Term: During                         Term Frequency: 0         
Term: ownsolution.After              Term Frequency: 0         
Term: IT                             Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Hu                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: URL                            Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: MA                             Term Frequency: 0         
Term: Campell                        Term Frequency: 0         
Term: Availability                   Term Frequency: 0         
Term: Finn                           Term Frequency: 0         
Term: cs.brandeis.eduRichard         Term Frequency: 0         
Term: MODELParticipation             Term Frequency: 0         
Term: deadline.In                    Term Frequency: 0         
Term: TA                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Therole                        Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: Individual                     Term Frequency: 0         
Term: anyway.An                      Term Frequency: 0         
Term: participation.By               Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: Trust                          Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: ofparticipation.Students       Term Frequency: 0         
Term: Trends                         Term Frequency: 0         
Term: Grade                          Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Dillenbourg                    Term Frequency: 0         
Term: Hennessy                       Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Spot                           Term Frequency: 0         
Term: False                          Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: Canada.Copyright               Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: May                            Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Wilson                         Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: gradesThe                      Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: grades.Prior                   Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Posts                          Term Frequency: 0         
Term: 265Figure                      Term Frequency: 0         
Term: Most                           Term Frequency: 0         
Term: activityThe                    Term Frequency: 0         
Term: Ruthven                        Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Mastersstudents                Term Frequency: 0         
Term: Scardamalia                    Term Frequency: 0         
Term: andTechnology                  Term Frequency: 0         
Term: Campbell                       Term Frequency: 0         
Term: McDonald                       Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: EducationalResearch            Term Frequency: 0         
Term: APPLYING                       Term Frequency: 0         
Term: Percentage                     Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: transformation.International   Term Frequency: 0         
Term: Hansen                         Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: BACKGROUNDInformation          Term Frequency: 0         
Term: Oblinger                       Term Frequency: 0         
Term: Writing                        Term Frequency: 0         
Term: Once                           Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Reproduction                   Term Frequency: 0         
Term: FAILUREWe                      Term Frequency: 0         
Term: assignment.The                 Term Frequency: 0         
Term: Regardless                     Term Frequency: 0         
Term: Development                    Term Frequency: 0         
Term: Wedescribe                     Term Frequency: 0         
Term: House                          Term Frequency: 0         
Term: CASE                           Term Frequency: 0         
Term: Theseare                       Term Frequency: 0         
Term: NY:ERIC                        Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: National                       Term Frequency: 0         
Term: GradingPosts                   Term Frequency: 0         
Term: DeBlois                        Term Frequency: 0         
Term: DepartmentWaltam               Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Participa                      Term Frequency: 0         
Term: Academicanalytics              Term Frequency: 0         
Term: School                         Term Frequency: 0         
Term: previousFigure                 Term Frequency: 0         
Term: USAbjornlevi                   Term Frequency: 0         
Term: technologyThe                  Term Frequency: 0         
Term: Sharing                        Term Frequency: 0         
Term: Learninghow                    Term Frequency: 0         
Term: Thisrelationship               Term Frequency: 0         
Term: interventions.KeywordsCo       Term Frequency: 0         
Term: Pairing                        Term Frequency: 0         
Term: bloggingBjorn                  Term Frequency: 0         
Term: Levi                           Term Frequency: 0         
Term: PREDICTING                     Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: HCI                            Term Frequency: 0         
Term: risk.Washington                Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Out                            Term Frequency: 0         
Term: Topping                        Term Frequency: 0         
Term: Joiner                         Term Frequency: 0         
Term: Learner                        Term Frequency: 0         
Term: notified.The                   Term Frequency: 0         
Term: on.Further                     Term Frequency: 0         
Term: Userparticipation              Term Frequency: 0         
Term: Predicting                     Term Frequency: 0         
Term: Participation                  Term Frequency: 0         
Term: EducationalPsychology          Term Frequency: 0         
Term: Users                          Term Frequency: 0         
Term: onHuman                        Term Frequency: 0         
Term: Predictive                     Term Frequency: 0         
Term: USAalterman                    Term Frequency: 0         
Term: April                          Term Frequency: 0         
Term: them.There                     Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: CONCLUDING                     Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: ERIC                           Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: cs.brandeis.eduABSTRACTMonitoring Term Frequency: 0         
Term: presented.The                  Term Frequency: 0         
Term: blogosphere.Students           Term Frequency: 0         
Term: Murdoch                        Term Frequency: 0         
Term: Thereare                       Term Frequency: 0         
Term: GunnarssonBrandeis             Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: MODELWe                        Term Frequency: 0         
Term: them.Homework                  Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: STUDY3.1                       Term Frequency: 0         
Term: reads.Reading                  Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: ServiceNo                      Term Frequency: 0         
Term: DepartmentWaltham              Term Frequency: 0         
Term: Earlier                        Term Frequency: 0         
Term: Clearinghouse                  Term Frequency: 0         
Term: theblogosphere.In              Term Frequency: 0         
Term: Churchill                      Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: INTRODUCTIONMonitoring         Term Frequency: 0         
Term: tasks.Collaborative            Term Frequency: 0         
Term: Thismeant                      Term Frequency: 0         
Term: Unexplained                    Term Frequency: 0         
Term: Inc                            Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: Lessig                         Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: AltermanBrandeis               Term Frequency: 0         
Term: important.It                   Term Frequency: 0         
