Term: we                             Term Frequency: 71        
Term: wecontextualise                Term Frequency: 1         
Term: aneffective                    Term Frequency: 1         
Term: andthus                        Term Frequency: 1         
Term: submit                         Term Frequency: 1         
Term: valueof                        Term Frequency: 1         
Term: wouldbe                        Term Frequency: 1         
Term: nor                            Term Frequency: 1         
Term: conclusion                     Term Frequency: 1         
Term: writingtheir                   Term Frequency: 1         
Term: central                        Term Frequency: 1         
Term: statement                      Term Frequency: 1         
Term: flections                      Term Frequency: 1         
Term: can’t                          Term Frequency: 1         
Term: issues                         Term Frequency: 1         
Term: excluded                       Term Frequency: 1         
Term: catch                          Term Frequency: 1         
Term: probability                    Term Frequency: 1         
Term: lowest                         Term Frequency: 1         
Term: byone                          Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: determined                     Term Frequency: 1         
Term: minimise                       Term Frequency: 1         
Term: portion                        Term Frequency: 1         
Term: web                            Term Frequency: 1         
Term: meanings                       Term Frequency: 1         
Term: fee                            Term Frequency: 1         
Term: presented                      Term Frequency: 1         
Term: few                            Term Frequency: 1         
Term: contextualisation              Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: solely                         Term Frequency: 1         
Term: keep                           Term Frequency: 1         
Term: perceive                       Term Frequency: 1         
Term: who                            Term Frequency: 1         
Term: relaxes                        Term Frequency: 1         
Term: waswritten                     Term Frequency: 1         
Term: areunique                      Term Frequency: 1         
Term: candidate                      Term Frequency: 1         
Term: along                          Term Frequency: 1         
Term: mitigatedagainst               Term Frequency: 1         
Term: pointsvery                     Term Frequency: 1         
Term: fit                            Term Frequency: 1         
Term: honest                         Term Frequency: 1         
Term: ab                             Term Frequency: 1         
Term: af                             Term Frequency: 1         
Term: al                             Term Frequency: 1         
Term: ap                             Term Frequency: 1         
Term: alsoprovided                   Term Frequency: 1         
Term: plete                          Term Frequency: 1         
Term: cluded                         Term Frequency: 1         
Term: metaphor                       Term Frequency: 1         
Term: de                             Term Frequency: 1         
Term: di                             Term Frequency: 1         
Term: effectivereflective            Term Frequency: 1         
Term: piece                          Term Frequency: 1         
Term: nario                          Term Frequency: 1         
Term: usof                           Term Frequency: 1         
Term: physicalhealth                 Term Frequency: 1         
Term: content                        Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: datacleaning                   Term Frequency: 1         
Term: basedon                        Term Frequency: 1         
Term: presents                       Term Frequency: 1         
Term: assign                         Term Frequency: 1         
Term: hu                             Term Frequency: 1         
Term: appeared                       Term Frequency: 1         
Term: else                           Term Frequency: 1         
Term: easily                         Term Frequency: 1         
Term: ii                             Term Frequency: 1         
Term: issue                          Term Frequency: 1         
Term: verb                           Term Frequency: 1         
Term: odd                            Term Frequency: 1         
Term: anapproach                     Term Frequency: 1         
Term: sentimentanalysis              Term Frequency: 1         
Term: metacognitive                  Term Frequency: 1         
Term: contrast                       Term Frequency: 1         
Term: become                         Term Frequency: 1         
Term: ofa                            Term Frequency: 1         
Term: off                            Term Frequency: 1         
Term: while                          Term Frequency: 1         
Term: suggests                       Term Frequency: 1         
Term: limit                          Term Frequency: 1         
Term: follows                        Term Frequency: 1         
Term: expand                         Term Frequency: 1         
Term: nu                             Term Frequency: 1         
Term: mixed                          Term Frequency: 1         
Term: sified                         Term Frequency: 1         
Term: feelingsabout                  Term Frequency: 1         
Term: the3                           Term Frequency: 1         
Term: formalise                      Term Frequency: 1         
Term: ok                             Term Frequency: 1         
Term: pretty                         Term Frequency: 1         
Term: changingthe                    Term Frequency: 1         
Term: remarks                        Term Frequency: 1         
Term: indications                    Term Frequency: 1         
Term: othersfocused                  Term Frequency: 1         
Term: cobkev                         Term Frequency: 1         
Term: proposal                       Term Frequency: 1         
Term: treatin                        Term Frequency: 1         
Term: adopt                          Term Frequency: 1         
Term: throughmy                      Term Frequency: 1         
Term: discovered                     Term Frequency: 1         
Term: seek                           Term Frequency: 1         
Term: provement                      Term Frequency: 1         
Term: uswith                         Term Frequency: 1         
Term: liar                           Term Frequency: 1         
Term: balancein                      Term Frequency: 1         
Term: expectfrom                     Term Frequency: 1         
Term: started                        Term Frequency: 1         
Term: closer                         Term Frequency: 1         
Term: single                         Term Frequency: 1         
Term: orig                           Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: rules                          Term Frequency: 1         
Term: ucation                        Term Frequency: 1         
Term: capturing                      Term Frequency: 1         
Term: un                             Term Frequency: 1         
Term: treated                        Term Frequency: 1         
Term: know                           Term Frequency: 1         
Term: 2723576.2723635always          Term Frequency: 1         
Term: 42reflections                  Term Frequency: 1         
Term: proaches                       Term Frequency: 1         
Term: cases                          Term Frequency: 1         
Term: slight                         Term Frequency: 1         
Term: witha                          Term Frequency: 1         
Term: opportunitiesto                Term Frequency: 1         
Term: uncovered                      Term Frequency: 1         
Term: tagging                        Term Frequency: 1         
Term: software                       Term Frequency: 1         
Term: type                           Term Frequency: 1         
Term: problem                        Term Frequency: 1         
Term: presence                       Term Frequency: 1         
Term: andemotional                   Term Frequency: 1         
Term: come                           Term Frequency: 1         
Term: biasedto                       Term Frequency: 1         
Term: couldpossibly                  Term Frequency: 1         
Term: out                            Term Frequency: 1         
Term: gen                            Term Frequency: 1         
Term: afully                         Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: nounratio                      Term Frequency: 1         
Term: minimum                        Term Frequency: 1         
Term: date                           Term Frequency: 1         
Term: subtexts                       Term Frequency: 1         
Term: norm                           Term Frequency: 1         
Term: realistic                      Term Frequency: 1         
Term: interventionis                 Term Frequency: 1         
Term: 2752                           Term Frequency: 1         
Term: weutilised                     Term Frequency: 1         
Term: haven’t                        Term Frequency: 1         
Term: scale                          Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: continual                      Term Frequency: 1         
Term: considers                      Term Frequency: 1         
Term: stating                        Term Frequency: 1         
Term: recalculatedthe                Term Frequency: 1         
Term: implementation                 Term Frequency: 1         
Term: groups                         Term Frequency: 1         
Term: functions                      Term Frequency: 1         
Term: analyse                        Term Frequency: 1         
Term: devices                        Term Frequency: 1         
Term: possess                        Term Frequency: 1         
Term: educators                      Term Frequency: 1         
Term: opennessand                    Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: resolved                       Term Frequency: 1         
Term: licensed                       Term Frequency: 1         
Term: suite                          Term Frequency: 1         
Term: echoed                         Term Frequency: 1         
Term: illustration                   Term Frequency: 1         
Term: roleplay                       Term Frequency: 1         
Term: notmade                        Term Frequency: 1         
Term: reader                         Term Frequency: 1         
Term: togetherwith                   Term Frequency: 1         
Term: area                           Term Frequency: 1         
Term: referenceexternal              Term Frequency: 1         
Term: putationally                   Term Frequency: 1         
Term: spending                       Term Frequency: 1         
Term: persepectives                  Term Frequency: 1         
Term: wererecorded                   Term Frequency: 1         
Term: tains                          Term Frequency: 1         
Term: viceversa                      Term Frequency: 1         
Term: per                            Term Frequency: 1         
Term: period                         Term Frequency: 1         
Term: resultsas                      Term Frequency: 1         
Term: understand                     Term Frequency: 1         
Term: dismiss                        Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: strongly                       Term Frequency: 1         
Term: larger                         Term Frequency: 1         
Term: indicating                     Term Frequency: 1         
Term: reflectionsbased               Term Frequency: 1         
Term: discussed                      Term Frequency: 1         
Term: examplewith                    Term Frequency: 1         
Term: requiring                      Term Frequency: 1         
Term: whenanalysing                  Term Frequency: 1         
Term: almost                         Term Frequency: 1         
Term: metaphorabout                  Term Frequency: 1         
Term: members                        Term Frequency: 1         
Term: evic                           Term Frequency: 1         
Term: idays                          Term Frequency: 1         
Term: rarely                         Term Frequency: 1         
Term: expectedthat                   Term Frequency: 1         
Term: working                        Term Frequency: 1         
Term: entiate                        Term Frequency: 1         
Term: lationships                    Term Frequency: 1         
Term: objectives                     Term Frequency: 1         
Term: irrelevent                     Term Frequency: 1         
Term: withcredit                     Term Frequency: 1         
Term: displayed                      Term Frequency: 1         
Term: inpost                         Term Frequency: 1         
Term: critically                     Term Frequency: 1         
Term: itive                          Term Frequency: 1         
Term: must                           Term Frequency: 1         
Term: thinly                         Term Frequency: 1         
Term: tualisation                    Term Frequency: 1         
Term: understandingthat              Term Frequency: 1         
Term: pointless                      Term Frequency: 1         
Term: undetermined                   Term Frequency: 1         
Term: canprovide                     Term Frequency: 1         
Term: feelings                       Term Frequency: 1         
Term: slider                         Term Frequency: 1         
Term: 8that                          Term Frequency: 1         
Term: last                           Term Frequency: 1         
Term: dx.doi.org                     Term Frequency: 1         
Term: wasa                           Term Frequency: 1         
Term: pert                           Term Frequency: 1         
Term: anything                       Term Frequency: 1         
Term: datathat                       Term Frequency: 1         
Term: happy                          Term Frequency: 1         
Term: thereflection                  Term Frequency: 1         
Term: extracting                     Term Frequency: 1         
Term: pur                            Term Frequency: 1         
Term: probabilities                  Term Frequency: 1         
Term: identifies                     Term Frequency: 1         
Term: having                         Term Frequency: 1         
Term: sodemonstrate                  Term Frequency: 1         
Term: veiled                         Term Frequency: 1         
Term: tuitively                      Term Frequency: 1         
Term: lazy                           Term Frequency: 1         
Term: confirmed                      Term Frequency: 1         
Term: ways                           Term Frequency: 1         
Term: ofthese                        Term Frequency: 1         
Term: sliding                        Term Frequency: 1         
Term: small                          Term Frequency: 1         
Term: him                            Term Frequency: 1         
Term: lifeof                         Term Frequency: 1         
Term: thatcan                        Term Frequency: 1         
Term: manually                       Term Frequency: 1         
Term: kirsty.kitto                   Term Frequency: 1         
Term: contextto                      Term Frequency: 1         
Term: 45.65                          Term Frequency: 1         
Term: usedpronoun                    Term Frequency: 1         
Term: marking                        Term Frequency: 1         
Term: neither                        Term Frequency: 1         
Term: withno                         Term Frequency: 1         
Term: featurethat                    Term Frequency: 1         
Term: enthusiasm                     Term Frequency: 1         
Term: hol                            Term Frequency: 1         
Term: characteristic                 Term Frequency: 1         
Term: capability                     Term Frequency: 1         
Term: simpleerror                    Term Frequency: 1         
Term: topic73.2                      Term Frequency: 1         
Term: series                         Term Frequency: 1         
Term: fied                           Term Frequency: 1         
Term: hold                           Term Frequency: 1         
Term: thesestudents                  Term Frequency: 1         
Term: despiteit’s                    Term Frequency: 1         
Term: recognisethat                  Term Frequency: 1         
Term: take                           Term Frequency: 1         
Term: relatively                     Term Frequency: 1         
Term: 2012                           Term Frequency: 1         
Term: 2011                           Term Frequency: 1         
Term: primarily                      Term Frequency: 1         
Term: 2007                           Term Frequency: 1         
Term: 2006                           Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: alower                         Term Frequency: 1         
Term: existing                       Term Frequency: 1         
Term: 2015                           Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: 2014                           Term Frequency: 1         
Term: somebenefits                   Term Frequency: 1         
Term: classifier                     Term Frequency: 1         
Term: topicalrelationships           Term Frequency: 1         
Term: 31st                           Term Frequency: 1         
Term: reached                        Term Frequency: 1         
Term: thegroup                       Term Frequency: 1         
Term: processis                      Term Frequency: 1         
Term: ment                           Term Frequency: 1         
Term: 0.0804                         Term Frequency: 1         
Term: reviews                        Term Frequency: 1         
Term: international                  Term Frequency: 1         
Term: illustrate                     Term Frequency: 1         
Term: task                           Term Frequency: 1         
Term: infer                          Term Frequency: 1         
Term: scientists                     Term Frequency: 1         
Term: since                          Term Frequency: 1         
Term: belong                         Term Frequency: 1         
Term: best                           Term Frequency: 1         
Term: erative                        Term Frequency: 1         
Term: genuine                        Term Frequency: 1         
Term: processes                      Term Frequency: 1         
Term: online                         Term Frequency: 1         
Term: user:rutkod                    Term Frequency: 1         
Term: contribution                   Term Frequency: 1         
Term: splitpoint                     Term Frequency: 1         
Term: numbered                       Term Frequency: 1         
Term: outline                        Term Frequency: 1         
Term: perspective                    Term Frequency: 1         
Term: free                           Term Frequency: 1         
Term: denotes                        Term Frequency: 1         
Term: actually                       Term Frequency: 1         
Term: showed                         Term Frequency: 1         
Term: semanticreconstruction         Term Frequency: 1         
Term: presentation                   Term Frequency: 1         
Term: processinglike                 Term Frequency: 1         
Term: collection                     Term Frequency: 1         
Term: finding                        Term Frequency: 1         
Term: conflict                       Term Frequency: 1         
Term: groupmeeting                   Term Frequency: 1         
Term: fundamentally                  Term Frequency: 1         
Term: definition                     Term Frequency: 1         
Term: member’s                       Term Frequency: 1         
Term: focusand                       Term Frequency: 1         
Term: classifica                     Term Frequency: 1         
Term: whohad                         Term Frequency: 1         
Term: erroneously                    Term Frequency: 1         
Term: textwe                         Term Frequency: 1         
Term: discussions                    Term Frequency: 1         
Term: during                         Term Frequency: 1         
Term: fundamentalsteps               Term Frequency: 1         
Term: focusing                       Term Frequency: 1         
Term: uniform                        Term Frequency: 1         
Term: sentation                      Term Frequency: 1         
Term: demonstrated                   Term Frequency: 1         
Term: anomalyin                      Term Frequency: 1         
Term: affectivenature                Term Frequency: 1         
Term: prefer                         Term Frequency: 1         
Term: nuanced                        Term Frequency: 1         
Term: inferred                       Term Frequency: 1         
Term: resolves                       Term Frequency: 1         
Term: insights                       Term Frequency: 1         
Term: e.g.wings                      Term Frequency: 1         
Term: statisticson                   Term Frequency: 1         
Term: drippingwith                   Term Frequency: 1         
Term: error                          Term Frequency: 1         
Term: aggregate                      Term Frequency: 1         
Term: endeavour                      Term Frequency: 1         
Term: externalfactors                Term Frequency: 1         
Term: heardfrom                      Term Frequency: 1         
Term: benefitfrom                    Term Frequency: 1         
Term: accuracy                       Term Frequency: 1         
Term: ion                            Term Frequency: 1         
Term: building                       Term Frequency: 1         
Term: identified16                   Term Frequency: 1         
Term: ran                            Term Frequency: 1         
Term: pronoundistribution            Term Frequency: 1         
Term: unlikely                       Term Frequency: 1         
Term: ated                           Term Frequency: 1         
Term: uncertainty                    Term Frequency: 1         
Term: manual                         Term Frequency: 1         
Term: 3417                           Term Frequency: 1         
Term: aspect                         Term Frequency: 1         
Term: ofour                          Term Frequency: 1         
Term: toapplying                     Term Frequency: 1         
Term: impactthis                     Term Frequency: 1         
Term: isa                            Term Frequency: 1         
Term: qualities                      Term Frequency: 1         
Term: fash                           Term Frequency: 1         
Term: studentsdevelop                Term Frequency: 1         
Term: ning                           Term Frequency: 1         
Term: wasvery                        Term Frequency: 1         
Term: tracted                        Term Frequency: 1         
Term: post                           Term Frequency: 1         
Term: beless                         Term Frequency: 1         
Term: posi                           Term Frequency: 1         
Term: eachindividual                 Term Frequency: 1         
Term: ity                            Term Frequency: 1         
Term: interre                        Term Frequency: 1         
Term: universally                    Term Frequency: 1         
Term: easilyunderstand               Term Frequency: 1         
Term: theyleft                       Term Frequency: 1         
Term: label                          Term Frequency: 1         
Term: modify                         Term Frequency: 1         
Term: thishas                        Term Frequency: 1         
Term: uniqueness                     Term Frequency: 1         
Term: tendency                       Term Frequency: 1         
Term: challeng                       Term Frequency: 1         
Term: givencontext                   Term Frequency: 1         
Term: years                          Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: aggregated                     Term Frequency: 1         
Term: designcourse                   Term Frequency: 1         
Term: system                         Term Frequency: 1         
Term: presenting                     Term Frequency: 1         
Term: algorithms                     Term Frequency: 1         
Term: forthis                        Term Frequency: 1         
Term: retain                         Term Frequency: 1         
Term: educator                       Term Frequency: 1         
Term: particu                        Term Frequency: 1         
Term: powerful                       Term Frequency: 1         
Term: removed                        Term Frequency: 1         
Term: body                           Term Frequency: 1         
Term: ininformation                  Term Frequency: 1         
Term: learner’s                      Term Frequency: 1         
Term: assistedinstruction            Term Frequency: 1         
Term: always                         Term Frequency: 1         
Term: maintaining                    Term Frequency: 1         
Term: unit                           Term Frequency: 1         
Term: semesters                      Term Frequency: 1         
Term: anstudent                      Term Frequency: 1         
Term: resolu                         Term Frequency: 1         
Term: negatively                     Term Frequency: 1         
Term: today                          Term Frequency: 1         
Term: ratios                         Term Frequency: 1         
Term: intuitive                      Term Frequency: 1         
Term: themselvesor                   Term Frequency: 1         
Term: 0.3                            Term Frequency: 1         
Term: punctuation                    Term Frequency: 1         
Term: until                          Term Frequency: 1         
Term: constructthat                  Term Frequency: 1         
Term: expanding                      Term Frequency: 1         
Term: modifyingthe                   Term Frequency: 1         
Term: actu                           Term Frequency: 1         
Term: enrichment                     Term Frequency: 1         
Term: texualised                     Term Frequency: 1         
Term: repertoire                     Term Frequency: 1         
Term: app                            Term Frequency: 1         
Term: vations                        Term Frequency: 1         
Term: suchthat                       Term Frequency: 1         
Term: varying                        Term Frequency: 1         
Term: came                           Term Frequency: 1         
Term: devia                          Term Frequency: 1         
Term: at2                            Term Frequency: 1         
Term: asa                            Term Frequency: 1         
Term: call                           Term Frequency: 1         
Term: binaryclassification           Term Frequency: 1         
Term: theories                       Term Frequency: 1         
Term: afeature                       Term Frequency: 1         
Term: challenging                    Term Frequency: 1         
Term: those                          Term Frequency: 1         
Term: longer                         Term Frequency: 1         
Term: name                           Term Frequency: 1         
Term: withinterpretation             Term Frequency: 1         
Term: changesto                      Term Frequency: 1         
Term: absence                        Term Frequency: 1         
Term: individualreflection           Term Frequency: 1         
Term: dissatis                       Term Frequency: 1         
Term: resolving                      Term Frequency: 1         
Term: assignments                    Term Frequency: 1         
Term: deliverables                   Term Frequency: 1         
Term: greater                        Term Frequency: 1         
Term: case                           Term Frequency: 1         
Term: author’s                       Term Frequency: 1         
Term: withoutmodifying               Term Frequency: 1         
Term: softare                        Term Frequency: 1         
Term: soaring                        Term Frequency: 1         
Term: thelarge                       Term Frequency: 1         
Term: inaccurate                     Term Frequency: 1         
Term: wrangling                      Term Frequency: 1         
Term: influence                      Term Frequency: 1         
Term: theoreticalframework           Term Frequency: 1         
Term: kind                           Term Frequency: 1         
Term: interactions                   Term Frequency: 1         
Term: structurallyalter              Term Frequency: 1         
Term: mentioned                      Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: erally                         Term Frequency: 1         
Term: differ                         Term Frequency: 1         
Term: eliminatinganomalous           Term Frequency: 1         
Term: frequencies                    Term Frequency: 1         
Term: progressbeing                  Term Frequency: 1         
Term: bal                            Term Frequency: 1         
Term: 3.1161                         Term Frequency: 1         
Term: sce                            Term Frequency: 1         
Term: complex                        Term Frequency: 1         
Term: supervisionwas                 Term Frequency: 1         
Term: documentation                  Term Frequency: 1         
Term: theintuition                   Term Frequency: 1         
Term: useage                         Term Frequency: 1         
Term: thecollection                  Term Frequency: 1         
Term: deal                           Term Frequency: 1         
Term: affect                         Term Frequency: 1         
Term: proven                         Term Frequency: 1         
Term: proved                         Term Frequency: 1         
Term: compared                       Term Frequency: 1         
Term: sample                         Term Frequency: 1         
Term: dissatisfaction                Term Frequency: 1         
Term: developed                      Term Frequency: 1         
Term: contact                        Term Frequency: 1         
Term: thestandard                    Term Frequency: 1         
Term: programming                    Term Frequency: 1         
Term: typically                      Term Frequency: 1         
Term: andpedagogically               Term Frequency: 1         
Term: reflectin                      Term Frequency: 1         
Term: capable                        Term Frequency: 1         
Term: pleted                         Term Frequency: 1         
Term: personalstyle                  Term Frequency: 1         
Term: captured                       Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: false                          Term Frequency: 1         
Term: obviously                      Term Frequency: 1         
Term: humans                         Term Frequency: 1         
Term: ysed                           Term Frequency: 1         
Term: andaffective                   Term Frequency: 1         
Term: todetermine                    Term Frequency: 1         
Term: output                         Term Frequency: 1         
Term: 993                            Term Frequency: 1         
Term: recognise                      Term Frequency: 1         
Term: majority                       Term Frequency: 1         
Term: tasks                          Term Frequency: 1         
Term: reconstructing                 Term Frequency: 1         
Term: large                          Term Frequency: 1         
Term: satisfied                      Term Frequency: 1         
Term: judgement                      Term Frequency: 1         
Term: reasonablyeasily               Term Frequency: 1         
Term: weekend                        Term Frequency: 1         
Term: professions                    Term Frequency: 1         
Term: inquiry                        Term Frequency: 1         
Term: reflectionswere                Term Frequency: 1         
Term: everything                     Term Frequency: 1         
Term: break                          Term Frequency: 1         
Term: expresses                      Term Frequency: 1         
Term: andsufficiency                 Term Frequency: 1         
Term: expressed                      Term Frequency: 1         
Term: textmessage                    Term Frequency: 1         
Term: different                      Term Frequency: 1         
Term: level                          Term Frequency: 1         
Term: 1.2                            Term Frequency: 1         
Term: belongs                        Term Frequency: 1         
Term: behind                         Term Frequency: 1         
Term: contextswhich                  Term Frequency: 1         
Term: overthe                        Term Frequency: 1         
Term: informa                        Term Frequency: 1         
Term: 100                            Term Frequency: 1         
Term: larly                          Term Frequency: 1         
Term: firsttrial                     Term Frequency: 1         
Term: descriptive                    Term Frequency: 1         
Term: reclassified                   Term Frequency: 1         
Term: 0.2865                         Term Frequency: 1         
Term: spanned                        Term Frequency: 1         
Term: in25                           Term Frequency: 1         
Term: togenerate                     Term Frequency: 1         
Term: conditions                     Term Frequency: 1         
Term: access                         Term Frequency: 1         
Term: morecomplete                   Term Frequency: 1         
Term: itprovided                     Term Frequency: 1         
Term: extended                       Term Frequency: 1         
Term: 135                            Term Frequency: 1         
Term: firstby                        Term Frequency: 1         
Term: makes                          Term Frequency: 1         
Term: asself                         Term Frequency: 1         
Term: thehuman                       Term Frequency: 1         
Term: zero                           Term Frequency: 1         
Term: subjec                         Term Frequency: 1         
Term: weakens                        Term Frequency: 1         
Term: anumeric                       Term Frequency: 1         
Term: degree                         Term Frequency: 1         
Term: this277group                   Term Frequency: 1         
Term: assessed                       Term Frequency: 1         
Term: graphs                         Term Frequency: 1         
Term: missing                        Term Frequency: 1         
Term: textduring                     Term Frequency: 1         
Term: allocation                     Term Frequency: 1         
Term: isusually                      Term Frequency: 1         
Term: theother                       Term Frequency: 1         
Term: comparative                    Term Frequency: 1         
Term: 192                            Term Frequency: 1         
Term: identifiedwhere                Term Frequency: 1         
Term: review                         Term Frequency: 1         
Term: indicatesatisfaction           Term Frequency: 1         
Term: natural                        Term Frequency: 1         
Term: following                      Term Frequency: 1         
Term: interms                        Term Frequency: 1         
Term: distressed                     Term Frequency: 1         
Term: setthat                        Term Frequency: 1         
Term: place                          Term Frequency: 1         
Term: theinherent                    Term Frequency: 1         
Term: emotion                        Term Frequency: 1         
Term: highlights                     Term Frequency: 1         
Term: elements                       Term Frequency: 1         
Term: undertones                     Term Frequency: 1         
Term: deciding                       Term Frequency: 1         
Term: theuser’s                      Term Frequency: 1         
Term: week                           Term Frequency: 1         
Term: associatedwith                 Term Frequency: 1         
Term: acknowledges                   Term Frequency: 1         
Term: limited                        Term Frequency: 1         
Term: obser                          Term Frequency: 1         
Term: Approval                       Term Frequency: 0         
Term: Penguins                       Term Frequency: 0         
Term: QtySatisfied                   Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: O                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: W                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Jordan                         Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: text.For                       Term Frequency: 0         
Term: Technology2                    Term Frequency: 0         
Term: Internetand                    Term Frequency: 0         
Term: Academic                       Term Frequency: 0         
Term: DescriptorsK                   Term Frequency: 0         
Term: Birds                          Term Frequency: 0         
Term: Mathematical                   Term Frequency: 0         
Term: Annals                         Term Frequency: 0         
Term: Dyment                         Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: dissatisfaction.A              Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Pronouns                       Term Frequency: 0         
Term: 1No                            Term Frequency: 0         
Term: That                           Term Frequency: 0         
Term: Bachelor                       Term Frequency: 0         
Term: Jan                            Term Frequency: 0         
Term: Apr                            Term Frequency: 0         
Term: GoingOK                        Term Frequency: 0         
Term: Document                       Term Frequency: 0         
Term: Administrative                 Term Frequency: 0         
Term: Blei                           Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: fee.LAK                        Term Frequency: 0         
Term: deviation2No                   Term Frequency: 0         
Term: Joksimovic                     Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: CONCLUSIONThe                  Term Frequency: 0         
Term: withprogressPositive           Term Frequency: 0         
Term: flight.Recontextualisation     Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Self                           Term Frequency: 0         
Term: Affective                      Term Frequency: 0         
Term: capacity.An                    Term Frequency: 0         
Term: FACTORIE:Probabilistic         Term Frequency: 0         
Term: byCampbell                     Term Frequency: 0         
Term: Making                         Term Frequency: 0         
Term: DirichletAllocation            Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: writing:Analysis               Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: qut.edu.auABSTRACTReflective   Term Frequency: 0         
Term: Weevaluate                     Term Frequency: 0         
Term: Note                           Term Frequency: 0         
Term: Sen                            Term Frequency: 0         
Term: Foundations                    Term Frequency: 0         
Term: Trickett                       Term Frequency: 0         
Term: Because                        Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: andLearning                    Term Frequency: 0         
Term: Processing                     Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Anoma                          Term Frequency: 0         
Term: Despite                        Term Frequency: 0         
Term: SIGIR                          Term Frequency: 0         
Term: USACopyright                   Term Frequency: 0         
Term: APPLICATIONWe                  Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: ancedKL                        Term Frequency: 0         
Term: Latentdirichlet                Term Frequency: 0         
Term: LDA                            Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: Step1                          Term Frequency: 0         
Term: Wang                           Term Frequency: 0         
Term: challenges.Firstly             Term Frequency: 0         
Term: Psychological                  Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: mean.We                        Term Frequency: 0         
Term: Australia                      Term Frequency: 0         
Term: Anomaly                        Term Frequency: 0         
Term: Chinn                          Term Frequency: 0         
Term: Leibler                        Term Frequency: 0         
Term: KittoQueensland                Term Frequency: 0         
Term: Neural                         Term Frequency: 0         
Term: fly.New                        Term Frequency: 0         
Term: Singh                          Term Frequency: 0         
Term: Reflections                    Term Frequency: 0         
Term: students.We                    Term Frequency: 0         
Term: Klein                          Term Frequency: 0         
Term: Recontextualisation            Term Frequency: 0         
Term: ProcessingSystems              Term Frequency: 0         
Term: speech.Other                   Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: INTRODUCTIONReflective         Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: Repeat                         Term Frequency: 0         
Term: Street                         Term Frequency: 0         
Term: July                           Term Frequency: 0         
Term: Lausanne                       Term Frequency: 0         
Term: Poughkeepsie                   Term Frequency: 0         
Term: AR                             Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: Machine                        Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: Alinguistic                    Term Frequency: 0         
Term: pointdeviation37Dissatisfied   Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: InformationRetrieval           Term Frequency: 0         
Term: Ed                             Term Frequency: 0         
Term: since:P                        Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Identify                       Term Frequency: 0         
Term: Computing1                     Term Frequency: 0         
Term: Publication                    Term Frequency: 0         
Term: IT                             Term Frequency: 0         
Term: Just                           Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: If                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
