Term: students                       Term Frequency: 92        
Term: average                        Term Frequency: 1         
Term: compare                        Term Frequency: 1         
Term: composition                    Term Frequency: 1         
Term: maximum                        Term Frequency: 1         
Term: quantities                     Term Frequency: 1         
Term: retrieves                      Term Frequency: 1         
Term: computational                  Term Frequency: 1         
Term: 2016.32.1https                 Term Frequency: 1         
Term: 0.23                           Term Frequency: 1         
Term: 0.19                           Term Frequency: 1         
Term: 0.15                           Term Frequency: 1         
Term: 0.14                           Term Frequency: 1         
Term: cued                           Term Frequency: 1         
Term: duration                       Term Frequency: 1         
Term: 0.26                           Term Frequency: 1         
Term: 0.27                           Term Frequency: 1         
Term: length                         Term Frequency: 1         
Term: 0.45                           Term Frequency: 1         
Term: 0.35                           Term Frequency: 1         
Term: showing                        Term Frequency: 1         
Term: 0.55                           Term Frequency: 1         
Term: 0.50                           Term Frequency: 1         
Term: 0.48                           Term Frequency: 1         
Term: 0.49                           Term Frequency: 1         
Term: 0.47                           Term Frequency: 1         
Term: 3.0                            Term Frequency: 1         
Term: 3.5                            Term Frequency: 1         
Term: 0.73                           Term Frequency: 1         
Term: 0.74                           Term Frequency: 1         
Term: known                          Term Frequency: 1         
Term: stream                         Term Frequency: 1         
Term: 0.68                           Term Frequency: 1         
Term: 0.83                           Term Frequency: 1         
Term: 0.92                           Term Frequency: 1         
Term: dimensional                    Term Frequency: 1         
Term: 0.98                           Term Frequency: 1         
Term: 0.94                           Term Frequency: 1         
Term: arrangement                    Term Frequency: 1         
Term: 314                            Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: approximation                  Term Frequency: 1         
Term: 321                            Term Frequency: 1         
Term: included                       Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: 05                             Term Frequency: 1         
Term: empirical                      Term Frequency: 1         
Term: 358                            Term Frequency: 1         
Term: band                           Term Frequency: 1         
Term: benefit                        Term Frequency: 1         
Term: 27                             Term Frequency: 1         
Term: 371                            Term Frequency: 1         
Term: 376                            Term Frequency: 1         
Term: 30                             Term Frequency: 1         
Term: 32                             Term Frequency: 1         
Term: 36                             Term Frequency: 1         
Term: 37                             Term Frequency: 1         
Term: 39                             Term Frequency: 1         
Term: stay                           Term Frequency: 1         
Term: 389                            Term Frequency: 1         
Term: 40                             Term Frequency: 1         
Term: 42                             Term Frequency: 1         
Term: 43                             Term Frequency: 1         
Term: 46                             Term Frequency: 1         
Term: 49                             Term Frequency: 1         
Term: numbers                        Term Frequency: 1         
Term: 54                             Term Frequency: 1         
Term: 59                             Term Frequency: 1         
Term: 61                             Term Frequency: 1         
Term: 64                             Term Frequency: 1         
Term: speed                          Term Frequency: 1         
Term: interest                       Term Frequency: 1         
Term: 82                             Term Frequency: 1         
Term: 84                             Term Frequency: 1         
Term: 86                             Term Frequency: 1         
Term: trend                          Term Frequency: 1         
Term: preliminary                    Term Frequency: 1         
Term: delays                         Term Frequency: 1         
Term: registration                   Term Frequency: 1         
Term: exists                         Term Frequency: 1         
Term: insertion                      Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: instead                        Term Frequency: 1         
Term: staying                        Term Frequency: 1         
Term: stop                           Term Frequency: 1         
Term: characterize                   Term Frequency: 1         
Term: leave                          Term Frequency: 1         
Term: encoding                       Term Frequency: 1         
Term: http                           Term Frequency: 1         
Term: lasting                        Term Frequency: 1         
Term: useful                         Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: noted                          Term Frequency: 1         
Term: 4.0                            Term Frequency: 1         
Term: happens                        Term Frequency: 1         
Term: called                         Term Frequency: 1         
Term: enactive                       Term Frequency: 1         
Term: ecological                     Term Frequency: 1         
Term: 2nd                            Term Frequency: 1         
Term: articulating                   Term Frequency: 1         
Term: below                          Term Frequency: 1         
Term: articulate                     Term Frequency: 1         
Term: 445                            Term Frequency: 1         
Term: individually                   Term Frequency: 1         
Term: articulation                   Term Frequency: 1         
Term: 452                            Term Frequency: 1         
Term: chose                          Term Frequency: 1         
Term: endeavor                       Term Frequency: 1         
Term: rates                          Term Frequency: 1         
Term: strategy                       Term Frequency: 1         
Term: achievements                   Term Frequency: 1         
Term: wanted                         Term Frequency: 1         
Term: another                        Term Frequency: 1         
Term: foci                           Term Frequency: 1         
Term: mappings                       Term Frequency: 1         
Term: window                         Term Frequency: 1         
Term: plan                           Term Frequency: 1         
Term: indiana.edu                    Term Frequency: 1         
Term: simulated                      Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: dividing                       Term Frequency: 1         
Term: happened                       Term Frequency: 1         
Term: proceeded                      Term Frequency: 1         
Term: fed                            Term Frequency: 1         
Term: protocol                       Term Frequency: 1         
Term: few                            Term Frequency: 1         
Term: outside                        Term Frequency: 1         
Term: produces                       Term Frequency: 1         
Term: explaining                     Term Frequency: 1         
Term: reduction                      Term Frequency: 1         
Term: 59.103006.093639               Term Frequency: 1         
Term: fix                            Term Frequency: 1         
Term: evaluated                      Term Frequency: 1         
Term: al                             Term Frequency: 1         
Term: 2004.0045                      Term Frequency: 1         
Term: systems                        Term Frequency: 1         
Term: food                           Term Frequency: 1         
Term: freely                         Term Frequency: 1         
Term: interview                      Term Frequency: 1         
Term: language                       Term Frequency: 1         
Term: et                             Term Frequency: 1         
Term: schemas                        Term Frequency: 1         
Term: 2https                         Term Frequency: 1         
Term: fog                            Term Frequency: 1         
Term: watching                       Term Frequency: 1         
Term: fox                            Term Frequency: 1         
Term: plot                           Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: tease                          Term Frequency: 1         
Term: appeared                       Term Frequency: 1         
Term: four                           Term Frequency: 1         
Term: places                         Term Frequency: 1         
Term: second                         Term Frequency: 1         
Term: communication                  Term Frequency: 1         
Term: simulator                      Term Frequency: 1         
Term: readily                        Term Frequency: 1         
Term: discovered                     Term Frequency: 1         
Term: seen                           Term Frequency: 1         
Term: analyzed                       Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: capturing                      Term Frequency: 1         
Term: idiosyncratic                  Term Frequency: 1         
Term: similarity                     Term Frequency: 1         
Term: qualitatively                  Term Frequency: 1         
Term: terms                          Term Frequency: 1         
Term: 2330601.2330661                Term Frequency: 1         
Term: 59.103006.093639https          Term Frequency: 1         
Term: videotaped                     Term Frequency: 1         
Term: semi                           Term Frequency: 1         
Term: cbo9781139519526.022           Term Frequency: 1         
Term: depth                          Term Frequency: 1         
Term: here                           Term Frequency: 1         
Term: scale                          Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: confidently                    Term Frequency: 1         
Term: i04                            Term Frequency: 1         
Term: i07                            Term Frequency: 1         
Term: replicates                     Term Frequency: 1         
Term: 6.0                            Term Frequency: 1         
Term: contributed                    Term Frequency: 1         
Term: 617                            Term Frequency: 1         
Term: 625                            Term Frequency: 1         
Term: 636                            Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: underlying                     Term Frequency: 1         
Term: 645                            Term Frequency: 1         
Term: consequence                    Term Frequency: 1         
Term: reconcile                      Term Frequency: 1         
Term: convey                         Term Frequency: 1         
Term: consecutive                    Term Frequency: 1         
Term: must                           Term Frequency: 1         
Term: colors                         Term Frequency: 1         
Term: interrelated                   Term Frequency: 1         
Term: summarized                     Term Frequency: 1         
Term: automated                      Term Frequency: 1         
Term: align                          Term Frequency: 1         
Term: guided                         Term Frequency: 1         
Term: dx.doi.org                     Term Frequency: 1         
Term: deletion                       Term Frequency: 1         
Term: lays                           Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: dimension                      Term Frequency: 1         
Term: interviewed                    Term Frequency: 1         
Term: you                            Term Frequency: 1         
Term: limitations                    Term Frequency: 1         
Term: sinusoidal                     Term Frequency: 1         
Term: regarded                       Term Frequency: 1         
Term: promise                        Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: huh                            Term Frequency: 1         
Term: 143802                         Term Frequency: 1         
Term: periods                        Term Frequency: 1         
Term: could                          Term Frequency: 1         
Term: topics                         Term Frequency: 1         
Term: calculated                     Term Frequency: 1         
Term: steps                          Term Frequency: 1         
Term: present                        Term Frequency: 1         
Term: best                           Term Frequency: 1         
Term: transform                      Term Frequency: 1         
Term: 2460296.2460316technologies    Term Frequency: 1         
Term: sensors                        Term Frequency: 1         
Term: generalizable                  Term Frequency: 1         
Term: intention                      Term Frequency: 1         
Term: asymmetric                     Term Frequency: 1         
Term: coordinates                    Term Frequency: 1         
Term: actually                       Term Frequency: 1         
Term: face                           Term Frequency: 1         
Term: afforded                       Term Frequency: 1         
Term: independency                   Term Frequency: 1         
Term: sequential                     Term Frequency: 1         
Term: characteristics                Term Frequency: 1         
Term: indeed                         Term Frequency: 1         
Term: enable                         Term Frequency: 1         
Term: oscillatory                    Term Frequency: 1         
Term: tracked                        Term Frequency: 1         
Term: 2.779                          Term Frequency: 1         
Term: explains                       Term Frequency: 1         
Term: 9781315772639https             Term Frequency: 1         
Term: stages                         Term Frequency: 1         
Term: scenarios                      Term Frequency: 1         
Term: holistic                       Term Frequency: 1         
Term: 2016.32.11                     Term Frequency: 1         
Term: 2016.32.10                     Term Frequency: 1         
Term: nine                           Term Frequency: 1         
Term: mixture                        Term Frequency: 1         
Term: distributed                    Term Frequency: 1         
Term: furthering                     Term Frequency: 1         
Term: unobtrusive                    Term Frequency: 1         
Term: powerful                       Term Frequency: 1         
Term: correspond                     Term Frequency: 1         
Term: read                           Term Frequency: 1         
Term: looked                         Term Frequency: 1         
Term: hypothesis                     Term Frequency: 1         
Term: worth                          Term Frequency: 1         
Term: taken                          Term Frequency: 1         
Term: similarities                   Term Frequency: 1         
Term: either                         Term Frequency: 1         
Term: difficulty                     Term Frequency: 1         
Term: 26,176                         Term Frequency: 1         
Term: eighteen                       Term Frequency: 1         
Term: detailing                      Term Frequency: 1         
Term: visually                       Term Frequency: 1         
Term: 9.16                           Term Frequency: 1         
Term: 9.13                           Term Frequency: 1         
Term: front                          Term Frequency: 1         
Term: gaining                        Term Frequency: 1         
Term: plans                          Term Frequency: 1         
Term: readiness                      Term Frequency: 1         
Term: subsequent                     Term Frequency: 1         
Term: benefited                      Term Frequency: 1         
Term: 9.69                           Term Frequency: 1         
Term: developed                      Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: views                          Term Frequency: 1         
Term: prompt                         Term Frequency: 1         
Term: output                         Term Frequency: 1         
Term: world                          Term Frequency: 1         
Term: composed                       Term Frequency: 1         
Term: everything                     Term Frequency: 1         
Term: indirectly                     Term Frequency: 1         
Term: emerges                        Term Frequency: 1         
Term: precepts                       Term Frequency: 1         
Term: expressed                      Term Frequency: 1         
Term: roots                          Term Frequency: 1         
Term: pseudonym                      Term Frequency: 1         
Term: cbo9781139519526.022https      Term Frequency: 1         
Term: informs                        Term Frequency: 1         
Term: demanding                      Term Frequency: 1         
Term: scored                         Term Frequency: 1         
Term: insertions                     Term Frequency: 1         
Term: facilitated                    Term Frequency: 1         
Term: 2016.32.11https                Term Frequency: 1         
Term: facilitates                    Term Frequency: 1         
Term: referring                      Term Frequency: 1         
Term: aren’t                         Term Frequency: 1         
Term: available                      Term Frequency: 1         
Term: degree                         Term Frequency: 1         
Term: situ                           Term Frequency: 1         
Term: limited                        Term Frequency: 1         
Term: studied                        Term Frequency: 1         
Term: corresponding                  Term Frequency: 1         
Term: 0.688                          Term Frequency: 1         
Term: minds                          Term Frequency: 1         
Term: making                         Term Frequency: 1         
Term: supposed                       Term Frequency: 1         
Term: 0.644                          Term Frequency: 1         
Term: reorient                       Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: versus                         Term Frequency: 1         
Term: noise                          Term Frequency: 1         
Term: 10508406.2016.1143370          Term Frequency: 1         
Term: walks                          Term Frequency: 1         
Term: function                       Term Frequency: 1         
Term: comparison                     Term Frequency: 1         
Term: thirty                         Term Frequency: 1         
Term: promote                        Term Frequency: 1         
Term: contour                        Term Frequency: 1         
Term: preys                          Term Frequency: 1         
Term: verbal                         Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: aspects                        Term Frequency: 1         
Term: tentatively                    Term Frequency: 1         
Term: dependencies                   Term Frequency: 1         
Term: phases                         Term Frequency: 1         
Term: means                          Term Frequency: 1         
Term: 9https                         Term Frequency: 1         
Term: obtain                         Term Frequency: 1         
Term: done                           Term Frequency: 1         
Term: 2016.32.10https                Term Frequency: 1         
Term: easy                           Term Frequency: 1         
Term: assigned                       Term Frequency: 1         
Term: relative                       Term Frequency: 1         
Term: 25,527.7                       Term Frequency: 1         
Term: groupings                      Term Frequency: 1         
Term: shifting                       Term Frequency: 1         
Term: conveying                      Term Frequency: 1         
Term: 2016.32.1                      Term Frequency: 1         
Term: interpret                      Term Frequency: 1         
Term: hypothesized                   Term Frequency: 1         
Term: division                       Term Frequency: 1         
Term: sense                          Term Frequency: 1         
Term: tailor                         Term Frequency: 1         
Term: technologically                Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: above                          Term Frequency: 1         
Term: height                         Term Frequency: 1         
Term: moderate                       Term Frequency: 1         
Term: components                     Term Frequency: 1         
Term: collaboration                  Term Frequency: 1         
Term: holds                          Term Frequency: 1         
Term: studying                       Term Frequency: 1         
Term: gazed                          Term Frequency: 1         
Term: hypothetical                   Term Frequency: 1         
Term: forces                         Term Frequency: 1         
Term: among                          Term Frequency: 1         
Term: estimation                     Term Frequency: 1         
Term: contains                       Term Frequency: 1         
Term: selection                      Term Frequency: 1         
Term: happening                      Term Frequency: 1         
Term: decreases                      Term Frequency: 1         
Term: intentions                     Term Frequency: 1         
Term: responsible                    Term Frequency: 1         
Term: mistake                        Term Frequency: 1         
Term: rich                           Term Frequency: 1         
Term: significance                   Term Frequency: 1         
Term: family                         Term Frequency: 1         
Term: referred                       Term Frequency: 1         
Term: unsynchronized                 Term Frequency: 1         
Term: 2330601.2330661https           Term Frequency: 1         
Term: mapping                        Term Frequency: 1         
Term: foundations                    Term Frequency: 1         
Term: relevance                      Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: 3027385.3027429                Term Frequency: 1         
Term: bf03196322https                Term Frequency: 1         
Term: intense                        Term Frequency: 1         
Term: 00219266.2014.943789           Term Frequency: 1         
Term: respective                     Term Frequency: 1         
Term: around                         Term Frequency: 1         
Term: i04https                       Term Frequency: 1         
Term: 718.1                          Term Frequency: 1         
Term: automatically                  Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: hooks                          Term Frequency: 1         
Term: designs                        Term Frequency: 1         
Term: nor                            Term Frequency: 1         
Term: detailed                       Term Frequency: 1         
Term: dimensionality                 Term Frequency: 1         
Term: promising                      Term Frequency: 1         
Term: probability                    Term Frequency: 1         
Term: explicitly                     Term Frequency: 1         
Term: cueing                         Term Frequency: 1         
Term: 0013189x13511661               Term Frequency: 1         
Term: indicator                      Term Frequency: 1         
Term: constantly                     Term Frequency: 1         
Term: substitutions                  Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: orient                         Term Frequency: 1         
Term: alone                          Term Frequency: 1         
Term: supplemented                   Term Frequency: 1         
Term: approaches                     Term Frequency: 1         
Term: coding                         Term Frequency: 1         
Term: class                          Term Frequency: 1         
Term: significantly                  Term Frequency: 1         
Term: dependency                     Term Frequency: 1         
Term: index                          Term Frequency: 1         
Term: continuing                     Term Frequency: 1         
Term: seemed                         Term Frequency: 1         
Term: off                            Term Frequency: 1         
Term: expand                         Term Frequency: 1         
Term: graphing                       Term Frequency: 1         
Term: brief                          Term Frequency: 1         
Term: speaking                       Term Frequency: 1         
Term: edit                           Term Frequency: 1         
Term: old                            Term Frequency: 1         
Term: activity                       Term Frequency: 1         
Term: reviewers                      Term Frequency: 1         
Term: extract                        Term Frequency: 1         
Term: cases                          Term Frequency: 1         
Term: location                       Term Frequency: 1         
Term: presence                       Term Frequency: 1         
Term: streams                        Term Frequency: 1         
Term: examples                       Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: precise                        Term Frequency: 1         
Term: evidences                      Term Frequency: 1         
Term: mentioning                     Term Frequency: 1         
Term: mathematical                   Term Frequency: 1         
Term: theoretical                    Term Frequency: 1         
Term: consequences                   Term Frequency: 1         
Term: efforts                        Term Frequency: 1         
Term: note                           Term Frequency: 1         
Term: considers                      Term Frequency: 1         
Term: inverse                        Term Frequency: 1         
Term: groups                         Term Frequency: 1         
Term: your                           Term Frequency: 1         
Term: explanation                    Term Frequency: 1         
Term: eliciting                      Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: amounts                        Term Frequency: 1         
Term: 7https                         Term Frequency: 1         
Term: germane                        Term Frequency: 1         
Term: occurring                      Term Frequency: 1         
Term: assisted                       Term Frequency: 1         
Term: assumes                        Term Frequency: 1         
Term: engages                        Term Frequency: 1         
Term: 0013189x13511661https          Term Frequency: 1         
Term: congruency                     Term Frequency: 1         
Term: accumulation                   Term Frequency: 1         
Term: pedagogical                    Term Frequency: 1         
Term: bf03196322                     Term Frequency: 1         
Term: initiates                      Term Frequency: 1         
Term: followed                       Term Frequency: 1         
Term: retracting                     Term Frequency: 1         
Term: reality                        Term Frequency: 1         
Term: actions                        Term Frequency: 1         
Term: indicative                     Term Frequency: 1         
Term: inherent                       Term Frequency: 1         
Term: offers                         Term Frequency: 1         
Term: correlates                     Term Frequency: 1         
Term: minimal                        Term Frequency: 1         
Term: 10508406.2016.1143370https     Term Frequency: 1         
Term: classrooms                     Term Frequency: 1         
Term: valuable                       Term Frequency: 1         
Term: foster                         Term Frequency: 1         
Term: incidence                      Term Frequency: 1         
Term: answering                      Term Frequency: 1         
Term: substitution                   Term Frequency: 1         
Term: 2004.0045https                 Term Frequency: 1         
Term: 30,030.3                       Term Frequency: 1         
Term: mostly                         Term Frequency: 1         
Term: happen                         Term Frequency: 1         
Term: spark                          Term Frequency: 1         
Term: emotional                      Term Frequency: 1         
Term: embodying                      Term Frequency: 1         
Term: prior                          Term Frequency: 1         
Term: beneficial                     Term Frequency: 1         
Term: additional                     Term Frequency: 1         
Term: 2010                           Term Frequency: 1         
Term: 2008                           Term Frequency: 1         
Term: 2002                           Term Frequency: 1         
Term: tracks                         Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: answers                        Term Frequency: 1         
Term: together                       Term Frequency: 1         
Term: gathered                       Term Frequency: 1         
Term: laandrad                       Term Frequency: 1         
Term: efficiently                    Term Frequency: 1         
Term: selected                       Term Frequency: 1         
Term: illustrate                     Term Frequency: 1         
Term: sort                           Term Frequency: 1         
Term: experiences                    Term Frequency: 1         
Term: transforming                   Term Frequency: 1         
Term: infer                          Term Frequency: 1         
Term: tactics                        Term Frequency: 1         
Term: coming                         Term Frequency: 1         
Term: distinguish                    Term Frequency: 1         
Term: processing                     Term Frequency: 1         
Term: nominal                        Term Frequency: 1         
Term: unless                         Term Frequency: 1         
Term: people                         Term Frequency: 1         
Term: fish                           Term Frequency: 1         
Term: leaves                         Term Frequency: 1         
Term: conflict                       Term Frequency: 1         
Term: causal                         Term Frequency: 1         
Term: summary                        Term Frequency: 1         
Term: 2004.37.1.81https              Term Frequency: 1         
Term: dependent                      Term Frequency: 1         
Term: itself                         Term Frequency: 1         
Term: regions                        Term Frequency: 1         
Term: anonymous                      Term Frequency: 1         
Term: constructed                    Term Frequency: 1         
Term: ran                            Term Frequency: 1         
Term: raw                            Term Frequency: 1         
Term: interventions                  Term Frequency: 1         
Term: couple                         Term Frequency: 1         
Term: moved                          Term Frequency: 1         
Term: add                            Term Frequency: 1         
Term: finite                         Term Frequency: 1         
Term: prevent                        Term Frequency: 1         
Term: 1.11                           Term Frequency: 1         
Term: 1.09                           Term Frequency: 1         
Term: 1.05                           Term Frequency: 1         
Term: 1.16                           Term Frequency: 1         
Term: air                            Term Frequency: 1         
Term: implemented                    Term Frequency: 1         
Term: complement                     Term Frequency: 1         
Term: applicable                     Term Frequency: 1         
Term: 1.73                           Term Frequency: 1         
Term: tacit                          Term Frequency: 1         
Term: conflated                      Term Frequency: 1         
Term: suggested                      Term Frequency: 1         
Term: 0.0                            Term Frequency: 1         
Term: 0.1                            Term Frequency: 1         
Term: 0.5                            Term Frequency: 1         
Term: consists                       Term Frequency: 1         
Term: 0.8                            Term Frequency: 1         
Term: durations                      Term Frequency: 1         
Term: 008                            Term Frequency: 1         
Term: increased                      Term Frequency: 1         
Term: instructional                  Term Frequency: 1         
Term: notices                        Term Frequency: 1         
Term: theories                       Term Frequency: 1         
Term: view                           Term Frequency: 1         
Term: 045                            Term Frequency: 1         
Term: 057                            Term Frequency: 1         
Term: quantifying                    Term Frequency: 1         
Term: discourse                      Term Frequency: 1         
Term: collected                      Term Frequency: 1         
Term: asymmetry                      Term Frequency: 1         
Term: 143802https                    Term Frequency: 1         
Term: display                        Term Frequency: 1         
Term: people’s                       Term Frequency: 1         
Term: accounts                       Term Frequency: 1         
Term: conceptually                   Term Frequency: 1         
Term: traces                         Term Frequency: 1         
Term: mentioned                      Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: simply                         Term Frequency: 1         
Term: reflected                      Term Frequency: 1         
Term: extracted                      Term Frequency: 1         
Term: personal                       Term Frequency: 1         
Term: schema                         Term Frequency: 1         
Term: 4870                           Term Frequency: 1         
Term: eyes                           Term Frequency: 1         
Term: sec                            Term Frequency: 1         
Term: articulated                    Term Frequency: 1         
Term: deep                           Term Frequency: 1         
Term: deletions                      Term Frequency: 1         
Term: practical                      Term Frequency: 1         
Term: i07https                       Term Frequency: 1         
Term: improved                       Term Frequency: 1         
Term: symmetrical                    Term Frequency: 1         
Term: hopefully                      Term Frequency: 1         
Term: instruction                    Term Frequency: 1         
Term: discovery                      Term Frequency: 1         
Term: traction                       Term Frequency: 1         
Term: stands                         Term Frequency: 1         
Term: 1.2                            Term Frequency: 1         
Term: productively                   Term Frequency: 1         
Term: nature                         Term Frequency: 1         
Term: 102                            Term Frequency: 1         
Term: 106                            Term Frequency: 1         
Term: 111                            Term Frequency: 1         
Term: 116                            Term Frequency: 1         
Term: 117                            Term Frequency: 1         
Term: interpreted                    Term Frequency: 1         
Term: appraises                      Term Frequency: 1         
Term: actively                       Term Frequency: 1         
Term: preferred                      Term Frequency: 1         
Term: 150                            Term Frequency: 1         
Term: interquartile                  Term Frequency: 1         
Term: transformations                Term Frequency: 1         
Term: doing                          Term Frequency: 1         
Term: encourages                     Term Frequency: 1         
Term: natural                        Term Frequency: 1         
Term: 00219266.2014.943789https      Term Frequency: 1         
Term: towards                        Term Frequency: 1         
Term: interplay                      Term Frequency: 1         
Term: technically                    Term Frequency: 1         
Term: really                         Term Frequency: 1         
Term: Tutorial                       Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: X                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Z                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Age                            Term Frequency: 0         
Term: Studer                         Term Frequency: 0         
Term: Maltese                        Term Frequency: 0         
Term: Nonetheless                    Term Frequency: 0         
Term: Reasoning                      Term Frequency: 0         
Term: All                            Term Frequency: 0         
Term: Gaze                           Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Getting                        Term Frequency: 0         
Term: Then                           Term Frequency: 0         
Term: Meadow                         Term Frequency: 0         
Term: Heat                           Term Frequency: 0         
Term: Are                            Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Avg                            Term Frequency: 0         
Term: Fifteen                        Term Frequency: 0         
Term: Jin’s                          Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: San                            Term Frequency: 0         
Term: Dourish                        Term Frequency: 0         
Term: Gaševi                         Term Frequency: 0         
Term: CCS                            Term Frequency: 0         
Term: Glenberg                       Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: Educause                       Term Frequency: 0         
Term: Columbia                       Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: Six                            Term Frequency: 0         
Term: D.D                            Term Frequency: 0         
Term: Negrete                        Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: Matching                       Term Frequency: 0         
Term: It’s                           Term Frequency: 0         
Term: Baker                          Term Frequency: 0         
Term: But                            Term Frequency: 0         
Term: Cognition                      Term Frequency: 0         
Term: TramineR                       Term Frequency: 0         
Term: Gabadinho                      Term Frequency: 0         
Term: Zhang                          Term Frequency: 0         
Term: Okay                           Term Frequency: 0         
Term: Chile                          Term Frequency: 0         
Term: Belgium                        Term Frequency: 0         
Term: Environment                    Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: AN                             Term Frequency: 0         
Term: Where                          Term Frequency: 0         
Term: BC                             Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: Editorial                      Term Frequency: 0         
Term: Ed                             Term Frequency: 0         
Term: Gethinking                     Term Frequency: 0         
Term: Hidden                         Term Frequency: 0         
Term: He                             Term Frequency: 0         
Term: DOI                            Term Frequency: 0         
Term: Top                            Term Frequency: 0         
Term: If                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: Markov                         Term Frequency: 0         
Term: Gestures                       Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Hutto                          Term Frequency: 0         
Term: Wards                          Term Frequency: 0         
Term: Ma                             Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: OF                             Term Frequency: 0         
Term: Understanding                  Term Frequency: 0         
Term: OM                             Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: Or                             Term Frequency: 0         
Term: Indiana                        Term Frequency: 0         
Term: SD                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Albeit                         Term Frequency: 0         
Term: So                             Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: TX                             Term Frequency: 0         
Term: Blikstein                      Term Frequency: 0         
Term: UK                             Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: US                             Term Frequency: 0         
Term: Uh                             Term Frequency: 0         
Term: Up                             Term Frequency: 0         
Term: X2                             Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Haenszel                       Term Frequency: 0         
Term: Elicited                       Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Pauses                         Term Frequency: 0         
Term: Leuven                         Term Frequency: 0         
Term: Implications                   Term Frequency: 0         
Term: CONCLUSION                     Term Frequency: 0         
Term: From                           Term Frequency: 0         
Term: Handbook                       Term Frequency: 0         
Term: Uhm                            Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: Dissimilarity                  Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Did                            Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Post                           Term Frequency: 0         
Term: ACKNOWLEDGMENTS                Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: Dor                            Term Frequency: 0         
Term: is                             Term Frequency: 0         
